kind,task,machine_selectable,process_time,power
0,0,"(2, 9, 1, 8, 7, 3, 0)","(18, 20, 14, 14, 2, 1, 1)","(187, 145, 193, 125, 174, 190, 181)"
0,1,"(6, 4)","(13, 2)","(23, 86)"
0,2,"(7, 8, 0)","(20, 11, 10)","(40, 130, 107)"
0,3,"(4, 9, 0, 5, 7)","(1, 5, 11, 14, 13)","(149, 91, 105, 126, 68)"
0,4,"(0, 4, 3, 8, 6, 9, 2, 5, 7, 1)","(5, 6, 3, 20, 10, 10, 8, 11, 17, 16)","(33, 185, 168, 97, 125, 85, 193, 135, 28, 14)"
0,5,"(3,)","(17,)","(67,)"
0,6,"(0, 4, 2)","(4, 9, 2)","(162, 174, 125)"
0,7,"(4, 0, 5, 2, 6, 8, 9)","(4, 6, 18, 19, 7, 5, 10)","(44, 176, 75, 20, 151, 151, 162)"
1,0,"(2, 3, 8, 0)","(17, 17, 18, 11)","(93, 199, 103, 21)"
1,1,"(2, 0, 3, 6, 9, 8)","(7, 13, 13, 16, 19, 20)","(163, 35, 68, 128, 136, 123)"
1,2,"(5, 7, 2, 4, 6, 1, 9, 8, 3, 0)","(9, 8, 8, 3, 15, 5, 4, 17, 1, 2)","(193, 170, 173, 38, 186, 173, 60, 87, 130, 115)"
1,3,"(5, 2, 6, 4, 9, 1)","(5, 14, 6, 19, 10, 16)","(52, 189, 80, 182, 163, 151)"
1,4,"(5,)","(11,)","(175,)"
1,5,"(8, 0, 7, 4, 3, 5)","(17, 9, 10, 14, 9, 6)","(35, 112, 147, 108, 143, 155)"
1,6,"(9, 1, 3, 8, 6)","(10, 17, 6, 10, 19)","(88, 90, 181, 159, 43)"
1,7,"(6, 9, 0, 5, 7, 4, 2, 1, 8)","(12, 5, 6, 7, 7, 1, 10, 2, 16)","(199, 70, 60, 106, 109, 158, 86, 118, 195)"
1,8,"(8, 6, 3)","(12, 9, 16)","(49, 51, 111)"
1,9,"(9, 8, 5, 3, 0, 4, 7)","(19, 1, 2, 15, 4, 8, 2)","(184, 46, 187, 18, 72, 167, 91)"
2,0,"(4, 0, 2, 8, 3, 9, 1, 7, 5)","(7, 1, 5, 6, 6, 13, 3, 7, 18)","(65, 20, 77, 119, 53, 187, 154, 24, 72)"
2,1,"(3, 9)","(17, 10)","(177, 53)"
2,2,"(6, 7)","(2, 12)","(132, 183)"
2,3,"(9, 5, 1, 4, 0, 8, 7, 2)","(14, 20, 10, 1, 7, 1, 3, 3)","(152, 112, 138, 47, 94, 48, 48, 79)"
2,4,"(6, 4, 5, 0, 1, 2, 7, 8)","(19, 19, 17, 3, 14, 13, 2, 2)","(134, 76, 74, 143, 172, 102, 67, 128)"
2,5,"(3, 5, 2, 7, 6)","(13, 17, 9, 4, 11)","(85, 77, 134, 116, 197)"
2,6,"(1, 2, 9, 7, 4)","(17, 14, 9, 18, 16)","(150, 25, 89, 73, 119)"
2,7,"(7, 3)","(3, 3)","(120, 108)"
2,8,"(9, 7, 6, 4, 3, 8)","(4, 20, 1, 8, 12, 9)","(38, 31, 89, 11, 187, 181)"
2,9,"(7, 4, 6, 0)","(14, 1, 16, 6)","(200, 15, 56, 33)"
3,0,"(7, 1, 5, 8, 2, 9, 4, 3)","(16, 11, 20, 5, 8, 6, 3, 6)","(56, 68, 140, 24, 68, 50, 152, 166)"
