kind,task,machine_selectable,process_time,power
0,0,"(4, 6, 8, 7, 3, 1, 2)","(6, 9, 18, 9, 9, 10, 16)","(135, 171, 179, 22, 16, 63, 36)"
0,1,"(6, 3, 1, 0, 7, 9, 5)","(5, 5, 19, 20, 19, 12, 19)","(197, 24, 87, 11, 34, 108, 95)"
0,2,"(9, 7, 3, 8, 1, 0, 6, 2)","(12, 12, 3, 20, 6, 5, 4, 7)","(159, 156, 36, 88, 169, 114, 133, 139)"
0,3,"(5, 0, 6, 2)","(1, 17, 14, 17)","(137, 91, 185, 16)"
0,4,"(5,)","(10,)","(80,)"
1,0,"(8, 9, 3, 4, 7, 0)","(4, 13, 14, 3, 4, 11)","(165, 80, 32, 121, 131, 106)"
1,1,"(7, 9, 5, 6, 8, 4, 2, 1, 3)","(5, 3, 15, 7, 8, 3, 19, 6, 12)","(190, 176, 109, 58, 139, 92, 32, 157, 192)"
1,2,"(7, 8, 2, 9, 6, 4, 3, 5, 1)","(1, 3, 19, 15, 19, 13, 10, 18, 12)","(164, 71, 89, 96, 109, 77, 99, 31, 73)"
1,3,"(6, 7, 4, 1)","(8, 5, 12, 6)","(178, 133, 132, 22)"
1,4,"(0, 8, 3, 2, 9, 4, 5, 1, 6)","(19, 5, 3, 18, 11, 20, 15, 10, 20)","(27, 166, 22, 75, 75, 140, 68, 83, 120)"
2,0,"(4, 1, 9, 5, 7, 6, 0, 2)","(4, 7, 13, 14, 19, 1, 6, 14)","(76, 188, 57, 73, 184, 170, 157, 45)"
2,1,"(9, 6, 3, 0, 8, 5, 7, 4, 1)","(10, 16, 7, 10, 9, 3, 3, 4, 2)","(138, 56, 197, 37, 97, 101, 76, 162, 187)"
2,2,"(1, 4, 9, 5, 6, 0)","(17, 6, 2, 10, 5, 12)","(64, 195, 55, 111, 62, 153)"
2,3,"(4, 8, 7)","(14, 13, 7)","(150, 84, 79)"
2,4,"(4, 5, 3, 9, 2)","(13, 19, 14, 8, 19)","(95, 144, 52, 33, 45)"
2,5,"(9, 3, 1, 4, 7, 2, 6, 8, 5, 0)","(6, 11, 8, 9, 18, 9, 3, 15, 8, 5)","(86, 39, 155, 16, 179, 165, 195, 71, 161, 130)"
2,6,"(7, 5, 2, 8)","(5, 11, 16, 11)","(119, 182, 147, 122)"
2,7,"(9, 6, 8, 7)","(8, 8, 2, 11)","(41, 157, 192, 48)"
2,8,"(2, 9, 3, 0, 1, 7)","(19, 2, 11, 6, 3, 19)","(155, 89, 93, 86, 144, 139)"
3,0,"(9, 0, 2, 7, 1, 4, 5)","(1, 19, 3, 15, 6, 8, 10)","(97, 169, 200, 11, 38, 79, 148)"
3,1,"(2, 6, 7, 3, 5, 8)","(1, 13, 16, 8, 9, 2)","(41, 104, 169, 92, 52, 93)"
3,2,"(1, 3, 0, 4, 5, 9, 8, 2, 6)","(4, 14, 14, 8, 2, 3, 16, 10, 20)","(181, 139, 125, 105, 149, 129, 38, 162, 112)"
3,3,"(2, 7)","(16, 19)","(11, 174)"
3,4,"(1, 7, 8, 9, 0, 2, 4, 3, 5)","(9, 17, 1, 14, 16, 7, 11, 3, 14)","(174, 39, 46, 40, 100, 26, 181, 72, 70)"
3,5,"(2, 7, 5, 3, 1)","(13, 4, 14, 2, 15)","(15, 107, 112, 58, 125)"
3,6,"(5, 6, 1, 7, 2, 0, 9, 4)","(2, 12, 1, 15, 17, 17, 17, 19)","(163, 117, 97, 38, 12, 73, 112, 142)"
3,7,"(4, 9, 6, 3, 7)","(1, 1, 18, 9, 17)","(113, 47, 166, 83, 44)"
3,8,"(5, 0, 8, 9, 7, 3)","(17, 17, 15, 20, 17, 18)","(69, 35, 30, 102, 162, 136)"
4,0,"(2, 6, 9, 3, 4)","(12, 18, 14, 7, 15)","(182, 106, 181, 12, 176)"
4,1,"(0, 4, 2, 7, 1, 8)","(5, 16, 16, 4, 3, 5)","(190, 119, 55, 82, 121, 186)"
4,2,"(9, 7)","(4, 2)","(175, 154)"
4,3,"(7, 6, 3, 0, 5, 2, 4, 9)","(1, 16, 11, 14, 20, 1, 5, 13)","(171, 152, 18, 25, 59, 41, 104, 98)"
4,4,"(8, 3)","(9, 14)","(77, 106)"
4,5,"(1,)","(10,)","(130,)"
4,6,"(0,)","(18,)","(11,)"
5,0,"(1, 7, 9, 0, 2, 8, 6, 5)","(4, 7, 13, 19, 20, 12, 8, 15)","(38, 200, 42, 95, 29, 83, 112, 52)"
5,1,"(9, 5, 8, 7, 4, 0, 2, 1, 3, 6)","(12, 3, 12, 12, 12, 10, 11, 9, 5, 6)","(190, 122, 182, 37, 72, 99, 189, 155, 80, 68)"
5,2,"(2,)","(13,)","(134,)"
5,3,"(6, 4, 3, 2, 7, 5, 0, 1)","(8, 8, 12, 8, 3, 16, 2, 3)","(114, 123, 143, 105, 105, 145, 55, 125)"
5,4,"(8, 2, 9, 7, 1)","(7, 7, 8, 10, 20)","(127, 141, 91, 46, 101)"
5,5,"(0, 4, 6, 7)","(8, 16, 20, 2)","(38, 69, 15, 100)"
5,6,"(3, 2, 7, 4, 8, 9, 5, 6)","(1, 5, 14, 2, 12, 12, 12, 17)","(147, 32, 114, 102, 97, 103, 162, 99)"
5,7,"(8, 3, 5, 1, 2, 0, 6)","(11, 4, 4, 3, 13, 20, 8)","(83, 148, 197, 100, 73, 196, 81)"
5,8,"(8, 1, 0, 4, 6, 3, 7, 9, 2)","(19, 13, 5, 10, 15, 2, 3, 20, 9)","(67, 37, 47, 83, 52, 108, 143, 13, 167)"
5,9,"(3, 2, 9, 8, 5, 0, 4, 6, 7)","(5, 1, 6, 12, 9, 2, 1, 2, 15)","(78, 44, 14, 123, 61, 110, 144, 37, 130)"
6,0,"(4, 0, 7, 9)","(8, 14, 12, 6)","(14, 198, 136, 98)"
6,1,"(3, 9, 1, 8, 7, 5, 4, 0, 6, 2)","(7, 16, 6, 13, 8, 5, 6, 5, 7, 14)","(162, 104, 18, 189, 31, 46, 51, 98, 54, 11)"
6,2,"(6, 7, 5, 4, 8, 1, 0, 3)","(14, 12, 13, 1, 6, 6, 17, 9)","(171, 27, 66, 100, 18, 47, 177, 81)"
6,3,"(4, 7, 2, 8, 0, 5, 1, 9, 6)","(5, 8, 1, 5, 17, 10, 7, 16, 19)","(163, 52, 140, 199, 33, 135, 104, 57, 115)"
6,4,"(4, 9, 6, 5, 7, 0, 8, 3, 2)","(17, 9, 7, 11, 15, 6, 7, 15, 5)","(197, 104, 79, 196, 185, 177, 64, 16, 96)"
6,5,"(2, 6, 8, 9, 4, 0)","(14, 8, 17, 14, 19, 2)","(61, 125, 112, 146, 118, 30)"
7,0,"(0, 8, 1, 6, 7, 2, 5)","(6, 8, 16, 15, 6, 14, 7)","(76, 82, 122, 23, 189, 25, 189)"
7,1,"(6, 7, 4, 9, 5, 3, 1, 8, 2, 0)","(8, 14, 16, 13, 20, 14, 1, 20, 18, 2)","(140, 99, 157, 183, 53, 35, 40, 74, 93, 64)"
7,2,"(8, 7, 3, 2)","(18, 6, 6, 12)","(200, 159, 89, 164)"
7,3,"(7, 5, 0, 1, 4, 6, 8, 2)","(7, 16, 15, 12, 12, 1, 1, 18)","(186, 99, 56, 182, 104, 79, 164, 62)"
7,4,"(2, 3, 4, 7, 8)","(20, 3, 17, 5, 13)","(14, 194, 126, 82, 86)"
7,5,"(4, 0, 7, 6, 3, 9)","(18, 9, 9, 14, 5, 10)","(78, 106, 64, 114, 77, 54)"
