machine,idle_power,breakdown_start,breakdown_end
0,6,84,84
0,6,173,187
0,6,228,228
0,6,424,427
0,6,462,478
0,6,546,563
0,6,572,584
0,6,670,679
0,6,1073,1081
0,6,1377,1380
0,6,1611,1615
0,6,1766,1769
0,6,2175,2185
0,6,2231,2236
0,6,2371,2372
0,6,2458,2459
0,6,2475,2487
0,6,2650,2653
0,6,2660,2728
0,6,2918,2928
0,6,3089,3106
0,6,3141,3156
0,6,3222,3238
0,6,3250,3252
0,6,3267,3268
0,6,3334,3340
0,6,3504,3506
0,6,4066,4070
0,6,4292,4301
0,6,4416,4423
0,6,4678,4683
0,6,4710,4713
0,6,4754,4756
0,6,4810,4814
0,6,4982,4988
1,2,68,100
1,2,324,324
1,2,466,472
1,2,744,756
1,2,791,794
1,2,1057,1089
1,2,1862,1869
1,2,1956,1981
1,2,2137,2152
1,2,2632,2643
1,2,3399,3401
1,2,3507,3525
1,2,3717,3723
1,2,3932,3943
1,2,3997,4001
1,2,4016,4019
1,2,4076,4086
1,2,4251,4277
1,2,4390,4397
1,2,4400,4419
1,2,4575,4578
1,2,4705,4711
1,2,4882,4883
2,6,284,337
2,6,614,623
2,6,678,714
2,6,990,991
2,6,1393,1393
2,6,1409,1409
2,6,1587,1598
2,6,2062,2071
2,6,2220,2221
2,6,2227,2229
2,6,2682,2691
2,6,2739,2745
2,6,2973,2976
2,6,3330,3374
2,6,3401,3407
2,6,3766,3769
2,6,3902,3908
2,6,4014,4015
2,6,4215,4216
2,6,4272,4274
2,6,4362,4366
2,6,4489,4495
2,6,4806,4806
2,6,4943,4945
3,6,64,65
3,6,87,104
3,6,140,174
3,6,279,282
3,6,537,539
3,6,1394,1414
3,6,1925,1935
3,6,1974,1982
3,6,2142,2146
3,6,2196,2214
3,6,2214,2217
3,6,2382,2383
3,6,2562,2568
3,6,2918,2927
3,6,3366,3366
3,6,3375,3381
3,6,3383,3389
3,6,3728,3728
3,6,3958,3988
3,6,4688,4714
4,8,1521,1539
4,8,1858,1894
4,8,1955,1959
4,8,2424,2429
4,8,2435,2435
4,8,2448,2452
4,8,2470,2489
4,8,2697,2699
4,8,2781,2798
4,8,2940,2946
4,8,2951,2951
4,8,2998,3001
4,8,3015,3026
4,8,3069,3069
4,8,3145,3174
4,8,3287,3297
4,8,3377,3383
4,8,3411,3413
4,8,3875,3875
4,8,3926,3930
4,8,3961,3964
4,8,4178,4190
4,8,4329,4341
4,8,4412,4427
5,1,392,399
5,1,465,468
5,1,877,881
5,1,1189,1193
5,1,1198,1204
5,1,1230,1231
5,1,1301,1304
5,1,1567,1584
5,1,1655,1672
5,1,2129,2139
5,1,2239,2266
5,1,2558,2563
5,1,2563,2575
5,1,2899,2913
5,1,3111,3117
5,1,3232,3234
5,1,3261,3261
5,1,3289,3299
5,1,3626,3626
5,1,3653,3657
5,1,4003,4010
5,1,4821,4824
5,1,4897,4897
6,1,364,387
6,1,754,758
6,1,978,989
6,1,1105,1113
6,1,1673,1677
6,1,1797,1845
6,1,1975,2049
6,1,2337,2339
6,1,2713,2724
6,1,3212,3218
6,1,3355,3381
6,1,3466,3482
6,1,3560,3587
6,1,3589,3593
6,1,3914,3916
6,1,3918,3935
6,1,4928,4930
7,9,175,183
7,9,689,700
7,9,776,782
7,9,835,837
7,9,1259,1266
7,9,1322,1338
7,9,1352,1362
7,9,1703,1715
7,9,1736,1747
7,9,1794,1803
7,9,1840,1841
7,9,1968,1972
7,9,2437,2450
7,9,2523,2527
7,9,2708,2722
7,9,3000,3029
7,9,3277,3292
7,9,3657,3658
7,9,3904,3914
7,9,3957,3959
7,9,4090,4107
7,9,4129,4134
7,9,4390,4393
7,9,4476,4503
7,9,4553,4557
7,9,4653,4662
8,9,257,264
8,9,595,609
8,9,658,660
8,9,710,712
8,9,955,957
8,9,987,999
8,9,1247,1259
8,9,1595,1599
8,9,1748,1751
8,9,2173,2185
8,9,2286,2291
8,9,2331,2346
8,9,3207,3239
8,9,3421,3438
8,9,3451,3481
8,9,3761,3775
8,9,3854,3862
8,9,4015,4026
8,9,4058,4058
8,9,4286,4289
8,9,4538,4542
8,9,4776,4817
8,9,4875,4879
9,6,46,46
9,6,375,380
9,6,704,714
9,6,867,882
9,6,1698,1699
9,6,1716,1717
9,6,1904,1910
9,6,1942,1949
9,6,1986,1992
9,6,2061,2065
9,6,2292,2302
9,6,2362,2364
9,6,2413,2423
9,6,2581,2591
9,6,2599,2638
9,6,2658,2693
9,6,2755,2763
9,6,2831,2837
9,6,3210,3243
9,6,3661,3682
9,6,3894,3897
9,6,4108,4108
9,6,4248,4256
9,6,4706,4706
9,6,4905,4914
9,6,4918,4919
