kind,task,machine_selectable,process_time,power
0,0,"(8, 16, 3, 4, 12, 10, 1, 6, 13, 15, 14, 9, 0, 17)","(17, 4, 4, 20, 20, 16, 3, 13, 9, 14, 8, 6, 18, 4)","(108, 21, 144, 109, 176, 160, 171, 113, 114, 39, 150, 173, 122, 169)"
0,1,"(14, 0, 9, 10, 11, 5, 8, 7, 1, 16, 17, 4, 15, 12, 19, 3, 2, 18, 6)","(6, 13, 3, 9, 3, 2, 1, 15, 6, 16, 18, 1, 15, 8, 12, 10, 4, 13, 11)","(194, 114, 191, 17, 98, 108, 136, 117, 40, 73, 90, 109, 188, 165, 75, 35, 101, 136, 82)"
0,2,"(16, 15, 1, 9, 13, 19, 4, 14)","(5, 14, 13, 4, 16, 1, 11, 4)","(61, 32, 116, 174, 166, 109, 42, 168)"
0,3,"(15, 8, 11, 12, 0, 18, 9, 5, 17, 4)","(17, 11, 2, 11, 20, 13, 14, 9, 1, 17)","(189, 68, 48, 174, 55, 193, 122, 35, 171, 107)"
0,4,"(6, 5, 12, 15, 14, 7, 8, 9, 0, 2, 1, 4, 10, 17, 18, 3, 13)","(16, 3, 6, 3, 13, 10, 20, 6, 8, 3, 8, 7, 10, 5, 6, 14, 14)","(102, 172, 183, 118, 123, 64, 167, 37, 101, 199, 21, 63, 30, 148, 129, 193, 32)"
0,5,"(5, 0, 17, 2, 10, 11, 3)","(1, 12, 1, 2, 17, 15, 19)","(96, 185, 91, 42, 92, 147, 48)"
1,0,"(4, 17, 9, 10, 16, 13, 18, 2, 0, 8, 5, 19, 15, 14, 11, 6, 1)","(13, 10, 2, 15, 11, 7, 17, 12, 3, 5, 4, 7, 18, 16, 20, 11, 12)","(82, 104, 157, 27, 95, 66, 192, 145, 40, 191, 117, 49, 163, 130, 138, 171, 141)"
1,1,"(16, 18, 11, 0, 2, 9, 6, 17, 19, 4, 15, 8, 12, 3, 14, 10, 5, 1)","(20, 3, 13, 16, 11, 3, 20, 20, 7, 9, 18, 6, 7, 7, 7, 20, 1, 6)","(154, 199, 156, 159, 71, 23, 195, 166, 50, 30, 176, 157, 160, 78, 54, 78, 38, 184)"
1,2,"(6, 16, 5)","(14, 13, 13)","(123, 97, 160)"
1,3,"(18, 9, 4, 11, 15, 7, 0, 2, 19, 5, 1, 8, 16, 13, 10, 17, 12, 14)","(13, 19, 17, 1, 16, 1, 17, 10, 1, 9, 12, 17, 2, 17, 2, 2, 11, 5)","(72, 68, 30, 109, 95, 83, 130, 168, 17, 51, 187, 13, 51, 169, 69, 117, 25, 38)"
1,4,"(0, 12, 15, 19, 6, 10, 3, 17, 9, 11, 14, 18, 2, 7, 8)","(19, 16, 9, 11, 20, 9, 8, 5, 18, 1, 20, 19, 16, 7, 9)","(23, 179, 107, 186, 14, 95, 37, 32, 120, 89, 175, 155, 160, 122, 112)"
1,5,"(15, 5, 1, 14, 10, 9, 2, 0, 13, 6, 11)","(20, 3, 16, 10, 9, 6, 15, 20, 10, 8, 8)","(178, 49, 183, 62, 72, 127, 64, 40, 81, 171, 191)"
1,6,"(15, 10, 5, 9, 7, 12, 6, 2)","(10, 4, 9, 3, 19, 7, 14, 18)","(190, 63, 21, 153, 181, 87, 186, 121)"
2,0,"(2, 16, 13)","(16, 18, 20)","(121, 98, 171)"
2,1,"(5, 3, 1, 12, 17, 15, 10, 2, 4, 19, 14, 16)","(12, 19, 11, 14, 4, 1, 6, 12, 19, 18, 2, 17)","(114, 154, 104, 28, 173, 102, 139, 158, 158, 42, 27, 166)"
2,2,"(0, 3, 10, 19, 7, 2, 17, 12, 13, 5, 4)","(9, 10, 2, 6, 19, 14, 10, 17, 9, 6, 16)","(166, 73, 101, 65, 157, 123, 82, 140, 191, 150, 22)"
2,3,"(18, 12, 4, 11, 6, 13, 10, 8, 9, 15)","(4, 2, 10, 6, 16, 12, 4, 19, 10, 18)","(68, 47, 60, 12, 29, 26, 181, 189, 26, 158)"
2,4,"(19, 17, 14, 15, 4, 6, 2, 13, 10, 11, 8, 18, 16, 5)","(17, 4, 7, 3, 19, 18, 11, 18, 4, 9, 4, 2, 4, 6)","(40, 41, 138, 198, 31, 138, 133, 37, 173, 69, 162, 147, 43, 76)"
2,5,"(18, 7, 2, 12, 17, 5, 10, 13, 0, 16)","(9, 2, 8, 11, 3, 15, 4, 16, 6, 4)","(108, 156, 46, 47, 181, 30, 77, 95, 150, 136)"
2,6,"(14, 11, 3, 16, 18, 15, 6, 13, 2, 9, 7, 5, 4, 19)","(15, 4, 18, 4, 11, 3, 6, 11, 18, 20, 2, 11, 11, 13)","(56, 85, 166, 166, 115, 79, 97, 94, 157, 92, 192, 119, 33, 24)"
2,7,"(6, 7, 14, 15, 9, 17, 16, 12, 2)","(13, 12, 2, 19, 14, 10, 9, 2, 8)","(53, 153, 192, 119, 29, 122, 39, 107, 113)"
3,0,"(9, 17, 2, 6, 8, 11, 0, 13, 1, 18, 19, 7, 5, 3, 12, 16, 4, 10)","(9, 19, 17, 1, 5, 6, 14, 12, 12, 16, 14, 12, 8, 19, 11, 3, 20, 5)","(112, 164, 194, 104, 53, 164, 107, 74, 183, 35, 14, 95, 30, 141, 172, 131, 146, 116)"
3,1,"(12, 2, 14, 13, 4, 3, 0, 6, 8, 1)","(7, 18, 18, 12, 7, 18, 12, 1, 15, 8)","(145, 11, 106, 199, 198, 21, 167, 27, 155, 136)"
3,2,"(10, 5, 13, 19, 4, 16, 14, 2, 0, 11, 7, 18, 12, 9, 15, 17, 8, 3, 6)","(13, 5, 19, 11, 9, 20, 9, 2, 2, 14, 7, 8, 6, 14, 8, 18, 11, 5, 18)","(63, 169, 174, 158, 145, 101, 133, 49, 95, 120, 20, 156, 194, 29, 119, 10, 47, 112, 12)"
3,3,"(9, 17, 18, 19, 14, 12, 16, 4, 0, 3, 10, 5, 11, 15, 6, 7, 1, 2)","(10, 14, 14, 3, 11, 6, 12, 13, 17, 19, 18, 14, 4, 4, 4, 3, 9, 15)","(25, 19, 34, 69, 128, 159, 186, 72, 169, 75, 137, 80, 109, 59, 177, 116, 53, 30)"
3,4,"(14, 4, 19, 1, 6, 17, 18, 12, 5, 10, 2, 15, 7, 13, 11)","(10, 10, 7, 10, 6, 12, 11, 1, 10, 15, 12, 8, 2, 4, 7)","(29, 130, 81, 38, 68, 78, 110, 96, 37, 97, 198, 173, 179, 28, 157)"
3,5,"(3, 18, 10, 15, 14, 0, 7)","(17, 7, 6, 7, 20, 13, 7)","(94, 100, 72, 114, 107, 167, 90)"
3,6,"(16, 1)","(16, 7)","(55, 168)"
4,0,"(11, 18, 1, 4, 5, 8, 16, 9, 17, 6, 0, 19, 2, 3, 13, 7)","(13, 10, 20, 18, 6, 13, 20, 11, 16, 2, 1, 15, 8, 19, 1, 16)","(181, 118, 182, 80, 10, 192, 69, 167, 61, 56, 185, 11, 82, 69, 23, 188)"
4,1,"(2, 4, 3, 13, 8, 5, 10, 18, 7, 6, 0, 1, 12)","(20, 7, 14, 19, 3, 2, 19, 9, 10, 13, 1, 4, 10)","(120, 76, 162, 190, 97, 41, 128, 68, 14, 17, 129, 151, 135)"
4,2,"(19, 1, 13, 14, 6, 17)","(18, 19, 7, 13, 18, 18)","(194, 57, 182, 117, 118, 134)"
4,3,"(10, 4, 9, 16, 2, 1, 11, 14, 3, 13, 0, 17, 19)","(19, 14, 6, 11, 16, 3, 16, 18, 7, 13, 19, 4, 10)","(31, 90, 35, 188, 44, 177, 32, 131, 139, 107, 135, 132, 132)"
4,4,"(19,)","(4,)","(185,)"
4,5,"(6, 12, 18, 7)","(12, 9, 15, 6)","(104, 128, 157, 116)"
4,6,"(10, 1, 5, 14, 9, 11, 16, 2, 19, 17, 3, 12, 0)","(11, 12, 1, 5, 19, 15, 8, 11, 9, 8, 11, 10, 5)","(110, 144, 24, 59, 106, 124, 107, 16, 43, 63, 107, 29, 107)"
4,7,"(5, 7, 13, 17, 14, 3, 8)","(1, 4, 17, 15, 8, 10, 16)","(182, 82, 118, 46, 138, 199, 123)"
4,8,"(10, 18, 0, 3, 4, 8)","(16, 19, 8, 18, 3, 1)","(99, 159, 74, 135, 49, 51)"
5,0,"(3, 14, 8, 7, 15, 4, 18, 2, 12, 16, 19, 13, 9, 17, 6)","(2, 12, 18, 6, 17, 4, 8, 20, 6, 7, 20, 7, 9, 9, 7)","(122, 11, 106, 21, 31, 82, 12, 17, 14, 88, 73, 196, 141, 68, 67)"
5,1,"(18, 5, 4, 16, 19, 12, 15, 2, 3, 11, 7, 10, 1, 8, 6, 14, 17, 13, 0)","(6, 20, 5, 12, 12, 18, 12, 13, 11, 18, 1, 14, 10, 20, 11, 17, 9, 7, 15)","(59, 143, 146, 112, 28, 131, 46, 161, 145, 127, 137, 135, 109, 50, 119, 79, 15, 147, 187)"
5,2,"(16, 6, 15, 4, 19, 11, 0, 2, 1)","(20, 4, 14, 13, 12, 3, 13, 4, 6)","(177, 16, 66, 74, 15, 41, 101, 93, 127)"
5,3,"(1, 3, 17, 2, 4, 7, 5)","(17, 20, 7, 4, 8, 12, 7)","(39, 82, 175, 14, 82, 21, 98)"
5,4,"(6, 17, 1, 13, 8, 15, 7, 14, 3, 19, 10, 2, 0, 11, 12)","(1, 15, 15, 9, 2, 19, 14, 1, 19, 7, 14, 7, 16, 17, 18)","(166, 143, 122, 68, 80, 132, 27, 104, 60, 198, 144, 57, 19, 18, 100)"
5,5,"(5, 19, 0, 14, 18, 8, 4, 13, 12, 2, 9, 7, 11, 16, 15, 1, 17, 10, 6, 3)","(9, 15, 12, 4, 18, 14, 18, 6, 2, 14, 6, 15, 20, 2, 19, 12, 15, 4, 16, 2)","(162, 95, 49, 170, 48, 47, 181, 61, 142, 145, 34, 27, 68, 43, 129, 128, 188, 163, 77, 137)"
6,0,"(5, 19, 14, 10, 0, 1)","(3, 12, 6, 3, 7, 11)","(19, 34, 91, 168, 11, 71)"
6,1,"(1, 8, 17, 0, 14, 5, 11, 4, 9, 18, 15, 2, 12, 16, 19, 6)","(19, 4, 11, 7, 15, 6, 16, 4, 17, 9, 8, 14, 11, 6, 14, 12)","(86, 55, 106, 87, 43, 163, 95, 143, 177, 161, 44, 103, 105, 131, 114, 21)"
6,2,"(7, 6, 2, 19, 0, 1, 11, 3, 13, 5, 16, 9, 12, 14, 10, 4, 18, 15, 17, 8)","(13, 14, 9, 8, 6, 13, 5, 16, 14, 3, 4, 8, 20, 19, 6, 16, 1, 18, 9, 3)","(17, 21, 113, 154, 83, 92, 174, 193, 165, 124, 77, 44, 167, 180, 187, 120, 179, 85, 22, 154)"
