machine,idle_power,breakdown_start,breakdown_end
0,7,638,639
0,7,674,680
0,7,911,911
0,7,1081,1083
0,7,1908,1912
0,7,2090,2095
0,7,2189,2206
0,7,2261,2261
0,7,2263,2271
0,7,2540,2562
0,7,2678,2689
0,7,3228,3231
0,7,3573,3585
0,7,3731,3745
0,7,3834,3845
0,7,3979,3983
0,7,4177,4200
0,7,4218,4225
0,7,4229,4239
1,7,628,635
1,7,772,778
1,7,857,857
1,7,986,1013
1,7,1031,1038
1,7,1053,1069
1,7,1092,1104
1,7,1106,1124
1,7,1581,1592
1,7,1670,1671
1,7,1816,1820
1,7,2219,2219
1,7,2426,2454
1,7,2458,2484
1,7,2776,2803
1,7,2904,2909
1,7,2988,2990
1,7,2996,3004
1,7,3404,3404
1,7,3422,3427
1,7,3562,3621
1,7,3652,3654
1,7,3849,3850
1,7,3902,3903
1,7,4111,4123
1,7,4275,4286
1,7,4313,4317
1,7,4321,4327
1,7,4337,4339
1,7,4455,4460
1,7,4478,4482
1,7,4566,4586
1,7,4753,4765
1,7,4926,4936
2,5,6,18
2,5,44,46
2,5,308,309
2,5,601,616
2,5,831,833
2,5,1363,1366
2,5,1583,1587
2,5,1753,1754
2,5,2003,2004
2,5,2127,2128
2,5,2407,2408
2,5,2476,2495
2,5,2638,2642
2,5,2685,2697
2,5,2705,2708
2,5,2788,2794
2,5,2799,2820
2,5,2936,2939
2,5,3118,3119
2,5,3218,3221
2,5,3272,3274
2,5,3388,3404
2,5,3734,3738
2,5,3908,3926
2,5,4073,4105
2,5,4112,4121
2,5,4237,4243
2,5,4526,4557
2,5,4646,4670
3,8,30,35
3,8,316,332
3,8,364,368
3,8,1402,1448
3,8,1484,1487
3,8,1753,1764
3,8,1949,1957
3,8,1963,1987
3,8,2049,2062
3,8,2562,2572
3,8,2627,2629
3,8,2675,2682
3,8,2880,2906
3,8,2993,3003
3,8,3240,3250
3,8,3276,3297
3,8,3373,3373
3,8,3806,3812
3,8,3984,4008
3,8,4109,4128
3,8,4169,4180
3,8,4335,4374
3,8,4529,4546
3,8,4601,4606
3,8,4717,4735
3,8,4924,4930
4,9,277,283
4,9,642,644
4,9,699,701
4,9,1062,1066
4,9,1340,1345
4,9,1420,1425
4,9,1796,1811
4,9,1864,1866
4,9,1964,1995
4,9,2071,2074
4,9,2141,2149
4,9,2468,2499
4,9,2557,2557
4,9,2744,2759
4,9,2764,2792
4,9,3015,3016
4,9,3085,3094
4,9,3132,3135
4,9,3255,3261
4,9,3281,3281
4,9,3363,3367
4,9,3654,3683
4,9,3779,3804
4,9,4049,4058
4,9,4058,4058
4,9,4589,4591
4,9,4680,4705
4,9,4911,4911
4,9,4921,4922
4,9,4965,4987
5,4,28,53
5,4,97,107
5,4,119,121
5,4,293,295
5,4,449,464
5,4,537,538
5,4,563,574
5,4,797,797
5,4,983,986
5,4,1058,1061
5,4,1327,1339
5,4,1473,1475
5,4,1583,1586
5,4,1898,1902
5,4,3210,3210
5,4,3381,3403
5,4,3412,3429
5,4,3450,3465
5,4,4098,4124
5,4,4376,4382
5,4,4541,4561
5,4,4882,4885
6,2,236,236
6,2,294,320
6,2,387,390
6,2,604,618
6,2,973,990
6,2,1061,1067
6,2,1272,1276
6,2,1290,1323
6,2,1608,1621
6,2,1760,1765
6,2,1789,1790
6,2,2085,2092
6,2,2221,2250
6,2,2607,2612
6,2,3232,3232
6,2,3434,3446
6,2,4050,4052
6,2,4087,4100
6,2,4196,4198
6,2,4677,4681
6,2,4754,4758
7,5,572,576
7,5,747,751
7,5,954,974
7,5,1122,1130
7,5,1148,1165
7,5,1359,1366
7,5,1467,1472
7,5,1656,1663
7,5,1832,1837
7,5,1862,1873
7,5,2056,2062
7,5,2191,2192
7,5,2456,2458
7,5,2541,2541
7,5,3441,3466
7,5,3501,3501
7,5,3798,3798
7,5,4435,4438
7,5,4691,4695
7,5,4763,4780
8,8,317,328
8,8,449,455
8,8,737,749
8,8,863,868
8,8,1008,1009
8,8,1158,1172
8,8,1286,1300
8,8,1325,1326
8,8,1454,1474
