kind,task,machine_selectable,process_time,power
0,0,"(5, 6, 9, 8, 3, 14, 7, 4, 10, 12, 0, 2)","(16, 2, 13, 12, 12, 4, 14, 6, 1, 9, 11, 9)","(134, 75, 173, 86, 87, 54, 85, 196, 56, 187, 126, 173)"
0,1,"(8, 10, 1, 13, 9, 12, 7, 2, 14, 6, 4, 0)","(8, 9, 4, 15, 7, 12, 3, 14, 7, 15, 19, 20)","(14, 52, 128, 189, 190, 166, 117, 86, 48, 167, 91, 61)"
0,2,"(12, 11, 3, 1, 9, 10, 14, 8, 6)","(8, 4, 8, 16, 12, 3, 7, 4, 4)","(138, 155, 132, 147, 27, 81, 176, 185, 73)"
0,3,"(11, 6, 10, 12, 1)","(15, 18, 2, 3, 7)","(115, 84, 133, 62, 139)"
0,4,"(12, 13, 0, 8, 10, 4, 1, 6)","(9, 15, 20, 17, 17, 1, 1, 1)","(153, 163, 115, 56, 54, 97, 130, 92)"
0,5,"(5, 2, 8)","(5, 11, 8)","(125, 142, 33)"
0,6,"(10, 8)","(12, 6)","(40, 18)"
0,7,"(11,)","(3,)","(111,)"
0,8,"(9, 4, 0, 13, 3, 11, 2, 14, 10, 8)","(16, 14, 16, 10, 4, 7, 18, 17, 12, 4)","(190, 183, 59, 34, 123, 49, 73, 22, 125, 196)"
0,9,"(5, 13, 4, 7, 14, 9, 2, 11, 10, 6, 1, 8)","(6, 20, 20, 4, 3, 11, 3, 11, 18, 1, 1, 13)","(52, 116, 177, 191, 196, 50, 74, 151, 24, 83, 92, 199)"
1,0,"(12, 9)","(2, 7)","(161, 42)"
1,1,"(3, 0, 9, 1, 7, 13, 2, 11, 5, 14, 6)","(15, 13, 2, 13, 20, 16, 1, 18, 15, 17, 10)","(148, 38, 129, 94, 114, 195, 183, 34, 57, 51, 167)"
1,2,"(0, 10, 2, 6, 14, 9, 13, 1, 11, 4)","(12, 12, 7, 10, 20, 20, 18, 16, 14, 10)","(61, 70, 171, 164, 129, 49, 126, 58, 77, 197)"
1,3,"(12, 14, 5, 9, 10, 11, 0, 1, 13, 2, 6, 3, 4, 8)","(14, 10, 14, 3, 4, 5, 15, 5, 20, 10, 17, 14, 2, 15)","(40, 19, 149, 199, 52, 81, 44, 62, 94, 146, 14, 66, 185, 112)"
1,4,"(10, 8, 11, 6)","(9, 3, 17, 2)","(104, 80, 80, 36)"
1,5,"(3,)","(18,)","(142,)"
1,6,"(0, 13, 2, 8, 5, 12, 1, 6, 10, 14, 3, 11)","(2, 8, 19, 5, 9, 12, 2, 2, 10, 13, 4, 20)","(28, 180, 163, 121, 12, 66, 28, 187, 80, 114, 148, 122)"
1,7,"(1, 9, 2, 11, 7, 12)","(20, 13, 19, 15, 16, 9)","(179, 159, 95, 51, 117, 185)"
1,8,"(7, 0, 4, 3, 9, 1, 11, 8, 10)","(6, 15, 13, 1, 11, 12, 10, 11, 17)","(125, 101, 146, 162, 67, 170, 66, 78, 133)"
2,0,"(3,)","(1,)","(195,)"
2,1,"(2, 7, 12, 4, 13, 9, 14, 5, 11, 6, 10, 3, 8)","(18, 5, 7, 2, 7, 19, 11, 20, 6, 11, 4, 11, 4)","(39, 90, 71, 14, 65, 151, 69, 132, 139, 34, 22, 186, 115)"
2,2,"(4, 11, 0, 3, 12, 13, 1, 6, 8, 7, 10)","(14, 20, 6, 4, 16, 3, 2, 17, 19, 13, 5)","(128, 96, 176, 197, 75, 117, 78, 93, 25, 119, 21)"
2,3,"(5, 11, 13)","(16, 2, 14)","(68, 14, 116)"
2,4,"(13, 3, 7, 4, 5, 6, 0, 14, 9)","(19, 4, 7, 12, 15, 6, 9, 8, 7)","(167, 46, 121, 189, 121, 184, 111, 62, 171)"
2,5,"(9,)","(4,)","(141,)"
2,6,"(9, 0, 10, 6)","(13, 3, 3, 16)","(93, 142, 89, 154)"
2,7,"(8, 2, 1)","(10, 1, 17)","(119, 76, 120)"
2,8,"(11, 2, 10, 4, 1, 14, 8, 13, 0, 9, 7, 6, 12, 3)","(16, 3, 15, 15, 5, 17, 7, 6, 3, 5, 9, 15, 16, 1)","(79, 16, 181, 46, 114, 18, 161, 80, 82, 48, 137, 161, 93, 54)"
