machine,idle_power,breakdown_start,breakdown_end
0,6,3,5
0,6,137,144
0,6,388,401
0,6,610,628
0,6,848,860
0,6,894,894
0,6,1030,1037
0,6,1075,1078
0,6,1138,1144
0,6,1350,1388
0,6,1414,1417
0,6,1542,1556
0,6,1805,1805
0,6,1896,1907
0,6,2011,2011
0,6,2156,2164
0,6,2251,2254
0,6,2537,2539
0,6,2616,2626
0,6,2937,2950
0,6,3205,3211
0,6,3405,3405
0,6,3414,3449
0,6,3465,3467
0,6,3490,3491
0,6,3546,3553
0,6,3623,3627
0,6,3665,3665
0,6,3803,3807
0,6,3842,3843
0,6,3898,3920
0,6,4065,4106
0,6,4382,4390
0,6,4426,4427
0,6,4468,4495
0,6,4663,4674
0,6,4680,4686
0,6,4881,4897
1,6,36,56
1,6,235,244
1,6,331,339
1,6,578,582
1,6,629,650
1,6,782,784
1,6,835,837
1,6,926,926
1,6,1096,1107
1,6,1407,1418
1,6,1545,1559
1,6,1604,1608
1,6,1775,1783
1,6,1834,1835
1,6,1906,1906
1,6,1924,1924
1,6,2595,2597
1,6,2961,2964
1,6,2966,2967
1,6,3086,3086
1,6,3184,3196
1,6,3347,3357
1,6,3428,3438
1,6,3457,3464
1,6,3768,3781
1,6,4096,4114
1,6,4173,4182
1,6,4332,4343
1,6,4466,4479
1,6,4514,4515
1,6,4714,4726
1,6,4831,4841
1,6,4948,4949
2,4,6,6
2,4,367,373
2,4,426,434
2,4,704,706
2,4,1190,1195
2,4,1486,1498
2,4,1543,1550
2,4,1584,1585
2,4,1716,1743
2,4,2006,2009
2,4,2264,2274
2,4,2462,2475
2,4,2605,2626
2,4,2666,2676
2,4,2821,2823
2,4,3038,3046
2,4,3091,3093
2,4,3138,3138
2,4,4041,4055
2,4,4458,4471
2,4,4535,4564
2,4,4675,4696
2,4,4712,4717
2,4,4879,4897
2,4,4991,4994
3,3,211,224
3,3,457,460
3,3,981,981
3,3,1026,1053
3,3,1160,1160
3,3,1440,1440
3,3,2139,2143
3,3,3364,3367
3,3,3539,3545
3,3,3639,3651
3,3,3734,3734
3,3,3742,3752
3,3,3999,4000
3,3,4004,4019
3,3,4029,4055
3,3,4125,4130
3,3,4385,4387
3,3,4610,4613
4,6,17,44
4,6,123,125
4,6,216,220
4,6,309,327
4,6,455,495
4,6,509,518
4,6,525,526
4,6,1163,1169
4,6,1232,1234
4,6,1676,1702
4,6,1726,1729
4,6,1734,1747
4,6,1797,1823
4,6,1837,1840
4,6,1967,1971
4,6,2036,2046
4,6,2185,2186
4,6,2677,2682
4,6,2753,2754
4,6,3013,3027
4,6,3369,3378
4,6,3536,3538
4,6,3784,3835
4,6,4292,4295
4,6,4501,4504
4,6,4737,4743
5,7,267,280
5,7,287,288
5,7,323,340
5,7,477,489
5,7,489,503
5,7,635,648
5,7,731,733
5,7,1050,1065
5,7,1080,1081
5,7,1173,1181
5,7,1321,1322
5,7,1421,1422
5,7,1992,1994
5,7,2069,2070
5,7,2121,2130
5,7,2980,2986
5,7,3421,3425
5,7,3429,3432
5,7,3617,3624
5,7,3672,3678
5,7,4143,4151
5,7,4370,4383
5,7,4622,4624
5,7,4624,4639
5,7,4822,4834
5,7,4918,4928
6,9,29,50
6,9,60,70
6,9,273,313
6,9,467,467
6,9,582,587
6,9,844,853
6,9,1136,1142
6,9,1167,1175
6,9,1287,1289
6,9,1490,1497
6,9,1551,1558
6,9,1632,1644
6,9,1649,1670
6,9,1720,1720
6,9,1764,1764
6,9,2149,2151
6,9,2256,2272
6,9,2400,2400
6,9,2607,2614
6,9,2971,2978
6,9,3413,3418
6,9,3539,3548
6,9,3683,3706
6,9,3787,3796
6,9,4098,4105
6,9,4818,4838
6,9,4944,4946
7,1,712,722
7,1,773,779
7,1,1065,1071
7,1,1215,1235
7,1,1604,1618
7,1,1629,1644
7,1,1895,1905
7,1,2638,2663
7,1,3077,3090
7,1,3226,3239
7,1,3243,3248
7,1,3320,3325
7,1,3563,3571
7,1,3668,3674
7,1,3690,3702
7,1,3729,3732
7,1,4224,4224
7,1,4230,4230
7,1,4281,4284
7,1,4302,4302
7,1,4341,4357
7,1,4614,4616
7,1,4878,4901
8,7,16,27
8,7,52,59
8,7,184,222
8,7,567,582
8,7,1163,1163
8,7,1193,1196
8,7,1824,1839
8,7,1842,1844
8,7,1897,1906
8,7,2012,2016
8,7,2024,2047
8,7,2059,2086
8,7,2198,2213
8,7,2459,2473
8,7,2735,2739
8,7,3126,3127
8,7,3269,3278
8,7,3444,3449
8,7,4035,4039
8,7,4099,4105
8,7,4379,4382
8,7,4492,4494
8,7,4636,4662
8,7,4696,4706
9,5,250,255
9,5,302,318
9,5,369,371
9,5,575,577
9,5,1292,1295
9,5,1833,1836
9,5,1843,1854
9,5,1957,1959
9,5,2092,2094
9,5,2256,2261
9,5,2422,2426
9,5,2686,2693
9,5,2720,2751
9,5,2889,2890
9,5,3303,3319
9,5,3501,3503
9,5,3694,3699
9,5,3718,3718
9,5,3806,3808
9,5,3893,3911
9,5,4374,4397
9,5,4561,4563
9,5,4660,4661
9,5,4711,4730
