kind,task,machine_selectable,process_time,power
0,0,"(4, 5, 0, 8, 3)","(15, 17, 13, 16, 17)","(72, 172, 85, 58, 41)"
0,1,"(3, 4, 6, 5, 2, 9, 1, 8)","(15, 6, 3, 19, 1, 18, 10, 6)","(56, 57, 66, 183, 47, 141, 125, 120)"
0,2,"(7,)","(3,)","(127,)"
0,3,"(0, 6, 1, 3, 8)","(2, 11, 4, 5, 16)","(90, 34, 98, 118, 42)"
0,4,"(6, 4, 3, 0, 8, 2, 1)","(12, 2, 15, 18, 19, 15, 6)","(120, 28, 176, 74, 59, 108, 45)"
1,0,"(5, 8, 0, 9, 1, 7, 3, 4)","(10, 12, 12, 5, 1, 8, 4, 19)","(115, 13, 153, 128, 194, 53, 54, 57)"
1,1,"(1, 5, 2, 0, 6, 4)","(6, 19, 19, 9, 13, 8)","(77, 172, 26, 150, 28, 37)"
1,2,"(1, 0, 2, 5)","(15, 1, 5, 14)","(162, 189, 77, 38)"
1,3,"(8, 9)","(5, 10)","(97, 132)"
1,4,"(0, 4, 5)","(18, 18, 16)","(73, 38, 78)"
1,5,"(8, 1, 3, 5, 4)","(14, 7, 8, 7, 18)","(128, 186, 192, 95, 118)"
1,6,"(9, 2)","(9, 7)","(74, 23)"
1,7,"(9,)","(7,)","(195,)"
2,0,"(5, 3, 0, 9, 4, 8, 2)","(19, 11, 9, 11, 16, 18, 1)","(124, 176, 89, 23, 161, 148, 66)"
2,1,"(1, 5, 9, 6, 7)","(1, 19, 9, 10, 7)","(91, 66, 24, 173, 56)"
2,2,"(6, 3)","(11, 9)","(129, 92)"
2,3,"(4,)","(3,)","(58,)"
2,4,"(8, 4)","(17, 2)","(65, 64)"
2,5,"(4, 9, 3, 6, 7, 2, 8)","(6, 14, 8, 4, 3, 18, 5)","(37, 52, 25, 153, 43, 30, 37)"
2,6,"(8, 0, 9, 5, 4, 6, 1, 3)","(9, 5, 20, 12, 12, 12, 2, 10)","(70, 104, 130, 114, 103, 41, 115, 65)"
3,0,"(1, 5, 6, 9)","(6, 20, 3, 13)","(83, 134, 135, 15)"
3,1,"(0, 5, 3)","(3, 14, 1)","(132, 80, 125)"
3,2,"(9, 4, 0, 7, 1, 2)","(11, 17, 17, 1, 4, 18)","(118, 160, 109, 132, 142, 152)"
3,3,"(6, 3, 7, 4)","(19, 3, 5, 10)","(143, 83, 99, 28)"
3,4,"(0, 2, 5, 1)","(2, 9, 3, 3)","(15, 26, 29, 103)"
3,5,"(2, 0, 9, 3, 5, 6, 4)","(5, 6, 8, 8, 17, 3, 3)","(111, 177, 51, 23, 49, 121, 55)"
3,6,"(7, 3, 2, 8, 5, 0, 4)","(20, 15, 7, 20, 15, 7, 16)","(90, 147, 17, 92, 99, 71, 17)"
3,7,"(6,)","(11,)","(34,)"
3,8,"(3, 2, 5, 8, 6, 7, 1, 0)","(18, 19, 11, 16, 18, 9, 3, 6)","(22, 150, 91, 32, 151, 125, 100, 69)"
4,0,"(5, 1, 6, 7, 9, 8, 0, 2)","(15, 2, 13, 10, 11, 13, 10, 9)","(155, 23, 172, 74, 131, 25, 113, 53)"
4,1,"(8, 2, 7, 6, 1, 0, 4)","(3, 14, 14, 9, 19, 17, 4)","(69, 180, 52, 80, 130, 48, 101)"
4,2,"(8, 3, 6)","(10, 11, 11)","(124, 114, 59)"
4,3,"(8, 9)","(15, 18)","(45, 62)"
4,4,"(4, 9, 3, 7)","(2, 20, 14, 18)","(48, 18, 106, 70)"
5,0,"(1, 8, 3, 9, 0)","(12, 20, 11, 17, 1)","(198, 162, 181, 51, 38)"
5,1,"(5, 4, 7, 8, 2, 9)","(19, 9, 5, 1, 5, 10)","(130, 192, 122, 159, 158, 76)"
5,2,"(3, 8, 4, 6, 5, 9)","(18, 17, 8, 12, 11, 14)","(110, 135, 79, 111, 16, 34)"
5,3,"(4, 2, 8, 5, 7, 9)","(5, 19, 13, 19, 16, 11)","(144, 173, 79, 124, 39, 195)"
5,4,"(5, 7, 3, 9, 8, 0, 6, 2, 4, 1)","(16, 6, 14, 3, 3, 12, 3, 10, 4, 7)","(137, 171, 74, 74, 96, 125, 160, 91, 77, 136)"
5,5,"(8, 2, 1, 6, 0, 4)","(11, 12, 8, 18, 1, 8)","(119, 168, 193, 180, 162, 109)"
5,6,"(0, 4, 3, 1, 9, 2, 6, 8, 7, 5)","(8, 13, 14, 12, 6, 20, 2, 3, 18, 1)","(96, 105, 86, 19, 145, 77, 61, 38, 34, 23)"
5,7,"(4, 9)","(9, 18)","(118, 111)"
6,0,"(6, 5, 4, 2, 8, 7)","(17, 11, 13, 12, 4, 9)","(21, 196, 130, 137, 166, 81)"
6,1,"(7, 3, 1)","(6, 13, 13)","(115, 98, 57)"
6,2,"(1, 9)","(6, 14)","(21, 135)"
6,3,"(3,)","(10,)","(81,)"
6,4,"(4,)","(5,)","(70,)"
7,0,"(4, 1, 5, 7, 6, 3, 8)","(15, 19, 17, 10, 6, 11, 16)","(168, 125, 36, 62, 131, 115, 175)"
7,1,"(2, 0, 4, 6, 3, 8, 7)","(18, 7, 1, 10, 4, 16, 6)","(81, 117, 90, 81, 15, 34, 157)"
7,2,"(7, 0, 4, 6, 2, 9)","(9, 11, 4, 10, 8, 10)","(184, 113, 179, 118, 180, 124)"
7,3,"(5, 8, 2, 3, 7)","(8, 11, 6, 13, 15)","(50, 126, 185, 81, 44)"
7,4,"(5, 7, 1, 2, 0, 6, 3)","(17, 11, 6, 8, 14, 19, 18)","(151, 45, 98, 138, 20, 143, 152)"
7,5,"(4, 1, 3, 2)","(13, 12, 20, 8)","(12, 35, 83, 94)"
7,6,"(6, 7, 1, 8, 0, 5)","(14, 3, 20, 3, 2, 15)","(103, 62, 149, 146, 155, 155)"
8,0,"(4, 2, 1, 7, 5, 8, 3, 0, 6, 9)","(10, 11, 14, 8, 11, 10, 6, 5, 5, 14)","(59, 77, 128, 77, 35, 73, 130, 103, 18, 151)"
8,1,"(1, 5, 6, 4, 3, 2)","(16, 8, 6, 18, 16, 18)","(44, 188, 150, 122, 184, 129)"
8,2,"(0, 5, 1, 9, 7)","(7, 8, 20, 5, 20)","(17, 112, 179, 169, 118)"
8,3,"(0, 5, 4, 7, 8, 6, 3, 2, 9, 1)","(10, 2, 14, 19, 3, 2, 5, 14, 2, 1)","(18, 50, 80, 96, 150, 121, 91, 156, 47, 31)"
8,4,"(6,)","(7,)","(146,)"
8,5,"(7,)","(12,)","(39,)"
8,6,"(9, 5, 0, 4, 1, 3, 6)","(12, 11, 7, 20, 1, 4, 11)","(32, 155, 159, 183, 119, 190, 99)"
8,7,"(9, 1, 6)","(12, 16, 19)","(49, 158, 186)"
8,8,"(2, 0, 8, 3, 1, 6, 7, 9, 4)","(8, 6, 18, 18, 14, 10, 2, 2, 6)","(130, 94, 103, 103, 49, 116, 157, 150, 27)"
8,9,"(4, 2, 6, 8, 0)","(8, 9, 17, 17, 20)","(15, 88, 147, 47, 67)"
9,0,"(7, 5, 6, 9, 1, 4, 8, 0)","(1, 9, 13, 13, 1, 10, 18, 11)","(134, 159, 48, 80, 200, 91, 33, 85)"
9,1,"(5, 8, 6, 1)","(10, 6, 6, 3)","(53, 48, 131, 41)"
9,2,"(7, 4)","(7, 2)","(48, 60)"
9,3,"(8, 2, 3, 9, 0, 5, 6)","(19, 20, 9, 2, 10, 11, 1)","(196, 169, 173, 13, 40, 167, 175)"
9,4,"(8, 7, 9, 5, 4, 1, 2)","(7, 17, 8, 17, 17, 2, 8)","(158, 147, 94, 163, 31, 16, 134)"
9,5,"(7, 2, 9, 0, 1)","(11, 14, 17, 13, 15)","(161, 158, 112, 191, 28)"
9,6,"(7, 8, 0, 3, 9, 6, 5)","(7, 15, 5, 3, 19, 10, 18)","(131, 41, 110, 66, 186, 169, 93)"
10,0,"(0, 8, 1, 4, 3, 7, 6, 5, 9, 2)","(3, 16, 11, 4, 7, 11, 3, 6, 3, 13)","(10, 60, 63, 123, 16, 168, 13, 11, 60, 189)"
10,1,"(1, 6, 9, 8, 5)","(5, 1, 7, 11, 16)","(158, 37, 115, 97, 16)"
10,2,"(7, 4, 0, 1, 2)","(9, 3, 19, 3, 10)","(86, 173, 103, 95, 167)"
10,3,"(0, 9, 2, 8, 4)","(12, 13, 16, 3, 6)","(112, 135, 79, 78, 172)"
10,4,"(0, 6, 2, 8, 4, 7, 1, 9)","(5, 17, 5, 6, 7, 9, 16, 3)","(149, 154, 81, 142, 36, 178, 106, 175)"
10,5,"(8,)","(12,)","(194,)"
10,6,"(9, 6, 0)","(16, 1, 14)","(147, 141, 49)"
11,0,"(2, 1, 4, 3, 8, 5)","(12, 14, 3, 1, 1, 6)","(28, 51, 60, 152, 184, 133)"
11,1,"(6, 5, 7, 2, 9, 8)","(10, 9, 3, 3, 7, 20)","(189, 44, 76, 140, 174, 119)"
11,2,"(9, 0, 1, 2, 8, 4)","(14, 20, 16, 19, 14, 9)","(44, 139, 13, 145, 170, 155)"
11,3,"(4,)","(12,)","(31,)"
11,4,"(0, 2, 6, 7, 8, 5, 3)","(8, 6, 5, 9, 3, 10, 14)","(41, 19, 135, 73, 96, 59, 61)"
11,5,"(6, 8, 0, 2, 4, 7, 9, 5)","(15, 11, 3, 2, 3, 14, 9, 20)","(35, 142, 43, 39, 41, 71, 180, 127)"
11,6,"(5, 6, 4, 7)","(13, 6, 19, 19)","(128, 132, 154, 102)"
11,7,"(1, 9, 0, 3)","(8, 15, 16, 6)","(134, 157, 68, 151)"
