machine,idle_power,breakdown_start,breakdown_end
0,6,866,876
0,6,1039,1079
0,6,1201,1202
0,6,1333,1335
0,6,1686,1748
0,6,1800,1806
0,6,1901,1921
0,6,1945,1950
0,6,1976,1992
0,6,2298,2304
0,6,2338,2369
0,6,2445,2448
0,6,2486,2493
0,6,2828,2838
0,6,2852,2862
0,6,2910,2918
0,6,3148,3162
0,6,3309,3322
0,6,3418,3436
0,6,3461,3462
0,6,3753,3753
0,6,3866,3872
0,6,4016,4030
0,6,4084,4090
0,6,4255,4256
0,6,4271,4272
0,6,4575,4575
1,1,117,117
1,1,406,417
1,1,653,661
1,1,800,805
1,1,1076,1111
1,1,1772,1785
1,1,1884,1890
1,1,1947,1977
1,1,2022,2033
1,1,2280,2282
1,1,2551,2554
1,1,3183,3195
1,1,3537,3537
1,1,3555,3560
1,1,3561,3572
1,1,3671,3671
1,1,3698,3736
1,1,4028,4039
1,1,4281,4291
1,1,4426,4430
1,1,4685,4704
2,2,128,134
2,2,205,220
2,2,224,226
2,2,279,285
2,2,579,580
2,2,670,676
2,2,748,756
2,2,998,1014
2,2,1122,1126
2,2,1143,1147
2,2,1225,1225
2,2,1782,1782
2,2,1938,1948
2,2,2427,2434
2,2,2698,2728
2,2,2798,2798
2,2,2873,2917
2,2,3210,3221
2,2,3407,3420
2,2,3466,3468
2,2,4627,4635
2,2,4697,4713
2,2,4807,4807
3,8,81,84
3,8,473,476
3,8,584,594
3,8,595,603
3,8,670,689
3,8,762,765
3,8,1181,1183
3,8,1230,1239
3,8,1259,1260
3,8,1963,1963
3,8,2074,2078
3,8,2199,2202
3,8,2210,2212
3,8,2230,2232
3,8,2573,2581
3,8,3301,3303
3,8,3618,3619
3,8,3973,3977
3,8,4148,4154
3,8,4367,4384
3,8,4591,4596
3,8,4742,4781
4,9,43,52
4,9,168,187
4,9,209,215
4,9,386,401
4,9,446,455
4,9,589,602
4,9,1019,1019
4,9,1451,1455
4,9,1678,1699
4,9,1741,1744
4,9,2562,2563
4,9,2946,2961
4,9,3041,3052
4,9,3087,3089
4,9,3426,3431
4,9,3893,3895
4,9,4246,4249
4,9,4582,4596
5,9,160,181
5,9,385,398
5,9,516,521
5,9,773,774
5,9,1390,1393
5,9,1489,1492
5,9,1622,1637
5,9,1867,1873
5,9,2188,2200
5,9,2597,2624
5,9,3244,3254
5,9,3550,3558
5,9,3716,3720
5,9,3887,3889
5,9,3971,3993
5,9,4125,4133
5,9,4243,4245
5,9,4734,4738
5,9,4844,4851
5,9,4892,4897
5,9,4900,4906
5,9,4922,4928
6,2,139,150
6,2,473,476
6,2,553,553
6,2,585,603
6,2,604,634
6,2,929,930
6,2,1117,1144
6,2,1394,1395
6,2,1732,1733
6,2,1804,1805
6,2,1875,1908
6,2,1946,1946
6,2,1953,1966
6,2,1971,1979
6,2,1982,1993
6,2,2137,2156
6,2,2178,2178
6,2,2263,2266
6,2,2271,2273
6,2,2559,2563
6,2,2663,2667
6,2,2676,2676
6,2,2792,2795
6,2,3500,3509
6,2,3774,3802
6,2,4060,4060
6,2,4255,4273
6,2,4460,4470
6,2,4484,4485
7,1,82,114
7,1,208,217
7,1,226,230
7,1,457,467
7,1,588,611
7,1,814,816
7,1,916,917
7,1,985,985
7,1,1334,1337
7,1,1376,1428
7,1,1565,1570
7,1,1752,1755
7,1,2303,2311
7,1,2454,2478
7,1,2643,2650
7,1,2797,2797
7,1,2965,2968
7,1,3007,3010
7,1,3252,3256
7,1,3585,3587
7,1,3759,3773
7,1,4123,4123
7,1,4724,4724
8,9,227,228
8,9,249,253
8,9,555,570
8,9,637,637
8,9,890,899
8,9,1536,1543
8,9,1596,1596
8,9,1728,1744
8,9,1919,1920
8,9,2046,2050
8,9,2647,2650
8,9,2731,2734
8,9,2902,2932
8,9,3068,3080
8,9,3162,3168
8,9,3285,3295
8,9,3667,3667
8,9,3748,3803
8,9,4467,4478
8,9,4548,4549
8,9,4722,4725
8,9,4787,4789
8,9,4907,4909
9,9,11,21
9,9,99,115
9,9,534,579
9,9,640,640
9,9,1013,1016
9,9,1094,1095
9,9,1184,1184
9,9,1689,1689
9,9,1713,1719
9,9,2181,2182
9,9,2240,2244
9,9,2260,2263
9,9,2861,2874
9,9,3048,3063
9,9,3367,3371
9,9,3376,3396
9,9,3410,3414
9,9,3551,3551
9,9,3601,3606
9,9,3709,3717
9,9,3729,3732
9,9,3781,3783
9,9,4021,4021
9,9,4372,4386
9,9,4718,4719
9,9,4859,4868
9,9,4919,4935
