kind,task,machine_selectable,process_time,power
0,0,"(6, 17, 3, 12, 13, 8, 15, 1, 18, 19)","(14, 7, 18, 11, 18, 18, 10, 10, 20, 11)","(58, 167, 185, 141, 181, 87, 91, 55, 23, 131)"
0,1,"(12, 6, 16, 1, 5, 10, 14)","(3, 12, 19, 11, 12, 6, 19)","(125, 41, 20, 61, 68, 55, 144)"
0,2,"(7, 8, 19, 9, 15, 13, 14, 2, 4, 10)","(17, 1, 13, 17, 3, 20, 17, 11, 1, 7)","(93, 74, 91, 141, 127, 197, 82, 168, 183, 67)"
0,3,"(10, 9, 17, 3, 2, 16, 7, 12, 11, 19, 6, 15)","(13, 15, 14, 1, 7, 10, 5, 19, 9, 12, 4, 13)","(31, 190, 48, 112, 69, 71, 144, 75, 30, 168, 109, 89)"
0,4,"(9, 0, 14, 17, 19, 13, 3, 2, 8, 18, 10, 7, 12, 6, 4, 11, 15, 5)","(12, 11, 18, 4, 2, 11, 13, 16, 13, 13, 14, 18, 16, 20, 20, 6, 3, 3)","(60, 169, 172, 57, 87, 141, 119, 180, 29, 181, 39, 198, 72, 75, 159, 157, 172, 67)"
0,5,"(15, 13, 17, 9, 14, 1, 5, 6, 2, 11, 4, 12, 16, 7, 0, 19, 8, 10, 18)","(9, 6, 13, 15, 2, 16, 8, 17, 15, 19, 3, 13, 18, 5, 19, 9, 2, 11, 7)","(112, 177, 77, 29, 123, 157, 117, 63, 140, 28, 20, 200, 199, 193, 82, 76, 162, 151, 47)"
0,6,"(6, 7, 14, 5, 0, 9, 1, 18, 11, 13, 12, 10, 17)","(16, 7, 8, 9, 6, 9, 20, 8, 17, 1, 9, 4, 13)","(134, 79, 91, 200, 98, 147, 179, 122, 124, 71, 152, 81, 25)"
0,7,"(18, 19, 16, 14, 15, 7, 8, 12)","(2, 12, 4, 15, 12, 12, 16, 19)","(27, 118, 93, 62, 99, 130, 103, 133)"
0,8,"(14,)","(5,)","(142,)"
0,9,"(8, 13, 12, 2, 10)","(15, 2, 12, 17, 5)","(68, 50, 47, 66, 24)"
1,0,"(14, 12, 3, 16, 10, 4, 11, 13, 8, 9, 7, 15, 18, 1, 5, 0)","(4, 7, 17, 10, 6, 9, 20, 18, 6, 13, 6, 20, 8, 3, 11, 2)","(180, 148, 191, 12, 41, 90, 182, 116, 104, 161, 21, 148, 92, 183, 123, 37)"
1,1,"(9, 10, 3, 18, 0, 8, 6, 12, 14, 16, 4, 13, 2, 15, 1, 17, 7, 19)","(2, 8, 20, 2, 8, 9, 10, 9, 10, 2, 19, 15, 11, 11, 7, 14, 13, 15)","(121, 125, 188, 68, 114, 127, 35, 137, 138, 16, 178, 136, 160, 87, 147, 189, 41, 29)"
1,2,"(18, 10, 0, 11, 19, 3, 16, 4, 7, 2, 8, 12, 14, 5)","(8, 14, 19, 9, 2, 7, 7, 17, 5, 5, 7, 15, 9, 2)","(11, 120, 51, 177, 33, 71, 139, 196, 170, 160, 140, 99, 135, 100)"
