kind,task,machine_selectable,process_time,power
0,0,"(11, 12, 13, 10, 1, 7, 9, 14, 16, 4, 8)","(4, 7, 13, 8, 10, 6, 7, 16, 6, 1, 10)","(67, 156, 169, 28, 119, 142, 134, 69, 80, 200, 121)"
0,1,"(12, 15, 9, 17, 6, 7, 13, 18, 5, 11, 1, 3, 0, 8, 19, 14, 2, 10)","(5, 8, 7, 14, 4, 14, 18, 18, 5, 7, 19, 11, 6, 12, 2, 3, 9, 20)","(103, 101, 20, 140, 182, 133, 81, 198, 119, 14, 141, 86, 10, 13, 72, 57, 52, 73)"
0,2,"(19, 9, 16, 11, 4, 8, 18, 0, 2)","(19, 11, 15, 2, 15, 11, 10, 8, 20)","(91, 106, 64, 134, 44, 184, 90, 162, 118)"
0,3,"(2, 10, 6, 3, 18, 14, 8, 5, 17, 11)","(8, 19, 9, 9, 16, 7, 11, 2, 1, 5)","(164, 86, 69, 55, 101, 169, 189, 173, 88, 86)"
0,4,"(16, 0, 14, 5, 13, 2, 10, 19, 8, 6, 18)","(18, 1, 10, 16, 15, 4, 17, 15, 16, 12, 5)","(69, 45, 70, 40, 38, 128, 127, 105, 70, 147, 193)"
0,5,"(16, 19, 1, 4, 10, 6, 15, 9, 11, 14, 8, 17, 0)","(16, 17, 1, 4, 2, 13, 1, 18, 6, 15, 2, 1, 8)","(137, 84, 72, 92, 190, 94, 171, 181, 104, 151, 12, 119, 190)"
0,6,"(12, 0, 18, 9, 1, 3, 2, 13, 5, 8, 17, 10, 11, 19)","(20, 12, 15, 17, 11, 19, 20, 3, 12, 11, 16, 11, 16, 3)","(39, 38, 181, 86, 149, 60, 184, 198, 93, 49, 14, 59, 48, 90)"
0,7,"(4, 17, 14, 6, 3, 8, 12, 9, 2)","(13, 4, 4, 15, 9, 17, 5, 1, 13)","(45, 109, 60, 124, 95, 77, 172, 100, 37)"
0,8,"(8, 3, 18, 16, 19, 1, 10, 12, 6)","(13, 11, 5, 2, 2, 19, 9, 9, 1)","(104, 140, 20, 184, 168, 89, 27, 73, 76)"
0,9,"(0, 4, 1, 14)","(16, 15, 6, 16)","(182, 34, 131, 152)"
1,0,"(10, 15, 16, 8, 3, 14, 18, 9, 1, 2, 12, 5, 11)","(11, 10, 1, 17, 5, 13, 8, 4, 12, 8, 12, 4, 4)","(52, 127, 110, 158, 139, 42, 177, 61, 130, 96, 68, 177, 130)"
1,1,"(18, 8, 15)","(9, 6, 3)","(98, 163, 166)"
1,2,"(5, 13, 17, 16, 10, 11, 14, 12, 0, 9, 3, 7)","(15, 20, 16, 8, 11, 6, 18, 13, 11, 7, 13, 9)","(38, 190, 27, 18, 12, 134, 98, 24, 102, 145, 198, 150)"
