machine,idle_power,breakdown_start,breakdown_end
0,4,197,205
0,4,371,383
0,4,479,486
0,4,523,532
0,4,543,555
0,4,608,608
0,4,750,758
0,4,1253,1253
0,4,1294,1307
0,4,1317,1318
0,4,1397,1418
0,4,1422,1425
0,4,1854,1871
0,4,1978,1983
0,4,2704,2706
0,4,2762,2762
0,4,2840,2841
0,4,2940,2940
0,4,2959,2964
0,4,2971,2972
0,4,3082,3084
0,4,3201,3212
0,4,3343,3362
0,4,3588,3603
0,4,3956,3962
0,4,3979,3984
0,4,4215,4240
0,4,4420,4423
0,4,4535,4535
0,4,4878,4928
1,9,3,62
1,9,95,95
1,9,231,231
1,9,421,425
1,9,1031,1049
1,9,1119,1122
1,9,1497,1510
1,9,1812,1824
1,9,1880,1896
1,9,2097,2105
1,9,2168,2168
1,9,2435,2436
1,9,2568,2569
1,9,2630,2633
1,9,2877,2893
1,9,3307,3307
1,9,3432,3437
1,9,3868,3873
1,9,4057,4075
1,9,4418,4426
1,9,4942,4974
2,7,1,11
2,7,25,26
2,7,164,178
2,7,300,311
2,7,387,388
2,7,559,559
2,7,564,567
2,7,859,860
2,7,982,984
2,7,1095,1113
2,7,1714,1723
2,7,1911,1925
2,7,1971,1972
2,7,2009,2016
2,7,2257,2266
2,7,3278,3287
2,7,3290,3295
2,7,3389,3395
2,7,3437,3462
2,7,3783,3787
2,7,3795,3822
2,7,4067,4075
2,7,4948,4950
2,7,4970,4984
3,3,76,76
3,3,478,491
3,3,980,984
3,3,1524,1525
3,3,1525,1560
3,3,1836,1838
3,3,1989,1990
3,3,2291,2295
3,3,2382,2411
3,3,2464,2491
3,3,2948,2948
3,3,3180,3203
3,3,3416,3421
3,3,3574,3578
3,3,3898,3907
3,3,4027,4058
3,3,4120,4130
3,3,4207,4208
3,3,4274,4295
3,3,4452,4452
3,3,4530,4531
3,3,4568,4574
3,3,4723,4746
4,7,28,29
4,7,793,793
4,7,1567,1572
4,7,1594,1595
4,7,2431,2434
4,7,2591,2641
4,7,2717,2724
4,7,2784,2809
4,7,2873,2874
4,7,2886,2901
4,7,2949,2954
4,7,2983,2988
4,7,3288,3290
4,7,3499,3502
4,7,3593,3598
4,7,4109,4119
4,7,4234,4243
4,7,4567,4577
4,7,4853,4867
5,3,19,30
5,3,46,56
