kind,task,machine_selectable,process_time,power
0,0,"(2, 0, 11, 5, 3, 10, 7, 14)","(8, 17, 13, 9, 8, 19, 5, 20)","(199, 73, 47, 19, 55, 175, 146, 60)"
0,1,"(13, 0, 12, 1)","(8, 3, 2, 7)","(71, 175, 168, 107)"
0,2,"(4, 12, 9, 7, 2, 0, 5)","(1, 16, 5, 7, 18, 9, 15)","(128, 92, 134, 56, 78, 59, 43)"
0,3,"(1, 7, 3, 12)","(17, 15, 15, 17)","(166, 39, 151, 94)"
0,4,"(11, 7, 10, 3, 12, 1, 4)","(17, 11, 7, 16, 11, 13, 7)","(180, 170, 96, 46, 82, 35, 143)"
0,5,"(1, 10, 0, 6, 12, 9)","(18, 19, 12, 7, 14, 2)","(137, 164, 10, 87, 45, 174)"
0,6,"(4, 0, 7, 5, 9, 10)","(13, 15, 7, 4, 9, 14)","(150, 164, 180, 61, 82, 198)"
0,7,"(8, 5, 1, 0)","(6, 14, 6, 17)","(68, 155, 119, 80)"
0,8,"(2,)","(18,)","(108,)"
1,0,"(12, 3, 10, 1, 13)","(8, 10, 16, 16, 10)","(64, 135, 144, 81, 105)"
1,1,"(1, 5, 0, 13)","(7, 18, 18, 12)","(25, 101, 13, 93)"
1,2,"(2, 4, 9)","(10, 15, 20)","(39, 56, 101)"
1,3,"(8, 6, 4, 11, 13, 12, 0, 10, 9, 7, 5, 14)","(7, 10, 12, 2, 17, 2, 3, 7, 8, 4, 14, 5)","(118, 125, 194, 66, 161, 62, 165, 148, 153, 109, 91, 103)"
1,4,"(4, 6, 1, 2, 10, 9, 14, 11, 12, 5, 3)","(18, 14, 1, 17, 18, 3, 11, 12, 13, 11, 2)","(108, 200, 70, 86, 149, 91, 47, 26, 74, 80, 195)"
2,0,"(7, 12, 4, 3, 14, 13, 0, 1, 2, 6, 10, 8, 11)","(2, 2, 18, 12, 6, 4, 18, 14, 13, 19, 13, 17, 16)","(47, 100, 94, 144, 163, 137, 82, 150, 53, 13, 183, 167, 84)"
2,1,"(9,)","(4,)","(162,)"
2,2,"(5, 14, 13, 9, 10)","(12, 17, 18, 16, 14)","(37, 200, 179, 161, 93)"
2,3,"(4, 11, 0, 6, 1, 8, 14, 7)","(14, 5, 14, 10, 1, 11, 20, 11)","(66, 115, 97, 16, 82, 113, 99, 19)"
2,4,"(9, 12, 11, 3, 10, 2)","(11, 9, 11, 8, 14, 6)","(149, 94, 115, 80, 82, 154)"
2,5,"(8, 3, 5, 14)","(13, 11, 11, 12)","(89, 83, 191, 30)"
3,0,"(5, 2, 7, 10, 1, 3, 12, 8)","(7, 7, 10, 14, 15, 13, 7, 3)","(94, 77, 16, 34, 105, 67, 72, 51)"
3,1,"(11, 10, 5, 14, 4, 6, 7, 9, 12, 2, 0, 1, 13)","(12, 8, 18, 9, 16, 15, 8, 10, 18, 15, 2, 18, 11)","(85, 20, 177, 160, 57, 172, 40, 74, 173, 35, 110, 73, 184)"
3,2,"(6, 4, 2, 9, 11)","(10, 14, 3, 2, 2)","(66, 186, 111, 130, 178)"
3,3,"(1, 6, 0, 2, 9, 14, 13, 3, 4, 12, 11, 7, 10, 8)","(6, 6, 8, 7, 10, 1, 5, 5, 2, 3, 2, 5, 5, 1)","(174, 153, 31, 68, 191, 28, 98, 72, 175, 29, 41, 45, 158, 153)"
3,4,"(3, 12, 5, 7, 1, 14, 2)","(1, 14, 1, 15, 5, 7, 15)","(192, 186, 114, 81, 63, 18, 150)"
4,0,"(12, 1, 7, 4, 0, 3)","(17, 10, 1, 14, 20, 17)","(133, 165, 78, 153, 127, 178)"
4,1,"(2, 0, 6, 8, 14, 5)","(18, 10, 1, 2, 1, 7)","(57, 127, 152, 147, 160, 118)"
4,2,"(5, 4, 8, 6, 3, 12, 14, 11, 10, 9, 2)","(8, 13, 10, 11, 1, 5, 19, 15, 7, 10, 12)","(19, 55, 22, 190, 155, 132, 131, 64, 152, 149, 157)"
4,3,"(3,)","(2,)","(72,)"
4,4,"(11, 12, 2, 10, 6, 7, 14)","(12, 18, 2, 1, 15, 4, 13)","(62, 57, 111, 193, 70, 186, 137)"
4,5,"(10, 1, 7, 4, 6, 13, 8, 0, 9, 14, 12, 5)","(19, 8, 20, 14, 5, 17, 11, 16, 6, 14, 5, 2)","(60, 106, 24, 124, 28, 110, 65, 172, 145, 148, 73, 116)"
4,6,"(8, 5)","(17, 19)","(52, 75)"
4,7,"(1, 10, 3, 4, 12, 2, 14, 7, 8, 5)","(6, 6, 8, 13, 2, 1, 9, 14, 12, 14)","(62, 31, 13, 80, 74, 39, 169, 93, 127, 140)"
