machine,idle_power,breakdown_start,breakdown_end
0,1,29,30
0,1,207,215
0,1,653,653
0,1,663,665
0,1,729,761
0,1,795,795
0,1,1024,1029
0,1,1504,1508
0,1,1698,1705
0,1,1750,1757
0,1,2064,2064
0,1,2186,2218
0,1,2321,2328
0,1,2384,2384
0,1,2648,2650
0,1,3449,3449
0,1,3491,3492
0,1,3592,3601
0,1,4144,4149
0,1,4369,4375
1,7,13,33
1,7,45,49
1,7,273,281
1,7,374,377
1,7,383,386
1,7,615,622
1,7,949,964
1,7,1049,1080
1,7,1483,1491
1,7,1507,1520
1,7,1669,1669
1,7,1785,1788
1,7,2030,2042
1,7,2388,2391
1,7,2725,2727
1,7,2733,2739
1,7,2760,2765
1,7,2796,2815
1,7,2854,2884
1,7,2906,2907
1,7,2948,2965
1,7,3032,3043
1,7,3260,3285
1,7,3515,3515
1,7,3539,3540
1,7,3763,3765
1,7,4325,4331
1,7,4389,4397
1,7,4404,4416
1,7,4428,4434
1,7,4512,4543
1,7,4546,4548
2,9,12,61
2,9,586,588
2,9,1158,1175
2,9,1263,1288
2,9,1510,1527
2,9,1551,1553
2,9,1912,1935
2,9,1946,1946
2,9,2004,2015
2,9,2219,2224
2,9,2320,2321
2,9,2351,2351
2,9,2559,2573
2,9,2635,2635
2,9,2721,2733
2,9,2938,2939
2,9,3258,3263
2,9,3727,3748
2,9,3788,3791
2,9,4052,4063
2,9,4471,4486
2,9,4868,4876
2,9,4878,4878
2,9,4949,4960
3,9,51,100
3,9,100,106
3,9,327,330
3,9,935,936
3,9,1240,1244
3,9,1286,1295
3,9,1610,1617
3,9,2049,2049
3,9,2119,2124
3,9,3070,3086
3,9,3106,3120
3,9,3247,3268
3,9,3557,3558
3,9,4095,4116
3,9,4161,4170
3,9,4183,4183
3,9,4268,4288
3,9,4390,4397
3,9,4716,4718
4,6,344,356
4,6,523,533
4,6,1436,1436
4,6,1436,1440
4,6,1604,1605
4,6,1996,1997
4,6,2248,2253
4,6,2270,2284
4,6,2394,2411
4,6,2475,2532
4,6,2580,2584
4,6,2590,2592
4,6,2700,2727
4,6,2768,2768
4,6,2899,2899
4,6,2979,3002
4,6,3121,3123
4,6,3315,3325
4,6,3458,3465
4,6,3602,3606
4,6,3712,3712
4,6,3864,3880
4,6,4043,4053
4,6,4099,4100
4,6,4105,4127
4,6,4140,4149
4,6,4274,4274
4,6,4309,4336
4,6,4535,4539
4,6,4699,4730
4,6,4803,4811
5,3,72,74
5,3,76,81
5,3,145,152
5,3,202,211
5,3,252,278
5,3,1021,1032
