machine,idle_power,breakdown_start,breakdown_end
0,8,129,130
0,8,265,266
0,8,335,359
0,8,560,563
0,8,849,861
0,8,1705,1708
0,8,1720,1724
0,8,1777,1777
0,8,1888,1931
0,8,2296,2302
0,8,2490,2505
0,8,2642,2648
0,8,2815,2829
0,8,3145,3160
0,8,3231,3251
0,8,3383,3383
0,8,3500,3500
0,8,3775,3788
0,8,3945,3948
0,8,4151,4173
0,8,4571,4585
0,8,4674,4681
0,8,4995,4999
1,3,171,189
1,3,319,329
1,3,380,389
1,3,532,534
1,3,620,637
1,3,682,697
1,3,701,708
1,3,711,718
1,3,789,799
1,3,828,863
1,3,881,914
1,3,1012,1036
1,3,1062,1085
1,3,1198,1202
1,3,1314,1314
1,3,2327,2361
1,3,2367,2367
1,3,2588,2591
1,3,2634,2655
1,3,2899,2921
1,3,3019,3050
1,3,3102,3107
1,3,3251,3251
1,3,3477,3480
1,3,3519,3521
1,3,3548,3553
1,3,3564,3572
1,3,3735,3757
1,3,3936,3939
1,3,4063,4065
1,3,4198,4207
1,3,4314,4323
1,3,4467,4467
1,3,4733,4750
2,2,43,43
2,2,313,319
2,2,346,347
2,2,448,448
2,2,738,740
2,2,746,750
2,2,1213,1220
2,2,1260,1310
2,2,2227,2239
2,2,2366,2366
2,2,2375,2378
2,2,2626,2626
2,2,2662,2684
2,2,2850,2857
2,2,3020,3028
2,2,3052,3085
2,2,3097,3100
2,2,3236,3250
2,2,3255,3279
2,2,3386,3412
2,2,3550,3557
2,2,3636,3671
2,2,4035,4042
2,2,4222,4226
2,2,4232,4251
2,2,4729,4744
2,2,4850,4853
2,2,4865,4875
3,3,134,138
3,3,682,685
3,3,810,815
3,3,963,993
3,3,1120,1135
3,3,1258,1269
3,3,1433,1435
3,3,1466,1479
3,3,1531,1537
3,3,1629,1642
3,3,2153,2175
3,3,2389,2390
3,3,2405,2407
3,3,3073,3084
3,3,3122,3130
3,3,3235,3235
3,3,3282,3289
3,3,3313,3321
3,3,3679,3679
3,3,3977,3981
3,3,4147,4168
3,3,4342,4343
3,3,4767,4776
4,8,576,580
4,8,1391,1402
4,8,1678,1682
4,8,1767,1774
4,8,1829,1833
4,8,1962,1995
4,8,2048,2049
4,8,2301,2308
4,8,2702,2706
4,8,3289,3295
4,8,3607,3607
4,8,3873,3874
4,8,4099,4115
4,8,4116,4124
4,8,4481,4498
4,8,4838,4855
5,8,618,620
5,8,823,828
5,8,998,1002
5,8,1023,1028
5,8,1641,1658
5,8,1718,1725
5,8,2036,2041
5,8,2359,2365
5,8,2446,2449
5,8,2491,2492
5,8,2902,2905
5,8,2927,2942
5,8,3049,3071
5,8,3201,3205
5,8,3445,3446
5,8,3508,3519
5,8,3605,3610
5,8,3622,3626
5,8,3893,3896
5,8,3983,3986
5,8,4026,4040
5,8,4109,4123
5,8,4196,4196
5,8,4208,4215
5,8,4291,4293
5,8,4367,4377
5,8,4416,4423
5,8,4430,4434
5,8,4469,4477
5,8,4851,4862
5,8,4876,4884
5,8,4945,4950
5,8,4962,4965
6,3,20,33
6,3,698,699
6,3,1126,1151
6,3,1208,1213
6,3,1936,1938
6,3,2041,2046
6,3,2326,2326
6,3,2382,2398
6,3,2590,2593
6,3,2599,2599
6,3,2808,2838
6,3,3207,3207
6,3,3517,3537
6,3,3649,3662
6,3,3704,3732
6,3,3978,3984
6,3,4112,4120
6,3,4893,4894
7,8,118,121
7,8,240,240
7,8,713,724
7,8,823,830
7,8,894,903
7,8,1118,1127
7,8,1182,1195
7,8,1505,1520
7,8,1604,1612
7,8,1961,1995
7,8,2046,2054
7,8,2068,2068
7,8,3363,3384
7,8,3974,3974
7,8,3987,3995
7,8,4341,4342
7,8,4347,4348
7,8,4354,4362
7,8,4528,4557
7,8,4670,4671
7,8,4991,4991
8,9,272,273
8,9,657,659
8,9,792,792
8,9,912,922
8,9,1036,1044
8,9,1059,1062
8,9,1141,1160
8,9,1259,1267
8,9,1474,1507
8,9,1697,1703
8,9,1736,1747
8,9,1805,1817
8,9,3356,3369
8,9,3507,3510
8,9,3868,3876
8,9,3911,3940
8,9,4043,4043
8,9,4103,4168
8,9,4292,4293
8,9,4294,4298
8,9,4321,4333
8,9,4479,4486
8,9,4500,4501
8,9,4641,4643
8,9,4658,4658
8,9,4987,4987
9,6,1,10
9,6,569,571
9,6,900,904
9,6,934,947
9,6,996,1000
9,6,1022,1032
9,6,1189,1201
9,6,1428,1434
9,6,1574,1575
9,6,1588,1592
9,6,1846,1857
9,6,1901,1925
9,6,2281,2282
9,6,2407,2429
9,6,2860,2862
9,6,3189,3191
9,6,3237,3246
9,6,3406,3408
9,6,3851,3862
9,6,3971,3991
9,6,3997,4007
9,6,4228,4231
9,6,4498,4499
9,6,4769,4770
10,7,114,140
10,7,153,158
10,7,699,719
10,7,956,957
10,7,1091,1092
10,7,1106,1107
10,7,1162,1170
10,7,1212,1224
10,7,1368,1371
10,7,1452,1460
10,7,1717,1718
10,7,1799,1809
10,7,2054,2083
10,7,2210,2217
10,7,2615,2623
10,7,2765,2781
10,7,2839,2843
10,7,2883,2885
10,7,3136,3137
10,7,3184,3192
10,7,3414,3418
10,7,3583,3591
10,7,3764,3776
10,7,3867,3883
10,7,4291,4299
10,7,4446,4454
10,7,4461,4463
10,7,4935,4937
11,8,692,695
11,8,950,951
11,8,1046,1057
11,8,1179,1195
11,8,2254,2264
11,8,2282,2287
11,8,3066,3081
11,8,3362,3379
11,8,3949,3949
11,8,4099,4100
11,8,4353,4368
11,8,4466,4466
11,8,4562,4567
11,8,4694,4705
11,8,4868,4868
12,2,487,508
12,2,828,835
12,2,903,931
12,2,959,965
12,2,986,990
12,2,1019,1060
12,2,1130,1133
12,2,1171,1179
12,2,1557,1562
12,2,1686,1699
12,2,1712,1735
12,2,1766,1768
12,2,1927,1927
12,2,2149,2150
12,2,2243,2249
12,2,2269,2271
12,2,2409,2415
12,2,2525,2545
12,2,2559,2574
12,2,2782,2787
12,2,2954,2958
12,2,3103,3112
12,2,3213,3217
12,2,3237,3269
12,2,3351,3357
12,2,3563,3565
12,2,3605,3622
12,2,3719,3726
12,2,3826,3829
12,2,3851,3882
12,2,3894,3930
12,2,4509,4512
12,2,4648,4649
