kind,task,machine_selectable,process_time,power
0,0,"(19, 12, 6, 9)","(7, 14, 7, 14)","(113, 148, 151, 38)"
0,1,"(16, 4, 1, 11, 6, 19, 7, 17, 8, 0, 13, 5, 18, 3, 14, 10, 9)","(11, 2, 6, 15, 4, 11, 10, 17, 8, 15, 17, 15, 3, 18, 17, 3, 1)","(115, 160, 146, 93, 66, 145, 46, 60, 183, 55, 105, 43, 130, 40, 158, 63, 163)"
0,2,"(2, 14, 11, 12, 19, 3, 6, 4, 7, 18, 16, 5, 17, 8, 13, 9, 15, 10)","(7, 8, 7, 10, 10, 1, 6, 3, 4, 20, 10, 3, 4, 6, 8, 16, 13, 15)","(59, 22, 93, 176, 18, 165, 118, 149, 156, 133, 89, 117, 110, 177, 57, 198, 147, 97)"
0,3,"(3, 1, 5, 13, 2, 8, 6, 10, 0, 11, 4, 18, 16, 9, 19, 17, 15, 7)","(5, 4, 18, 5, 14, 11, 14, 10, 15, 8, 10, 3, 6, 2, 17, 8, 7, 18)","(199, 29, 106, 116, 152, 23, 12, 115, 107, 13, 100, 96, 49, 27, 122, 185, 102, 156)"
0,4,"(5,)","(14,)","(90,)"
0,5,"(1, 13, 10, 6, 11, 9, 19, 0, 5)","(7, 7, 2, 11, 5, 10, 20, 7, 20)","(16, 83, 82, 183, 95, 62, 77, 93, 129)"
1,0,"(5,)","(15,)","(27,)"
1,1,"(15, 7, 6, 9, 19, 18)","(13, 16, 9, 5, 1, 15)","(87, 137, 49, 69, 123, 89)"
1,2,"(8, 14, 5, 12, 10, 0, 16, 11, 3, 18, 2, 7, 13, 15, 6, 4, 1, 9, 17, 19)","(11, 10, 19, 13, 17, 14, 14, 3, 11, 12, 9, 15, 13, 20, 19, 13, 7, 15, 10, 5)","(64, 57, 49, 61, 183, 159, 191, 88, 196, 139, 178, 72, 97, 200, 158, 14, 61, 181, 177, 63)"
1,3,"(8, 12, 11, 7, 18, 4, 9, 5, 3, 14, 13, 6)","(13, 20, 13, 17, 11, 16, 10, 12, 12, 8, 6, 12)","(45, 155, 193, 129, 15, 82, 130, 61, 74, 18, 59, 92)"
1,4,"(15, 17, 7, 12, 0, 13, 6, 8, 14)","(1, 8, 6, 19, 12, 4, 10, 17, 7)","(154, 88, 136, 83, 168, 167, 171, 167, 68)"
1,5,"(15, 0, 2, 8, 3, 14, 6, 12, 16, 4, 5, 13, 10, 11)","(4, 13, 13, 18, 6, 15, 19, 9, 10, 3, 11, 9, 8, 11)","(181, 132, 42, 171, 87, 162, 200, 15, 37, 191, 119, 135, 39, 139)"
