machine,idle_power,breakdown_start,breakdown_end
0,2,177,200
0,2,304,333
0,2,391,393
0,2,532,564
0,2,614,632
0,2,849,863
0,2,894,928
0,2,1358,1369
0,2,1591,1620
0,2,1649,1651
0,2,1710,1713
0,2,1794,1798
0,2,2521,2523
0,2,2547,2550
0,2,2791,2792
0,2,2835,2845
0,2,3041,3077
0,2,3330,3330
0,2,3364,3372
0,2,3452,3454
0,2,3550,3556
0,2,4224,4245
0,2,4686,4687
0,2,4815,4816
0,2,4860,4869
1,1,220,220
1,1,483,492
1,1,812,812
1,1,952,963
1,1,1027,1027
1,1,1064,1069
1,1,1198,1218
1,1,1657,1666
1,1,1735,1739
1,1,2099,2099
1,1,2363,2367
1,1,2513,2518
1,1,2705,2708
1,1,3256,3259
1,1,3355,3365
1,1,3403,3403
1,1,3515,3529
1,1,3543,3543
1,1,3936,3951
1,1,4231,4247
1,1,4293,4296
1,1,4399,4405
1,1,4411,4414
1,1,4432,4434
1,1,4546,4563
1,1,4583,4583
1,1,4623,4634
1,1,4767,4774
1,1,4942,4949
2,9,244,248
2,9,516,521
2,9,736,737
2,9,1197,1199
2,9,1204,1218
2,9,1636,1636
2,9,1705,1710
2,9,1824,1826
2,9,1890,1906
2,9,1912,1912
2,9,2134,2134
2,9,2200,2202
2,9,2532,2542
2,9,2543,2549
2,9,2995,3004
2,9,3207,3209
2,9,3481,3485
2,9,3562,3569
2,9,4208,4209
2,9,4379,4406
3,9,89,95
3,9,365,380
3,9,386,391
3,9,451,453
3,9,526,534
3,9,992,1011
3,9,1096,1103
3,9,1235,1238
3,9,1458,1472
3,9,1597,1618
3,9,1744,1746
3,9,2053,2058
3,9,2062,2068
3,9,2151,2151
3,9,2197,2215
3,9,2937,2941
3,9,3028,3055
3,9,3131,3168
3,9,3526,3545
3,9,4053,4082
3,9,4103,4103
3,9,4239,4257
3,9,4506,4508
3,9,4634,4640
4,2,118,123
4,2,151,151
4,2,205,205
4,2,234,249
4,2,602,604
4,2,627,635
4,2,727,732
4,2,854,879
4,2,1107,1116
4,2,1404,1404
4,2,1652,1668
4,2,1715,1720
4,2,1784,1784
4,2,1827,1839
4,2,2206,2206
4,2,2433,2435
4,2,2572,2574
4,2,2694,2711
4,2,2788,2794
4,2,3008,3013
4,2,3310,3327
4,2,4146,4148
4,2,4273,4282
4,2,4379,4385
4,2,4427,4443
4,2,4467,4468
4,2,4587,4589
4,2,4949,4964
5,3,136,137
5,3,226,228
5,3,268,284
5,3,417,438
5,3,1009,1020
5,3,1045,1094
5,3,1167,1179
5,3,1670,1683
5,3,1970,1981
5,3,2131,2135
5,3,2136,2146
5,3,2217,2224
5,3,2250,2254
5,3,2260,2272
5,3,2284,2286
5,3,3221,3258
5,3,3332,3335
5,3,3545,3563
5,3,3871,3886
5,3,3919,3926
5,3,4539,4540
6,8,123,144
6,8,576,581
6,8,586,602
6,8,1244,1256
6,8,1411,1412
6,8,1706,1706
6,8,2822,2822
6,8,3469,3498
6,8,3569,3569
6,8,3586,3593
6,8,3731,3739
6,8,3953,3985
6,8,4093,4093
6,8,4251,4257
6,8,4439,4445
6,8,4542,4551
6,8,4727,4729
6,8,4829,4856
7,1,170,181
7,1,795,819
7,1,932,933
7,1,957,957
7,1,1031,1032
7,1,1302,1341
7,1,1347,1354
7,1,1560,1569
7,1,1774,1774
7,1,1839,1840
7,1,2392,2392
7,1,2564,2573
7,1,2668,2671
7,1,2807,2808
7,1,2986,2986
7,1,3080,3092
7,1,3454,3463
7,1,3562,3584
7,1,3669,3671
7,1,3754,3763
7,1,4313,4325
7,1,4532,4547
7,1,4831,4841
8,6,130,133
8,6,273,278
8,6,292,301
8,6,421,422
8,6,543,560
8,6,1003,1018
8,6,1299,1309
8,6,1344,1352
8,6,1472,1476
8,6,1575,1576
8,6,2015,2018
8,6,2212,2218
8,6,2305,2306
8,6,2515,2524
8,6,3106,3122
8,6,3200,3203
8,6,3389,3401
8,6,3809,3810
8,6,4573,4610
9,5,178,179
9,5,260,273
9,5,419,434
9,5,773,774
9,5,917,920
9,5,973,985
9,5,1337,1345
9,5,1373,1388
9,5,1694,1694
9,5,1804,1812
9,5,2106,2107
9,5,2220,2222
9,5,2313,2336
9,5,2349,2353
9,5,2465,2469
9,5,2866,2874
9,5,2932,2940
9,5,2955,2955
9,5,2963,2982
