machine,idle_power,breakdown_start,breakdown_end
0,1,88,102
0,1,193,198
0,1,285,289
0,1,539,548
0,1,572,576
0,1,738,739
0,1,881,905
0,1,1127,1147
0,1,1341,1344
0,1,1609,1610
0,1,1815,1818
0,1,1829,1832
0,1,1838,1861
0,1,2114,2121
0,1,2405,2416
0,1,2877,2889
0,1,3022,3034
0,1,3134,3134
0,1,3189,3195
0,1,3297,3304
0,1,3507,3524
0,1,3603,3612
0,1,3614,3646
0,1,3663,3664
0,1,3768,3770
0,1,3773,3786
0,1,3964,4031
0,1,4055,4064
0,1,4137,4147
0,1,4203,4210
0,1,4729,4751
0,1,4837,4843
1,2,77,79
1,2,496,513
1,2,712,720
1,2,759,761
1,2,764,776
1,2,877,879
1,2,1304,1309
1,2,1723,1732
1,2,1762,1763
1,2,1773,1784
1,2,1863,1863
1,2,1863,1891
1,2,1900,1950
1,2,2457,2470
1,2,2625,2643
1,2,2643,2644
1,2,2712,2720
1,2,2961,2963
1,2,2988,2988
1,2,3126,3136
1,2,3245,3258
1,2,3471,3472
1,2,3607,3647
1,2,3706,3709
1,2,3832,3836
1,2,3929,3936
1,2,3938,3942
1,2,3958,3960
1,2,4155,4157
1,2,4390,4392
1,2,4499,4509
1,2,4713,4740
2,1,144,145
2,1,581,589
2,1,645,667
2,1,713,721
2,1,1064,1066
2,1,1530,1534
2,1,1911,1911
2,1,1925,1926
2,1,1959,1969
2,1,2000,2019
2,1,2106,2108
2,1,2218,2225
2,1,2681,2685
2,1,2700,2712
2,1,2734,2743
2,1,2779,2795
2,1,2852,2860
2,1,2908,2915
2,1,3007,3013
2,1,3027,3037
2,1,3183,3193
2,1,3225,3235
2,1,3780,3828
2,1,4012,4015
2,1,4284,4299
2,1,4615,4616
2,1,4689,4704
2,1,4954,4969
3,8,44,45
3,8,188,191
3,8,248,248
3,8,365,368
3,8,434,436
3,8,548,569
3,8,578,599
3,8,753,762
3,8,968,983
3,8,1196,1198
3,8,1266,1266
3,8,1335,1335
3,8,1605,1612
3,8,1846,1855
3,8,2036,2041
3,8,2234,2237
3,8,2297,2297
3,8,2337,2341
3,8,2660,2666
3,8,2783,2793
3,8,2841,2864
3,8,3113,3118
3,8,3119,3121
3,8,3270,3280
3,8,3301,3306
3,8,3437,3441
3,8,3445,3445
3,8,3735,3740
3,8,4477,4478
3,8,4526,4552
4,9,154,156
4,9,169,179
4,9,184,185
4,9,217,234
4,9,269,315
4,9,717,719
4,9,877,903
4,9,930,939
4,9,1129,1154
4,9,1471,1473
4,9,1527,1551
4,9,1552,1553
4,9,1567,1572
4,9,1749,1760
4,9,1938,1956
4,9,2106,2107
4,9,2135,2147
4,9,2429,2466
4,9,2880,2882
4,9,2928,2930
4,9,3087,3100
4,9,3226,3227
4,9,3333,3333
4,9,3761,3768
4,9,4053,4053
4,9,4195,4227
4,9,4258,4267
4,9,4383,4393
4,9,4725,4728
4,9,4741,4750
4,9,4937,4943
5,2,175,244
5,2,442,469
5,2,718,721
5,2,767,775
5,2,1181,1190
5,2,1387,1395
5,2,1424,1426
5,2,2001,2001
5,2,2010,2012
5,2,2160,2161
5,2,3350,3356
5,2,3658,3658
5,2,3792,3809
5,2,4020,4032
5,2,4071,4072
5,2,4195,4197
5,2,4620,4638
5,2,4764,4765
5,2,4871,4877
6,8,191,199
6,8,352,352
6,8,1245,1254
6,8,1991,2003
6,8,2486,2487
6,8,2601,2606
6,8,3250,3251
6,8,3367,3374
6,8,3384,3401
6,8,3429,3431
6,8,3907,3907
6,8,4024,4037
6,8,4114,4115
6,8,4197,4203
6,8,4214,4221
6,8,4524,4532
7,5,16,33
7,5,131,146
7,5,276,276
7,5,318,321
7,5,379,386
7,5,448,463
7,5,482,487
7,5,507,518
7,5,561,576
7,5,643,650
7,5,1067,1070
7,5,1391,1422
7,5,1632,1656
7,5,1901,1934
7,5,2007,2021
7,5,2134,2137
7,5,2759,2763
7,5,2863,2865
7,5,2974,2990
7,5,3192,3211
7,5,3687,3694
7,5,3713,3715
7,5,3869,3898
7,5,4199,4231
7,5,4276,4282
7,5,4358,4362
7,5,4499,4511
7,5,4716,4730
7,5,4897,4922
7,5,4963,4975
8,6,285,297
8,6,305,306
8,6,354,362
8,6,471,479
8,6,598,609
8,6,719,728
8,6,872,902
8,6,961,968
8,6,971,983
8,6,1027,1029
8,6,1514,1519
8,6,1599,1623
8,6,1642,1648
8,6,2019,2021
8,6,2184,2187
8,6,2259,2263
8,6,2682,2685
8,6,2688,2696
8,6,2764,2799
8,6,3117,3120
8,6,3125,3140
8,6,3312,3315
8,6,3421,3424
8,6,3552,3562
8,6,3606,3608
8,6,3662,3662
8,6,3846,3847
8,6,4159,4165
8,6,4331,4335
8,6,4532,4534
8,6,4607,4609
8,6,4651,4663
8,6,4915,4915
9,4,54,67
9,4,126,126
9,4,247,263
9,4,465,484
9,4,540,540
9,4,1018,1025
9,4,1145,1147
9,4,1320,1338
9,4,1587,1596
9,4,1718,1721
9,4,1872,1888
9,4,2261,2269
9,4,2306,2308
9,4,2326,2328
9,4,2352,2358
9,4,3291,3291
9,4,3485,3489
9,4,3596,3598
9,4,3741,3746
9,4,3862,3864
9,4,4333,4379
9,4,4390,4391
9,4,4417,4420
9,4,4449,4453
9,4,4796,4801
9,4,4912,4920
