kind,task,machine_selectable,process_time,power
0,0,"(12, 0, 2, 4, 8, 6, 5, 1, 14)","(13, 7, 9, 7, 9, 7, 14, 6, 15)","(34, 29, 115, 66, 86, 168, 41, 29, 176)"
0,1,"(6, 10, 7, 2, 5, 12, 11, 4, 3)","(3, 16, 17, 16, 10, 1, 16, 4, 12)","(134, 98, 179, 182, 150, 146, 62, 90, 13)"
0,2,"(14, 1, 10, 4, 3)","(12, 11, 20, 1, 5)","(32, 13, 58, 99, 154)"
0,3,"(6, 4, 12, 11, 0, 5, 13, 10, 14, 7, 9, 8, 3, 2)","(14, 12, 3, 7, 3, 12, 15, 2, 19, 4, 19, 10, 9, 12)","(49, 172, 155, 101, 49, 162, 109, 187, 137, 24, 157, 143, 35, 199)"
0,4,"(4, 1, 0, 7, 6, 8, 13, 9, 14, 3)","(10, 18, 12, 14, 15, 11, 17, 11, 8, 9)","(53, 45, 15, 90, 90, 68, 13, 17, 44, 166)"
0,5,"(9, 12, 7, 10, 14, 5, 6, 8, 0)","(16, 7, 10, 3, 1, 12, 17, 6, 1)","(190, 45, 45, 70, 25, 111, 50, 123, 163)"
0,6,"(3, 1, 13, 4)","(16, 7, 2, 16)","(174, 69, 141, 19)"
0,7,"(8, 5, 11, 12, 6, 7, 3, 9, 2, 10)","(20, 11, 4, 9, 11, 3, 18, 5, 17, 19)","(126, 123, 90, 40, 125, 95, 134, 129, 64, 17)"
1,0,"(14, 1, 12)","(1, 12, 17)","(180, 126, 36)"
1,1,"(2, 0, 9, 5)","(15, 20, 13, 18)","(112, 112, 51, 132)"
1,2,"(13, 1, 6, 3, 9, 0, 12, 14, 11)","(4, 9, 2, 11, 13, 5, 15, 6, 11)","(192, 13, 183, 144, 144, 165, 36, 27, 32)"
1,3,"(0, 6, 14, 1, 11, 8, 12, 4, 2, 10, 3, 13, 7, 9)","(15, 5, 15, 16, 5, 8, 17, 17, 15, 18, 9, 12, 15, 2)","(70, 170, 186, 48, 65, 71, 113, 124, 190, 89, 81, 180, 105, 191)"
1,4,"(1, 8)","(19, 10)","(43, 46)"
1,5,"(6, 5, 8, 0, 12, 4, 7, 13, 10, 14, 9, 3, 2, 1, 11)","(13, 16, 19, 13, 9, 16, 4, 12, 1, 11, 14, 11, 12, 17, 8)","(178, 26, 36, 68, 53, 131, 31, 157, 166, 191, 146, 25, 12, 126, 153)"
1,6,"(5, 14, 6, 11, 10)","(18, 10, 10, 20, 10)","(124, 183, 123, 54, 180)"
