kind,task,machine_selectable,process_time,power
0,0,"(10, 0, 17, 13, 6, 18, 5, 2, 19, 1, 14)","(20, 20, 2, 19, 17, 14, 12, 12, 18, 6, 19)","(40, 133, 25, 129, 31, 196, 14, 197, 64, 109, 61)"
0,1,"(1, 19, 4, 0, 9)","(2, 5, 3, 5, 18)","(160, 46, 166, 113, 140)"
0,2,"(14, 5, 17, 16, 13, 8, 3, 10, 6, 4, 19, 2, 11, 9, 18, 12, 15, 0, 7)","(15, 2, 7, 6, 10, 4, 13, 15, 16, 6, 11, 2, 14, 1, 15, 2, 17, 7, 8)","(35, 122, 189, 195, 162, 49, 146, 137, 83, 81, 92, 82, 55, 47, 44, 69, 19, 19, 57)"
0,3,"(14, 17, 3, 18)","(20, 14, 16, 20)","(145, 78, 142, 121)"
0,4,"(16, 9, 5, 6, 14, 10, 18, 4, 15, 3, 7)","(6, 1, 11, 8, 8, 13, 16, 16, 11, 13, 17)","(104, 68, 154, 89, 68, 87, 133, 11, 24, 171, 25)"
0,5,"(10, 16, 2, 5, 1, 9, 6, 13, 8, 11, 17, 12, 18)","(11, 10, 18, 15, 10, 5, 3, 2, 14, 8, 2, 17, 9)","(91, 63, 172, 48, 136, 90, 169, 104, 145, 84, 44, 34, 149)"
0,6,"(5, 1, 8, 4, 18, 17, 2, 13, 0, 14, 7, 6, 15, 11, 19, 16, 9)","(16, 4, 15, 4, 4, 11, 3, 6, 12, 14, 1, 14, 10, 14, 17, 13, 8)","(51, 143, 55, 147, 168, 38, 57, 117, 113, 46, 18, 115, 107, 137, 150, 58, 187)"
1,0,"(14,)","(18,)","(27,)"
1,1,"(18, 17, 7, 14, 19, 8, 6)","(20, 19, 8, 19, 17, 10, 1)","(81, 88, 91, 93, 112, 109, 74)"
1,2,"(5,)","(3,)","(145,)"
1,3,"(19, 15, 7, 5)","(1, 17, 20, 5)","(173, 166, 129, 121)"
1,4,"(13,)","(12,)","(140,)"
1,5,"(4, 2, 10, 12, 1, 14)","(1, 2, 15, 11, 18, 12)","(153, 51, 124, 129, 195, 89)"
1,6,"(6, 8, 14, 4, 17, 1, 16)","(14, 5, 18, 18, 18, 4, 4)","(105, 35, 79, 36, 151, 112, 197)"
1,7,"(5, 9, 19, 13, 18, 7)","(11, 6, 13, 20, 10, 16)","(147, 10, 191, 144, 116, 153)"
1,8,"(9, 13, 10, 8, 11)","(6, 4, 7, 12, 7)","(12, 95, 129, 188, 66)"
1,9,"(3, 7, 12, 4, 11, 15, 19, 0, 14, 9, 13)","(3, 12, 8, 8, 3, 17, 16, 2, 19, 18, 14)","(26, 92, 92, 40, 133, 151, 53, 138, 197, 55, 161)"
2,0,"(10, 0, 7, 13, 15, 8, 11, 19, 9, 4, 1, 14, 12, 3, 17)","(11, 13, 1, 17, 3, 11, 2, 1, 15, 8, 19, 1, 4, 11, 6)","(103, 112, 110, 92, 192, 121, 46, 62, 45, 147, 60, 192, 191, 67, 168)"
2,1,"(8, 9, 6, 0, 19, 15)","(14, 1, 17, 4, 12, 9)","(105, 164, 38, 169, 92, 82)"
2,2,"(19, 5, 16, 18, 9, 2, 3, 13, 7, 0, 10, 15, 12, 4, 8)","(5, 9, 4, 17, 16, 17, 10, 16, 13, 15, 4, 4, 7, 14, 14)","(79, 35, 50, 56, 57, 125, 176, 191, 145, 174, 150, 56, 63, 14, 164)"
2,3,"(14, 8)","(11, 5)","(26, 99)"
2,4,"(18, 14, 11, 6, 2, 12)","(11, 5, 17, 19, 4, 16)","(142, 86, 106, 66, 63, 166)"
2,5,"(1, 15, 7, 4, 18)","(13, 3, 3, 4, 19)","(198, 83, 119, 182, 110)"
2,6,"(3, 2, 8, 13, 10, 16)","(2, 11, 1, 15, 3, 12)","(125, 49, 61, 170, 153, 92)"
