machine,idle_power,breakdown_start,breakdown_end
0,3,9,12
0,3,93,138
0,3,217,245
0,3,310,322
0,3,498,505
0,3,871,896
0,3,1036,1040
0,3,1361,1361
0,3,1525,1543
0,3,1640,1640
0,3,1880,1892
0,3,1922,1924
0,3,2170,2178
0,3,2395,2411
0,3,2443,2447
0,3,2748,2748
0,3,2787,2790
0,3,2861,2861
0,3,3168,3170
0,3,3384,3387
0,3,3669,3682
0,3,3687,3691
0,3,4369,4369
0,3,4405,4427
0,3,4497,4532
0,3,4598,4599
0,3,4860,4863
1,6,78,81
1,6,141,142
1,6,205,205
1,6,400,408
1,6,547,566
1,6,695,697
1,6,817,820
1,6,1138,1162
1,6,1231,1235
1,6,1355,1377
1,6,1415,1420
1,6,1800,1803
1,6,1893,1895
1,6,2142,2160
1,6,2539,2557
1,6,2560,2563
1,6,2701,2706
1,6,3038,3061
1,6,3171,3172
1,6,3261,3278
1,6,3316,3323
1,6,3347,3353
1,6,3656,3680
1,6,3720,3729
1,6,3939,3939
1,6,4082,4083
1,6,4120,4135
1,6,4156,4172
1,6,4389,4391
1,6,4405,4424
1,6,4867,4875
2,9,80,96
2,9,117,118
2,9,436,468
2,9,477,495
2,9,555,560
2,9,755,766
2,9,1091,1117
2,9,1220,1238
2,9,1324,1328
2,9,1354,1356
2,9,1551,1553
2,9,1602,1603
2,9,1668,1668
2,9,2115,2127
2,9,2454,2487
2,9,2547,2556
2,9,2617,2629
2,9,2670,2673
2,9,2755,2755
2,9,3472,3477
2,9,3651,3663
2,9,3696,3696
2,9,4038,4053
2,9,4509,4523
2,9,4558,4560
2,9,4928,4931
2,9,4960,4970
2,9,4973,4989
3,3,301,303
3,3,558,560
3,3,615,636
3,3,698,698
3,3,901,919
3,3,1213,1217
3,3,1393,1405
3,3,1480,1501
3,3,2578,2587
3,3,2604,2604
3,3,2798,2805
3,3,2948,2949
3,3,3054,3066
3,3,3277,3284
3,3,3383,3398
3,3,3498,3498
3,3,3774,3774
3,3,4458,4476
3,3,4515,4525
3,3,4731,4735
4,4,571,579
4,4,1471,1471
4,4,1622,1637
4,4,1814,1819
4,4,1842,1865
4,4,1955,1968
4,4,2077,2080
4,4,2267,2285
4,4,2481,2491
4,4,2545,2551
4,4,2570,2570
4,4,2632,2648
4,4,2868,2882
4,4,3091,3093
4,4,4035,4055
4,4,4152,4161
4,4,4364,4373
4,4,4513,4514
4,4,4983,4985
5,1,124,137
5,1,227,232
5,1,756,801
5,1,870,870
5,1,1028,1028
5,1,1094,1094
5,1,1329,1346
5,1,1370,1372
5,1,1654,1659
5,1,1812,1818
5,1,1839,1840
5,1,2194,2201
5,1,2273,2273
5,1,2287,2292
5,1,3725,3736
5,1,3808,3816
5,1,4255,4258
5,1,4779,4816
6,6,88,93
6,6,268,289
6,6,344,350
6,6,457,470
6,6,725,757
6,6,839,845
6,6,915,933
6,6,1054,1056
6,6,1056,1078
6,6,1203,1208
6,6,1218,1218
6,6,1256,1259
6,6,1318,1348
6,6,1474,1485
6,6,1493,1495
6,6,1685,1689
6,6,1727,1744
6,6,2075,2088
