machine,idle_power,breakdown_start,breakdown_end
0,9,406,429
0,9,551,561
0,9,1029,1045
0,9,1103,1109
0,9,1155,1157
0,9,1289,1297
0,9,1577,1580
0,9,1714,1717
0,9,1740,1750
0,9,1911,1933
0,9,2759,2760
0,9,2910,2914
0,9,3010,3010
0,9,3080,3086
0,9,3341,3352
0,9,3389,3404
0,9,3522,3552
0,9,3721,3722
0,9,3726,3744
0,9,3854,3855
0,9,4173,4174
1,6,360,367
1,6,745,756
1,6,799,803
1,6,859,867
1,6,1035,1044
1,6,1076,1076
1,6,1363,1388
1,6,1552,1555
1,6,1637,1649
1,6,1778,1797
1,6,1984,1985
1,6,2063,2100
1,6,2157,2167
1,6,2212,2216
1,6,2540,2546
1,6,2707,2708
1,6,2739,2755
1,6,2963,2964
1,6,2971,2979
1,6,3002,3003
1,6,3091,3093
1,6,3923,3929
1,6,4139,4139
1,6,4153,4167
1,6,4229,4229
1,6,4462,4473
1,6,4628,4628
1,6,4630,4645
1,6,4947,4978
2,8,510,514
2,8,1253,1258
2,8,1852,1862
2,8,1863,1865
2,8,1884,1889
2,8,1945,1952
2,8,1970,1970
2,8,2109,2110
2,8,2187,2209
2,8,2218,2222
2,8,2333,2346
2,8,2451,2452
2,8,3162,3175
2,8,3294,3316
2,8,3356,3371
2,8,3810,3818
2,8,3962,3975
2,8,4000,4012
2,8,4058,4060
2,8,4064,4080
2,8,4254,4264
2,8,4278,4280
2,8,4325,4325
2,8,4398,4401
2,8,4445,4446
2,8,4622,4630
2,8,4751,4755
2,8,4842,4851
2,8,4894,4918
2,8,4989,4991
3,1,36,36
3,1,346,354
3,1,415,415
3,1,1054,1058
3,1,1239,1252
3,1,1309,1340
3,1,1490,1497
3,1,1618,1685
3,1,1744,1752
3,1,1801,1809
3,1,1881,1885
3,1,2003,2016
3,1,2358,2360
3,1,2419,2422
3,1,2599,2600
3,1,2712,2712
3,1,2804,2806
3,1,2979,3004
3,1,3252,3260
3,1,3306,3321
3,1,3420,3420
3,1,4006,4006
3,1,4029,4035
3,1,4144,4146
3,1,4261,4277
3,1,4333,4344
3,1,4940,4948
4,8,85,86
4,8,295,296
4,8,480,512
4,8,875,899
4,8,987,991
4,8,1043,1054
4,8,1427,1427
4,8,1743,1747
4,8,2194,2197
4,8,2300,2305
4,8,2476,2483
4,8,3036,3036
4,8,3089,3097
4,8,3134,3153
4,8,3416,3419
4,8,3584,3600
4,8,3711,3723
4,8,3831,3843
4,8,3921,3922
4,8,4135,4135
4,8,4217,4220
4,8,4239,4272
4,8,4344,4349
4,8,4375,4382
4,8,4598,4610
4,8,4647,4649
4,8,4861,4865
4,8,4880,4880
5,4,79,82
5,4,231,231
5,4,433,445
5,4,449,456
5,4,461,461
5,4,925,925
5,4,1108,1115
5,4,1363,1365
5,4,1601,1602
5,4,1602,1608
5,4,1789,1803
5,4,1951,1952
5,4,2004,2021
5,4,2059,2069
5,4,2070,2073
5,4,2077,2101
5,4,2236,2239
5,4,2363,2364
5,4,2847,2849
5,4,3243,3247
5,4,3366,3366
5,4,3426,3433
5,4,4041,4041
5,4,4086,4090
5,4,4323,4354
5,4,4554,4565
5,4,4724,4724
5,4,4808,4809
5,4,4829,4836
5,4,4862,4870
6,4,85,85
6,4,373,373
6,4,717,729
6,4,799,800
6,4,836,877
6,4,1073,1075
6,4,1128,1147
6,4,1391,1395
6,4,1463,1467
6,4,1598,1600
6,4,1622,1641
6,4,1652,1668
6,4,2000,2022
6,4,2028,2034
6,4,2068,2071
6,4,2190,2213
6,4,2486,2505
6,4,2743,2744
6,4,2777,2779
6,4,2835,2841
6,4,3527,3529
6,4,3529,3542
6,4,3568,3572
6,4,3658,3669
6,4,3706,3723
6,4,4020,4022
6,4,4245,4254
6,4,4373,4374
6,4,4434,4439
6,4,4514,4517
6,4,4706,4720
6,4,4920,4922
7,5,159,183
7,5,820,826
7,5,898,911
7,5,1057,1076
7,5,1168,1168
7,5,1182,1184
7,5,1441,1453
7,5,1473,1475
7,5,1541,1541
7,5,1677,1709
7,5,2141,2156
7,5,2183,2186
7,5,2223,2226
7,5,2311,2313
7,5,2354,2356
7,5,3077,3077
7,5,3202,3235
7,5,3336,3342
7,5,3600,3608
7,5,3702,3706
7,5,3798,3820
7,5,3909,3913
7,5,4002,4007
7,5,4103,4104
7,5,4243,4258
7,5,4258,4277
7,5,4311,4318
7,5,4331,4351
7,5,4768,4790
7,5,4930,4944
8,7,243,245
8,7,298,314
8,7,340,351
8,7,392,411
8,7,796,828
8,7,899,921
8,7,993,993
8,7,1018,1052
8,7,1340,1356
8,7,1692,1697
