kind,task,machine_selectable,process_time,power
0,0,"(11, 3, 6, 4, 7, 1, 9, 8)","(18, 5, 19, 12, 12, 14, 12, 15)","(11, 13, 24, 109, 31, 157, 121, 103)"
0,1,"(6, 2, 13, 0)","(11, 18, 12, 16)","(40, 146, 138, 61)"
0,2,"(0, 9, 3, 13, 10, 6, 5, 8)","(4, 2, 9, 8, 11, 1, 19, 4)","(10, 120, 62, 141, 148, 200, 16, 33)"
0,3,"(13, 12, 4, 9, 6, 2, 0, 5)","(4, 19, 13, 13, 13, 8, 5, 19)","(96, 165, 153, 113, 37, 196, 128, 61)"
0,4,"(7, 0, 3, 14, 10, 4, 12, 11, 8, 2, 9, 1, 6, 5, 13)","(2, 12, 5, 9, 13, 9, 16, 17, 4, 8, 15, 1, 12, 2, 6)","(53, 84, 134, 162, 184, 118, 134, 80, 106, 51, 44, 145, 108, 85, 33)"
0,5,"(1, 5, 14, 10, 8, 6, 11)","(13, 19, 20, 4, 17, 5, 20)","(143, 46, 191, 33, 11, 135, 92)"
0,6,"(8, 9)","(7, 8)","(60, 78)"
0,7,"(1, 11, 9, 13, 4, 5, 8, 6, 2, 10, 3, 0, 14, 12, 7)","(6, 9, 1, 4, 1, 18, 8, 6, 4, 19, 1, 5, 1, 9, 7)","(49, 200, 96, 27, 44, 70, 112, 183, 145, 20, 162, 54, 62, 42, 108)"
0,8,"(4, 10, 6, 13, 8, 7, 2, 1, 12, 11, 14, 0, 3, 5)","(4, 1, 8, 8, 6, 1, 7, 5, 4, 14, 13, 11, 6, 10)","(51, 22, 159, 150, 116, 13, 105, 68, 46, 67, 120, 40, 23, 158)"
0,9,"(6, 14, 0, 8, 4, 5, 9, 2, 1, 10, 12)","(15, 10, 17, 11, 5, 1, 14, 14, 10, 17, 14)","(146, 66, 93, 76, 70, 31, 28, 184, 69, 53, 96)"
1,0,"(14, 6, 10, 4, 5, 2, 11, 7)","(13, 6, 14, 14, 8, 17, 18, 1)","(81, 109, 124, 85, 62, 91, 153, 175)"
1,1,"(8, 10, 14, 4, 1, 0, 6, 5, 11, 7, 12)","(16, 15, 1, 16, 17, 16, 8, 6, 18, 7, 6)","(86, 21, 86, 18, 29, 173, 51, 131, 17, 121, 48)"
1,2,"(2, 0, 3, 13, 6, 11, 5, 10, 12, 9, 4, 8)","(18, 4, 14, 16, 10, 12, 14, 17, 4, 12, 3, 16)","(15, 39, 85, 143, 145, 159, 128, 199, 174, 118, 18, 46)"
1,3,"(12, 10, 3, 8, 14, 4, 6)","(17, 19, 15, 6, 10, 1, 11)","(157, 29, 95, 29, 73, 181, 122)"
1,4,"(11, 14, 7, 9, 4, 13, 3, 8, 6, 5, 2, 12, 10, 0)","(3, 8, 1, 1, 7, 5, 20, 12, 8, 2, 11, 19, 3, 11)","(142, 19, 22, 138, 91, 151, 193, 29, 41, 166, 120, 71, 177, 165)"
2,0,"(0, 6, 7, 2, 11, 4, 14, 13, 8, 1, 5, 9)","(17, 9, 12, 20, 10, 4, 19, 14, 10, 18, 8, 15)","(190, 150, 122, 14, 105, 196, 157, 59, 164, 118, 118, 160)"
2,1,"(10, 8, 2, 1, 5, 7, 4)","(7, 16, 8, 2, 2, 11, 13)","(102, 153, 171, 56, 141, 148, 109)"
2,2,"(0, 4, 14)","(7, 4, 1)","(37, 134, 46)"
2,3,"(12, 3, 4, 8, 9, 2, 0, 10, 13)","(1, 5, 11, 18, 20, 3, 4, 17, 14)","(132, 104, 173, 42, 198, 139, 122, 51, 11)"
2,4,"(5, 9, 11)","(5, 6, 13)","(45, 75, 42)"
2,5,"(12, 14, 8, 4, 1, 2, 6, 3, 9)","(1, 17, 4, 5, 20, 2, 16, 20, 13)","(100, 21, 42, 153, 119, 153, 55, 111, 168)"
2,6,"(11, 2, 7, 4, 6)","(1, 4, 19, 17, 16)","(163, 41, 143, 119, 24)"
2,7,"(2, 11, 14)","(7, 9, 10)","(199, 30, 174)"
3,0,"(12, 13, 2, 11, 7, 9, 6, 10, 8, 14, 0, 5, 1, 4, 3)","(6, 5, 1, 12, 17, 6, 3, 12, 11, 5, 4, 11, 9, 11, 5)","(182, 147, 136, 78, 31, 44, 33, 67, 112, 94, 124, 182, 20, 50, 170)"
3,1,"(5, 14, 10, 6)","(7, 18, 1, 10)","(63, 125, 56, 173)"
3,2,"(5, 14, 3, 4)","(16, 19, 17, 12)","(193, 160, 190, 179)"
3,3,"(6, 12, 2, 10)","(20, 2, 3, 19)","(147, 30, 24, 42)"
3,4,"(10, 2, 13, 4, 11, 5, 12, 1)","(18, 19, 2, 17, 12, 5, 17, 14)","(148, 80, 142, 115, 90, 199, 191, 175)"
3,5,"(2, 9, 7, 13, 6, 12, 0, 11, 1, 4, 14)","(20, 12, 12, 6, 11, 12, 11, 2, 8, 8, 16)","(52, 117, 190, 140, 101, 180, 116, 125, 32, 95, 40)"
3,6,"(9, 2, 8, 3, 6, 13, 5, 12, 7)","(10, 15, 12, 19, 17, 6, 1, 20, 17)","(10, 197, 70, 131, 21, 106, 104, 91, 20)"
3,7,"(14, 0, 6, 2)","(12, 16, 10, 19)","(121, 41, 63, 100)"
4,0,"(4, 9, 3, 7, 10, 2, 12, 6)","(1, 2, 4, 6, 16, 13, 8, 19)","(106, 193, 103, 132, 40, 57, 47, 35)"
4,1,"(7, 8, 9, 4, 0, 11, 5, 14, 6, 10, 2, 3, 12)","(12, 20, 8, 20, 4, 5, 7, 18, 19, 4, 16, 2, 12)","(171, 137, 143, 32, 187, 96, 59, 36, 90, 69, 128, 31, 104)"
4,2,"(7, 6, 3)","(1, 12, 17)","(72, 199, 134)"
4,3,"(9, 1, 0, 12, 13, 7, 4, 3)","(12, 12, 14, 18, 8, 9, 10, 16)","(93, 14, 158, 79, 54, 86, 187, 181)"
4,4,"(6,)","(2,)","(39,)"
5,0,"(13, 4, 8, 6)","(3, 20, 4, 18)","(35, 38, 128, 130)"
5,1,"(10, 9, 0, 13, 14, 11, 12, 8)","(19, 4, 14, 9, 16, 9, 2, 14)","(75, 118, 66, 95, 31, 180, 200, 170)"
5,2,"(14,)","(17,)","(195,)"
5,3,"(12, 6)","(3, 7)","(43, 147)"
5,4,"(0, 1, 10, 2, 14, 6, 8)","(19, 6, 20, 7, 9, 7, 13)","(151, 119, 186, 90, 99, 55, 69)"
5,5,"(10, 5, 3, 14, 9)","(8, 17, 13, 2, 10)","(195, 91, 33, 131, 41)"
5,6,"(6, 3, 5, 12, 10, 1, 0, 14, 8, 13)","(15, 3, 8, 9, 1, 17, 8, 20, 1, 8)","(141, 196, 110, 19, 184, 48, 101, 135, 30, 52)"
5,7,"(2, 11)","(9, 1)","(13, 196)"
5,8,"(7, 8, 4, 1, 13, 2, 6, 3, 11, 14, 10, 9)","(15, 3, 15, 8, 20, 20, 1, 13, 18, 2, 16, 8)","(198, 102, 152, 199, 120, 43, 23, 110, 37, 54, 169, 33)"
6,0,"(8, 4, 1, 0, 3, 2)","(17, 9, 7, 7, 17, 18)","(105, 113, 186, 66, 64, 56)"
6,1,"(14, 9, 2, 1, 6, 5, 11, 3, 0, 12)","(12, 14, 15, 15, 16, 4, 13, 4, 16, 11)","(149, 121, 93, 197, 144, 63, 192, 88, 28, 34)"
6,2,"(5, 14, 13, 3, 7, 4, 10, 0, 9, 6, 1, 12)","(14, 14, 16, 2, 7, 15, 20, 3, 6, 3, 12, 18)","(54, 85, 141, 184, 113, 37, 43, 190, 139, 81, 94, 154)"
6,3,"(5, 10, 3, 4, 14, 7, 13, 11, 0, 1)","(11, 16, 1, 12, 20, 17, 10, 4, 10, 17)","(130, 49, 31, 142, 26, 112, 113, 70, 129, 198)"
6,4,"(13, 11, 2, 4, 6, 5, 8, 7, 10, 14, 9, 0, 1, 12)","(18, 19, 2, 15, 9, 14, 17, 6, 14, 7, 19, 11, 11, 6)","(143, 126, 26, 195, 52, 140, 10, 55, 195, 182, 55, 194, 169, 118)"
7,0,"(8, 10, 2, 12, 13, 6, 5, 11)","(19, 14, 12, 12, 17, 19, 10, 18)","(22, 191, 170, 64, 45, 181, 98, 10)"
7,1,"(9, 12, 5, 0, 4, 8)","(14, 9, 7, 9, 18, 5)","(120, 146, 79, 25, 139, 59)"
7,2,"(6, 12, 10, 2, 4)","(17, 18, 2, 19, 5)","(78, 156, 181, 108, 19)"
7,3,"(3, 10, 2, 5, 9, 0, 14, 12, 8, 4)","(4, 14, 16, 12, 15, 18, 5, 12, 11, 15)","(123, 35, 143, 64, 112, 194, 24, 128, 71, 102)"
7,4,"(6, 11, 4, 12, 14, 10, 9, 1)","(17, 1, 3, 11, 10, 11, 16, 9)","(30, 32, 88, 197, 147, 104, 155, 112)"
8,0,"(5, 12, 4, 13, 8, 14, 7, 11, 10)","(1, 20, 12, 12, 4, 18, 11, 11, 11)","(117, 53, 70, 168, 139, 72, 42, 36, 146)"
8,1,"(7, 8, 3, 6, 4, 0, 13)","(2, 14, 7, 5, 6, 20, 16)","(58, 185, 40, 42, 176, 123, 61)"
8,2,"(11, 3, 10, 4, 12, 14)","(3, 9, 8, 14, 7, 9)","(195, 54, 117, 124, 56, 26)"
8,3,"(9, 14)","(11, 14)","(84, 178)"
8,4,"(13, 6, 8, 2, 12, 3, 1, 10, 14, 9, 4, 11, 5, 0)","(20, 17, 10, 17, 15, 3, 8, 1, 4, 7, 19, 13, 9, 16)","(97, 64, 178, 181, 175, 87, 64, 104, 72, 65, 23, 41, 102, 67)"
8,5,"(6, 14, 5, 2, 3, 12, 7, 8, 1, 13, 0, 9, 4, 10, 11)","(4, 7, 19, 12, 3, 4, 13, 15, 7, 13, 4, 19, 18, 7, 4)","(56, 44, 89, 97, 88, 159, 157, 63, 172, 150, 180, 16, 13, 59, 56)"
8,6,"(2, 5, 0, 8, 14, 6, 10, 1, 12, 11, 13)","(15, 8, 19, 14, 19, 16, 3, 17, 7, 17, 13)","(23, 32, 11, 113, 26, 111, 179, 159, 189, 28, 112)"
