machine,idle_power,breakdown_start,breakdown_end
0,3,2,9
0,3,160,164
0,3,202,204
0,3,468,472
0,3,734,746
0,3,980,983
0,3,1339,1343
0,3,1534,1545
0,3,1559,1579
0,3,1698,1699
0,3,1715,1721
0,3,1747,1747
0,3,1922,1934
0,3,2018,2038
0,3,2219,2239
0,3,2261,2271
0,3,2281,2306
0,3,2697,2707
0,3,2845,2853
0,3,3546,3566
0,3,4196,4206
0,3,4406,4430
0,3,4624,4653
0,3,4699,4702
0,3,4714,4737
0,3,4780,4846
0,3,4873,4889
1,2,39,41
1,2,56,77
1,2,247,248
1,2,304,324
1,2,359,407
1,2,715,724
1,2,728,740
1,2,851,851
1,2,892,915
1,2,1158,1164
1,2,1441,1441
1,2,1584,1591
1,2,1770,1774
1,2,1797,1800
1,2,2071,2074
1,2,2202,2222
1,2,2984,2985
1,2,3176,3181
1,2,3219,3236
1,2,3309,3321
1,2,3522,3524
1,2,3881,3891
1,2,3927,3932
1,2,4174,4192
1,2,4311,4328
1,2,4453,4464
2,5,9,10
2,5,882,883
2,5,1227,1228
2,5,1352,1355
2,5,1360,1368
2,5,1417,1421
2,5,1422,1422
2,5,1710,1716
2,5,1805,1830
2,5,1854,1858
2,5,2436,2441
2,5,2575,2579
2,5,2675,2677
2,5,2703,2724
2,5,2876,2880
2,5,3130,3137
2,5,3432,3434
2,5,3792,3806
2,5,3812,3839
2,5,3981,3988
2,5,4168,4168
2,5,4391,4398
2,5,4632,4650
2,5,4796,4796
3,9,213,223
3,9,424,430
3,9,1008,1012
3,9,1517,1517
3,9,1534,1537
3,9,1543,1563
3,9,1566,1569
3,9,1636,1638
3,9,2453,2453
3,9,2552,2571
3,9,2588,2597
3,9,2730,2730
3,9,3010,3012
3,9,3411,3412
3,9,3518,3525
3,9,3575,3579
3,9,3976,3984
3,9,4021,4025
3,9,4238,4238
3,9,4291,4299
3,9,4328,4339
3,9,4671,4678
3,9,4781,4781
3,9,4978,4980
4,3,748,753
4,3,934,960
4,3,1318,1327
4,3,1668,1668
4,3,2201,2203
4,3,2396,2399
4,3,2448,2448
4,3,2555,2570
4,3,2688,2693
4,3,2835,2882
4,3,2943,2973
4,3,2996,3010
4,3,3445,3448
4,3,3866,3886
4,3,4307,4321
4,3,4464,4479
4,3,4496,4523
4,3,4546,4587
4,3,4841,4844
5,4,150,151
5,4,445,449
5,4,1357,1358
5,4,1414,1441
5,4,1466,1483
5,4,1508,1508
5,4,1591,1614
5,4,1851,1888
5,4,1934,1960
5,4,1990,2010
5,4,2436,2439
5,4,2612,2633
5,4,2893,2900
5,4,3017,3020
5,4,3066,3068
5,4,3405,3406
5,4,3554,3559
5,4,3638,3639
5,4,3654,3655
5,4,3938,3946
5,4,3999,4008
5,4,4310,4310
5,4,4396,4402
5,4,4642,4650
5,4,4677,4678
5,4,4925,4926
5,4,4952,4952
6,7,222,229
6,7,371,388
6,7,446,459
6,7,910,915
6,7,941,955
6,7,1226,1255
6,7,1439,1441
6,7,1812,1818
6,7,2044,2044
6,7,2247,2250
6,7,2422,2446
6,7,2728,2728
6,7,2778,2779
6,7,2827,2856
6,7,3087,3091
6,7,3472,3473
6,7,3511,3511
6,7,3916,3956
6,7,4369,4370
6,7,4725,4744
6,7,4874,4896
7,6,6,7
7,6,138,142
7,6,199,215
7,6,298,299
7,6,404,425
7,6,1113,1115
7,6,1199,1218
7,6,1300,1306
7,6,1362,1363
7,6,1968,1970
7,6,2144,2156
7,6,2175,2177
7,6,2224,2232
7,6,2278,2282
7,6,2300,2304
7,6,2494,2502
7,6,2533,2539
7,6,2566,2582
7,6,2597,2627
7,6,2797,2798
7,6,3178,3179
7,6,3190,3190
7,6,3588,3596
7,6,3710,3719
7,6,3845,3847
7,6,3858,3859
7,6,4298,4310
7,6,4841,4862
7,6,4916,4922
7,6,4922,4955
8,9,403,407
8,9,637,650
8,9,722,733
8,9,947,954
8,9,1162,1186
8,9,1367,1374
8,9,1904,1907
8,9,1953,1957
8,9,2224,2224
8,9,2299,2302
8,9,2601,2607
8,9,2785,2791
8,9,3168,3187
8,9,3392,3414
8,9,3911,3915
8,9,4489,4500
8,9,4718,4730
8,9,4958,4965
9,2,100,121
9,2,198,218
9,2,462,463
9,2,731,743
9,2,888,896
9,2,942,953
9,2,981,990
9,2,1642,1652
9,2,1786,1789
9,2,1831,1838
9,2,1851,1851
9,2,2133,2134
9,2,2193,2222
9,2,2244,2245
9,2,2316,2316
9,2,2734,2750
9,2,2897,2903
9,2,2909,2910
9,2,2938,2940
9,2,3047,3049
9,2,3115,3115
9,2,4162,4165
10,5,64,64
10,5,86,109
10,5,503,507
10,5,713,735
10,5,812,820
10,5,859,869
10,5,981,1000
10,5,1270,1272
10,5,1464,1499
10,5,1544,1544
10,5,1836,1852
10,5,2320,2323
10,5,2439,2487
10,5,2650,2650
10,5,2940,2950
10,5,3091,3103
10,5,3270,3284
10,5,3399,3405
10,5,3656,3657
10,5,3684,3684
10,5,3893,3905
10,5,4478,4484
10,5,4525,4538
10,5,4632,4640
10,5,4668,4684
10,5,4790,4794
11,1,287,287
11,1,567,575
11,1,750,755
11,1,819,827
11,1,1296,1304
11,1,1464,1464
11,1,1509,1518
11,1,1615,1617
11,1,1734,1738
11,1,1934,1953
11,1,2139,2140
11,1,2595,2598
11,1,2716,2722
11,1,2754,2755
11,1,2899,2905
11,1,3532,3540
11,1,3741,3744
11,1,3744,3766
11,1,4141,4148
11,1,4205,4210
11,1,4278,4286
11,1,4362,4366
11,1,4813,4822
11,1,4918,4919
12,2,24,31
12,2,410,431
12,2,635,639
12,2,729,737
12,2,975,983
12,2,1147,1169
12,2,1236,1241
12,2,1353,1353
12,2,1787,1791
12,2,2282,2282
12,2,3521,3522
12,2,3897,3900
12,2,4019,4044
12,2,4770,4786
13,3,814,816
13,3,1058,1060
13,3,1087,1088
13,3,1254,1254
13,3,1668,1673
13,3,1693,1700
13,3,1832,1834
13,3,1917,1925
13,3,2080,2086
13,3,2123,2125
13,3,2580,2612
13,3,2704,2706
13,3,2810,2814
13,3,3246,3274
13,3,3942,3949
13,3,4194,4195
13,3,4199,4200
14,8,187,192
14,8,540,544
14,8,842,842
14,8,948,948
14,8,1076,1097
14,8,1177,1178
14,8,1207,1208
14,8,2234,2238
14,8,2396,2396
14,8,2600,2608
14,8,2711,2713
14,8,3478,3498
14,8,3716,3721
14,8,3744,3751
14,8,3763,3787
14,8,3915,3920
14,8,4048,4058
14,8,4108,4108
14,8,4372,4375
14,8,4438,4462
14,8,4685,4687
14,8,4851,4859
14,8,4859,4870
15,9,7,11
15,9,32,53
15,9,485,488
15,9,770,774
15,9,873,885
15,9,1100,1106
15,9,1398,1409
15,9,1581,1585
15,9,1663,1666
15,9,1689,1695
15,9,2033,2059
15,9,2067,2068
15,9,2174,2201
15,9,2407,2410
15,9,2665,2671
15,9,3352,3360
15,9,3400,3409
15,9,3473,3474
15,9,3630,3639
15,9,3707,3753
15,9,3832,3832
15,9,3853,3857
15,9,4040,4054
15,9,4140,4164
15,9,4292,4293
15,9,4361,4368
15,9,4421,4432
15,9,4488,4495
15,9,4612,4626
15,9,4976,4977
16,2,9,11
16,2,146,150
16,2,385,399
16,2,494,500
16,2,818,845
16,2,912,921
16,2,1607,1621
16,2,1691,1701
16,2,2100,2101
16,2,2259,2279
16,2,2324,2328
16,2,2690,2715
16,2,2818,2826
16,2,3648,3653
16,2,3718,3737
16,2,3876,3887
16,2,4070,4095
16,2,4416,4432
16,2,4646,4651
16,2,4907,4907
17,2,692,692
17,2,789,800
17,2,890,910
17,2,1298,1309
17,2,1416,1425
17,2,1466,1488
17,2,1665,1666
17,2,1926,1952
17,2,2064,2075
17,2,2331,2334
17,2,2341,2351
17,2,2405,2428
17,2,2651,2657
17,2,2672,2677
17,2,2811,2814
17,2,2861,2884
17,2,3277,3301
17,2,3667,3677
17,2,3677,3727
17,2,4061,4094
17,2,4451,4466
17,2,4584,4652
17,2,4669,4672
17,2,4687,4691
18,3,129,134
18,3,430,431
18,3,675,677
18,3,1646,1648
18,3,1708,1712
18,3,2188,2193
18,3,2652,2657
18,3,2768,2779
18,3,3155,3158
18,3,3217,3217
18,3,3292,3293
18,3,3473,3490
18,3,3548,3558
18,3,3818,3831
18,3,4172,4174
18,3,4318,4329
18,3,4356,4358
18,3,4500,4516
18,3,4591,4591
18,3,4598,4605
19,3,225,229
19,3,1002,1020
19,3,1353,1372
19,3,1459,1463
19,3,1706,1732
19,3,1746,1754
19,3,1989,2004
19,3,2272,2278
19,3,2360,2366
19,3,2503,2525
19,3,2533,2548
19,3,2748,2759
19,3,2782,2795
19,3,2838,2842
19,3,2858,2861
19,3,3588,3591
19,3,3953,3954
19,3,4094,4097
19,3,4098,4114
19,3,4129,4131
19,3,4164,4190
19,3,4306,4308
19,3,4523,4529
19,3,4932,4944
