machine,idle_power,breakdown_start,breakdown_end
0,3,189,202
0,3,279,280
0,3,308,310
0,3,421,425
0,3,512,514
0,3,1091,1099
0,3,1538,1550
0,3,1724,1731
0,3,1776,1777
0,3,2103,2106
0,3,2241,2247
0,3,2591,2602
0,3,2642,2653
0,3,2865,2867
0,3,2874,2880
0,3,3098,3111
0,3,3398,3398
0,3,3658,3667
0,3,3763,3763
0,3,4088,4121
0,3,4597,4611
0,3,4706,4721
0,3,4837,4846
0,3,4902,4911
1,9,224,226
1,9,226,227
1,9,233,238
1,9,444,445
1,9,717,721
1,9,1142,1143
1,9,1164,1208
1,9,1381,1453
1,9,1715,1716
1,9,1782,1785
1,9,2605,2617
1,9,2700,2704
1,9,2891,2892
1,9,2993,3004
1,9,3056,3094
1,9,3911,3928
1,9,4235,4254
1,9,4539,4543
1,9,4911,4939
1,9,4975,4999
2,8,242,242
2,8,576,590
2,8,820,826
2,8,1104,1120
2,8,1245,1277
2,8,1449,1466
2,8,1472,1476
2,8,1895,1921
2,8,2015,2036
2,8,2174,2178
2,8,2247,2251
2,8,2306,2308
2,8,2484,2496
2,8,2533,2556
2,8,2585,2585
2,8,2637,2648
2,8,2726,2726
2,8,2886,2887
2,8,2909,2914
2,8,3138,3155
2,8,3509,3515
2,8,3661,3665
2,8,3773,3773
2,8,3813,3815
2,8,4347,4351
2,8,4598,4598
2,8,4703,4713
2,8,4958,4967
3,7,345,345
3,7,481,495
3,7,691,691
3,7,779,792
3,7,1029,1034
3,7,1758,1767
3,7,1897,1906
3,7,1948,1952
3,7,2185,2193
3,7,2223,2225
3,7,2307,2307
3,7,2359,2396
3,7,2673,2685
3,7,2685,2695
3,7,2697,2697
3,7,3007,3032
3,7,3209,3218
3,7,3233,3251
3,7,3283,3285
3,7,3531,3570
3,7,3676,3683
3,7,3737,3750
3,7,3862,3876
3,7,3890,3909
3,7,4062,4069
3,7,4291,4291
3,7,4392,4397
3,7,4443,4466
3,7,4801,4822
3,7,4914,4918
4,2,96,101
4,2,183,211
4,2,218,227
4,2,265,270
4,2,552,569
4,2,808,811
4,2,1025,1026
4,2,1033,1052
4,2,1572,1580
4,2,1613,1614
4,2,1751,1758
4,2,1865,1871
4,2,2022,2024
4,2,2169,2169
4,2,2307,2310
4,2,2798,2824
4,2,2884,2892
4,2,2898,2904
4,2,3365,3376
4,2,3723,3744
4,2,3945,3952
4,2,3976,3976
4,2,4062,4071
4,2,4668,4670
4,2,4911,4929
5,8,30,37
5,8,362,374
5,8,471,472
5,8,488,488
5,8,539,540
5,8,938,984
5,8,1069,1073
5,8,1401,1440
5,8,1719,1720
5,8,1998,2013
5,8,2020,2023
5,8,2068,2069
5,8,2099,2104
5,8,2659,2669
5,8,2787,2787
5,8,3210,3216
5,8,3514,3519
5,8,3866,3881
5,8,4047,4112
5,8,4175,4197
5,8,4685,4685
5,8,4687,4696
5,8,4755,4763
5,8,4926,4935
6,7,1,2
6,7,411,411
6,7,547,550
6,7,700,710
6,7,747,753
6,7,812,822
6,7,1316,1316
6,7,1412,1443
6,7,1519,1538
6,7,1566,1572
6,7,1887,1899
6,7,2039,2039
6,7,2456,2456
6,7,2745,2745
6,7,3299,3304
6,7,4422,4470
6,7,4729,4730
6,7,4897,4904
6,7,4965,4976
7,6,73,76
7,6,194,201
7,6,228,249
7,6,302,304
7,6,425,426
7,6,483,494
7,6,765,766
7,6,1860,1877
7,6,2458,2491
7,6,2560,2565
7,6,2594,2594
7,6,2856,2867
7,6,2932,2936
7,6,3025,3052
7,6,3142,3146
7,6,3214,3216
7,6,3692,3703
7,6,3838,3844
7,6,3968,3980
7,6,4392,4399
7,6,4575,4576
7,6,4819,4834
7,6,4996,4999
8,5,197,212
8,5,748,774
8,5,1326,1341
8,5,1429,1429
8,5,1447,1451
8,5,2101,2103
8,5,2173,2187
8,5,2300,2309
8,5,2335,2338
8,5,2581,2585
8,5,2884,2886
8,5,2945,2948
8,5,2956,2956
8,5,3006,3007
8,5,3058,3058
8,5,3164,3178
8,5,3248,3261
8,5,3317,3338
8,5,3537,3548
8,5,3634,3654
8,5,3740,3741
8,5,3747,3752
8,5,3973,3984
8,5,4060,4068
8,5,4452,4457
8,5,4715,4718
8,5,4846,4846
8,5,4946,4957
9,2,32,35
9,2,106,109
9,2,207,221
9,2,753,760
9,2,782,788
9,2,848,848
9,2,1221,1236
9,2,1325,1327
9,2,1470,1501
9,2,1608,1614
9,2,2586,2601
9,2,2613,2618
9,2,2812,2831
9,2,3837,3837
9,2,3942,3942
9,2,3974,3976
9,2,4065,4065
9,2,4068,4077
9,2,4355,4359
9,2,4633,4647
9,2,4652,4670
