machine,idle_power,breakdown_start,breakdown_end
0,2,132,134
0,2,137,138
0,2,276,281
0,2,581,593
0,2,662,662
0,2,764,766
0,2,769,774
0,2,1019,1042
0,2,1408,1411
0,2,1518,1518
0,2,1666,1669
0,2,1738,1754
0,2,1763,1764
0,2,1837,1887
0,2,1928,1944
0,2,1985,1998
0,2,2321,2336
0,2,2583,2591
0,2,2822,2829
0,2,3154,3160
0,2,3313,3313
0,2,3557,3588
0,2,3650,3662
0,2,3766,3767
0,2,3851,3887
0,2,3951,3954
0,2,4001,4005
0,2,4520,4524
0,2,4612,4619
0,2,4830,4836
0,2,4951,4958
1,3,40,45
1,3,99,99
1,3,594,594
1,3,645,653
1,3,1169,1176
1,3,1822,1848
1,3,1972,1973
1,3,2176,2177
1,3,2338,2340
1,3,2433,2453
1,3,2787,2789
1,3,2883,2894
1,3,3089,3103
1,3,3284,3285
1,3,3315,3334
1,3,3340,3346
1,3,3656,3670
1,3,3849,3865
1,3,4158,4166
1,3,4280,4283
1,3,4331,4341
1,3,4355,4355
2,2,11,19
2,2,422,434
2,2,808,821
2,2,993,1002
2,2,1109,1111
2,2,2324,2326
2,2,2470,2476
2,2,2730,2732
2,2,3265,3267
2,2,3552,3563
2,2,3903,3906
2,2,3926,3931
2,2,3979,3993
2,2,4361,4379
2,2,4681,4688
2,2,4727,4734
2,2,4752,4766
2,2,4834,4834
3,1,201,202
3,1,231,237
3,1,238,257
3,1,352,372
3,1,494,497
3,1,611,628
3,1,641,643
3,1,853,863
3,1,1302,1304
3,1,1579,1641
3,1,1644,1645
3,1,1882,1884
3,1,1948,1990
3,1,2577,2582
3,1,3146,3158
3,1,3173,3188
3,1,3246,3262
3,1,3602,3629
3,1,3785,3786
3,1,4158,4164
3,1,4273,4327
3,1,4404,4410
3,1,4629,4634
3,1,4762,4764
3,1,4874,4898
4,5,205,210
4,5,362,362
4,5,382,389
4,5,399,399
4,5,568,571
4,5,842,849
4,5,855,869
4,5,1340,1344
4,5,1436,1457
4,5,1552,1579
4,5,1850,1851
4,5,1900,1902
4,5,2010,2014
4,5,2448,2450
4,5,2575,2583
4,5,2594,2595
4,5,2691,2745
4,5,2749,2776
4,5,2925,2927
4,5,3253,3270
4,5,3522,3528
4,5,3941,3947
4,5,3981,3995
4,5,4322,4323
4,5,4380,4387
4,5,4965,4966
5,4,39,41
5,4,61,67
5,4,259,260
5,4,1382,1389
5,4,1426,1430
5,4,1509,1511
5,4,1604,1621
5,4,1762,1765
5,4,2310,2310
5,4,2388,2389
5,4,3011,3016
5,4,3243,3243
5,4,3802,3816
5,4,3933,3950
5,4,4056,4066
5,4,4230,4232
5,4,4324,4350
5,4,4490,4494
5,4,4800,4806
5,4,4916,4917
6,7,308,315
6,7,505,519
6,7,702,706
6,7,749,750
6,7,822,834
6,7,1067,1127
6,7,1241,1248
6,7,1392,1398
6,7,1557,1557
6,7,1639,1644
6,7,1751,1765
6,7,1964,1966
6,7,2099,2101
6,7,2231,2266
6,7,2308,2316
6,7,2342,2357
6,7,2363,2370
6,7,2867,2881
6,7,2905,2905
6,7,3078,3097
6,7,3129,3135
6,7,3224,3235
6,7,3460,3477
6,7,3565,3576
6,7,3735,3766
6,7,3810,3812
6,7,4012,4012
6,7,4769,4770
6,7,4996,5000
7,2,87,93
7,2,168,185
7,2,390,394
7,2,572,582
7,2,807,810
7,2,951,961
7,2,1073,1087
7,2,1138,1162
7,2,1789,1800
7,2,1911,1931
7,2,2125,2132
7,2,2663,2682
7,2,2871,2893
7,2,3133,3136
7,2,3235,3248
7,2,3284,3296
7,2,3298,3302
7,2,3538,3554
7,2,3804,3806
7,2,3809,3815
7,2,3852,3854
7,2,4807,4815
8,9,42,45
8,9,78,78
8,9,561,576
8,9,902,909
8,9,1132,1133
8,9,1198,1207
8,9,1276,1281
8,9,1449,1453
8,9,1486,1504
8,9,1572,1587
8,9,1628,1652
8,9,1682,1689
8,9,1792,1807
8,9,1846,1862
8,9,1923,1941
8,9,2191,2198
8,9,2260,2262
8,9,2441,2477
8,9,3075,3081
8,9,3124,3154
8,9,4298,4301
8,9,4323,4329
8,9,4621,4652
8,9,4744,4745
8,9,4863,4880
8,9,4895,4927
9,9,17,19
9,9,25,49
9,9,233,235
9,9,880,894
9,9,1050,1056
9,9,1159,1195
9,9,1312,1327
9,9,1360,1367
9,9,1452,1454
9,9,1569,1576
9,9,1725,1734
9,9,1753,1786
9,9,1959,1959
9,9,2041,2041
9,9,2209,2215
9,9,2462,2475
9,9,2637,2644
9,9,2646,2650
9,9,2824,2850
9,9,2891,2897
9,9,3283,3286
9,9,3301,3304
9,9,3497,3501
9,9,3599,3625
9,9,4436,4436
9,9,4838,4848
9,9,4902,4922
