kind,task,machine_selectable,process_time,power
0,0,"(1, 2, 3, 5, 0, 4, 6, 7, 9)","(16, 17, 18, 9, 2, 2, 1, 13, 4)","(23, 177, 138, 71, 21, 126, 159, 87, 52)"
0,1,"(5, 4)","(13, 6)","(182, 144)"
0,2,"(4, 2, 9)","(4, 18, 17)","(152, 181, 94)"
0,3,"(0, 2)","(14, 16)","(125, 100)"
0,4,"(1, 5, 9, 2, 8, 4)","(15, 1, 1, 15, 5, 20)","(49, 191, 130, 101, 164, 128)"
0,5,"(7, 9, 0, 1, 2, 5, 4, 8, 6, 3)","(16, 1, 18, 17, 15, 1, 10, 17, 17, 6)","(133, 130, 87, 167, 149, 82, 28, 36, 164, 12)"
0,6,"(0, 4, 7, 9, 1, 6, 5, 2, 8, 3)","(7, 19, 6, 16, 17, 6, 17, 8, 13, 13)","(48, 89, 157, 25, 57, 23, 16, 169, 116, 23)"
1,0,"(9, 7, 6)","(1, 3, 20)","(154, 97, 133)"
1,1,"(6, 1, 4, 5, 7, 3, 0, 9)","(20, 13, 17, 2, 5, 18, 12, 19)","(122, 176, 189, 143, 179, 54, 135, 88)"
1,2,"(2, 3, 9, 8, 6, 5, 1, 7)","(5, 13, 9, 17, 2, 11, 16, 14)","(95, 84, 134, 28, 59, 67, 84, 48)"
1,3,"(7,)","(12,)","(177,)"
1,4,"(2, 0, 8, 4)","(14, 1, 13, 5)","(124, 142, 36, 119)"
1,5,"(5, 4, 8)","(2, 18, 10)","(44, 122, 157)"
2,0,"(1, 5, 8)","(10, 12, 10)","(106, 70, 97)"
2,1,"(6,)","(10,)","(116,)"
2,2,"(7, 5, 2, 0, 3, 9, 8)","(4, 15, 7, 8, 19, 12, 15)","(102, 194, 58, 152, 198, 104, 165)"
2,3,"(6,)","(19,)","(152,)"
2,4,"(7, 6, 3, 4, 1, 5, 8)","(17, 2, 20, 1, 12, 17, 3)","(46, 14, 177, 145, 180, 78, 90)"
2,5,"(3, 2, 1, 0, 9, 8, 6)","(9, 2, 20, 2, 20, 6, 13)","(166, 173, 84, 133, 174, 44, 42)"
2,6,"(6, 8)","(18, 16)","(51, 91)"
2,7,"(9, 2, 6, 7)","(15, 3, 13, 20)","(53, 69, 185, 172)"
3,0,"(4, 6)","(7, 5)","(144, 101)"
3,1,"(3, 7, 8, 9)","(19, 3, 6, 6)","(193, 151, 83, 19)"
3,2,"(1, 0, 8, 9, 6)","(8, 5, 3, 8, 5)","(49, 56, 76, 22, 15)"
3,3,"(9, 0, 7, 6, 2, 4, 5, 1, 8, 3)","(10, 13, 15, 7, 9, 12, 5, 5, 17, 15)","(162, 96, 10, 73, 106, 155, 177, 102, 180, 16)"
3,4,"(9, 0, 8, 3, 5, 2, 6)","(4, 1, 15, 14, 6, 11, 13)","(102, 114, 156, 12, 34, 33, 61)"
3,5,"(7, 4, 0, 8, 9, 3, 2, 1)","(5, 19, 6, 1, 17, 14, 4, 8)","(186, 130, 37, 143, 172, 185, 153, 82)"
3,6,"(2, 9, 8, 7, 3, 0, 6, 1, 5, 4)","(19, 17, 17, 15, 16, 4, 20, 11, 19, 4)","(76, 157, 152, 64, 56, 83, 163, 147, 189, 65)"
3,7,"(1, 5, 3, 4, 8, 9, 2, 7)","(5, 19, 3, 11, 20, 4, 6, 7)","(13, 56, 49, 108, 131, 162, 65, 184)"
3,8,"(6, 4, 9, 0, 7)","(3, 4, 10, 11, 17)","(161, 33, 83, 166, 41)"
4,0,"(6, 4, 1, 7, 9, 8, 2, 3, 5, 0)","(18, 12, 1, 16, 14, 3, 5, 8, 11, 2)","(39, 149, 71, 197, 159, 159, 145, 63, 52, 24)"
4,1,"(3, 0, 9, 1, 4, 5)","(12, 7, 20, 18, 3, 3)","(115, 95, 146, 43, 27, 46)"
4,2,"(1, 0, 3, 4, 6, 5, 9, 2, 8, 7)","(6, 8, 1, 5, 8, 11, 3, 19, 3, 17)","(141, 175, 40, 146, 119, 90, 76, 173, 127, 199)"
4,3,"(1, 2, 8, 4, 6, 9, 0, 7)","(4, 14, 14, 9, 7, 7, 1, 6)","(126, 111, 170, 125, 190, 131, 97, 101)"
4,4,"(5, 1, 4, 0, 6, 3)","(1, 5, 14, 20, 3, 10)","(78, 118, 200, 165, 56, 68)"
4,5,"(8, 0, 5, 6)","(10, 13, 5, 19)","(139, 69, 176, 156)"
4,6,"(6, 0, 9, 7, 5, 2, 1, 3)","(16, 6, 14, 1, 7, 2, 8, 14)","(40, 161, 175, 53, 26, 72, 124, 72)"
4,7,"(1, 0, 7, 8, 5, 2, 4, 3)","(11, 7, 15, 4, 9, 7, 2, 20)","(25, 161, 189, 19, 110, 55, 180, 151)"
5,0,"(8, 2, 3)","(6, 10, 16)","(124, 121, 123)"
5,1,"(7, 9, 3, 1, 8, 4, 2, 6)","(1, 8, 8, 7, 6, 14, 16, 4)","(129, 178, 174, 163, 175, 60, 193, 50)"
5,2,"(3, 6, 4, 9, 8, 5, 1, 0, 7, 2)","(14, 9, 19, 9, 3, 17, 10, 13, 11, 7)","(97, 167, 121, 130, 145, 56, 162, 61, 41, 52)"
5,3,"(7, 4, 5, 2, 9, 1, 0, 8, 3)","(7, 9, 8, 19, 12, 13, 11, 3, 3)","(110, 181, 116, 112, 67, 46, 102, 81, 118)"
5,4,"(3, 8, 2, 0, 5, 9, 1, 6, 7, 4)","(18, 19, 8, 10, 13, 13, 18, 10, 16, 18)","(185, 73, 179, 47, 38, 142, 130, 178, 52, 113)"
5,5,"(4, 8, 5, 1, 2, 9, 7)","(8, 18, 9, 20, 1, 3, 7)","(95, 72, 151, 188, 77, 95, 45)"
5,6,"(8, 6, 1, 2)","(12, 18, 1, 17)","(107, 94, 102, 97)"
6,0,"(8, 1, 0, 2, 4)","(2, 17, 5, 3, 20)","(81, 61, 95, 23, 108)"
6,1,"(9, 6, 2)","(17, 15, 4)","(71, 193, 47)"
6,2,"(9, 7, 0, 5, 3, 1, 8, 6)","(17, 5, 7, 20, 7, 5, 4, 4)","(140, 106, 184, 98, 119, 24, 145, 42)"
6,3,"(4, 2, 1, 9, 6)","(14, 3, 19, 2, 15)","(150, 36, 149, 29, 13)"
6,4,"(3, 8, 7, 6, 5, 0, 4, 1, 2, 9)","(7, 8, 1, 15, 13, 9, 15, 6, 12, 7)","(80, 140, 117, 58, 112, 177, 190, 171, 157, 79)"
6,5,"(4, 1, 0, 2, 5, 9)","(10, 10, 14, 5, 3, 9)","(28, 140, 197, 73, 171, 174)"
6,6,"(6, 2, 7, 3, 4, 1)","(7, 10, 7, 6, 7, 8)","(144, 56, 12, 38, 30, 141)"
6,7,"(6, 2, 5, 8)","(10, 5, 12, 1)","(20, 170, 98, 146)"
6,8,"(0, 4, 3, 2)","(14, 10, 11, 11)","(139, 88, 110, 90)"
6,9,"(1, 7, 6, 8, 3)","(11, 12, 20, 6, 12)","(188, 168, 49, 42, 97)"
7,0,"(0, 2, 9, 4, 6, 1, 3, 7, 8, 5)","(5, 8, 3, 3, 7, 5, 15, 6, 16, 3)","(141, 22, 179, 186, 151, 194, 159, 175, 94, 33)"
7,1,"(3, 2, 1, 9, 5, 8, 7, 4, 0, 6)","(4, 20, 14, 7, 16, 12, 5, 4, 8, 8)","(116, 187, 75, 150, 90, 200, 137, 68, 92, 53)"
7,2,"(1,)","(20,)","(119,)"
7,3,"(4, 3, 5, 8)","(19, 7, 11, 9)","(181, 20, 102, 125)"
7,4,"(6,)","(4,)","(157,)"
7,5,"(8, 4, 7)","(14, 13, 18)","(150, 74, 164)"
7,6,"(3,)","(9,)","(154,)"
7,7,"(5,)","(9,)","(27,)"
7,8,"(7, 5, 1, 6, 0, 8, 4, 9)","(4, 8, 1, 9, 15, 9, 6, 13)","(13, 24, 186, 29, 102, 81, 102, 72)"
7,9,"(6, 1, 3, 5)","(2, 11, 12, 17)","(13, 159, 123, 187)"
8,0,"(7, 8, 6, 5, 1, 9)","(2, 1, 7, 14, 20, 13)","(76, 161, 184, 157, 189, 150)"
8,1,"(6, 7)","(12, 6)","(86, 140)"
8,2,"(1,)","(1,)","(193,)"
8,3,"(7, 8, 4, 2, 0, 3, 5)","(9, 16, 2, 4, 11, 19, 9)","(155, 138, 115, 60, 124, 134, 10)"
8,4,"(4, 6, 5, 9, 1, 2, 8, 7)","(11, 3, 8, 10, 10, 19, 20, 3)","(89, 150, 120, 100, 53, 183, 64, 193)"
9,0,"(7, 8, 6, 2, 9, 3)","(5, 6, 2, 15, 19, 13)","(60, 80, 70, 108, 76, 60)"
9,1,"(7, 1, 8, 3, 9, 2, 4, 0)","(11, 20, 15, 19, 17, 16, 16, 16)","(107, 46, 12, 97, 104, 90, 171, 89)"
9,2,"(9, 8)","(3, 19)","(47, 68)"
9,3,"(7, 3, 1)","(5, 10, 11)","(177, 164, 45)"
9,4,"(0, 5, 3, 7, 2, 9, 8)","(16, 6, 4, 9, 10, 14, 16)","(109, 140, 189, 11, 176, 140, 88)"
9,5,"(3, 9, 7, 6, 4, 1, 8)","(6, 7, 1, 13, 9, 8, 13)","(67, 175, 19, 54, 67, 156, 80)"
10,0,"(3, 9, 7, 0, 2, 6, 5, 1, 8)","(20, 18, 10, 15, 13, 19, 18, 1, 13)","(107, 96, 64, 38, 183, 43, 87, 61, 23)"
10,1,"(1, 6, 5, 8, 0)","(12, 5, 18, 1, 20)","(186, 21, 198, 180, 174)"
10,2,"(8, 6, 7, 4)","(15, 12, 2, 11)","(130, 97, 77, 107)"
10,3,"(7, 5, 2, 1, 9)","(13, 3, 6, 18, 3)","(56, 76, 123, 31, 49)"
10,4,"(3, 0, 1, 9, 7)","(1, 2, 18, 15, 3)","(135, 45, 60, 159, 139)"
10,5,"(3, 8, 6, 0, 1, 2, 5, 4)","(13, 15, 20, 17, 19, 11, 10, 13)","(11, 105, 24, 177, 22, 136, 136, 87)"
10,6,"(1, 7, 3, 2, 9)","(1, 16, 1, 8, 15)","(106, 77, 33, 116, 99)"
10,7,"(4, 1, 9, 6, 3, 0, 5)","(1, 19, 18, 3, 4, 17, 19)","(174, 14, 58, 200, 76, 151, 135)"
11,0,"(7, 9, 3, 8)","(14, 8, 16, 2)","(21, 89, 143, 28)"
11,1,"(1, 3, 7, 6, 5, 0)","(9, 17, 5, 18, 9, 17)","(167, 127, 56, 116, 35, 143)"
11,2,"(1, 6, 2, 7, 5, 4, 0, 8, 9, 3)","(1, 20, 2, 20, 10, 18, 19, 19, 17, 19)","(62, 175, 66, 82, 119, 74, 71, 100, 57, 111)"
11,3,"(7, 9, 4, 0)","(15, 5, 16, 6)","(75, 49, 122, 63)"
11,4,"(0, 2, 5, 1)","(9, 8, 10, 9)","(148, 158, 66, 96)"
11,5,"(6, 1, 7, 5, 8, 0, 3, 9, 2)","(1, 2, 12, 9, 11, 13, 1, 11, 4)","(75, 155, 121, 120, 126, 36, 28, 75, 33)"
12,0,"(0, 1, 7)","(9, 10, 16)","(178, 136, 114)"
12,1,"(9, 6, 3, 8)","(16, 18, 20, 9)","(143, 174, 152, 140)"
12,2,"(8, 1, 4, 6, 2, 9)","(14, 1, 17, 16, 3, 3)","(32, 46, 49, 146, 130, 71)"
12,3,"(2, 3, 9, 8)","(1, 9, 17, 13)","(157, 143, 170, 12)"
12,4,"(9, 5, 1, 3, 6, 4, 2, 0, 7, 8)","(6, 1, 1, 8, 7, 17, 17, 2, 17, 18)","(150, 137, 125, 187, 185, 33, 173, 12, 123, 194)"
12,5,"(3,)","(9,)","(93,)"
12,6,"(4, 1, 6, 7, 9, 8, 3, 5, 0, 2)","(3, 8, 9, 17, 4, 15, 10, 7, 6, 14)","(168, 26, 131, 62, 178, 59, 18, 147, 100, 165)"
13,0,"(7, 6, 4, 8, 2, 3, 0)","(4, 20, 14, 5, 1, 2, 10)","(50, 110, 53, 172, 196, 153, 105)"
13,1,"(1, 7, 5, 9, 4, 0, 6, 2)","(19, 9, 12, 6, 12, 13, 6, 5)","(198, 116, 34, 123, 127, 115, 116, 176)"
13,2,"(2,)","(8,)","(152,)"
13,3,"(0, 1, 5, 2, 6)","(13, 14, 17, 11, 7)","(134, 32, 28, 73, 45)"
13,4,"(4, 9, 6, 5, 0, 1)","(8, 11, 6, 10, 8, 18)","(64, 179, 26, 114, 156, 76)"
13,5,"(3, 7, 4, 9, 1, 6, 0, 2, 5, 8)","(17, 6, 16, 10, 18, 3, 11, 5, 14, 20)","(34, 149, 24, 31, 21, 46, 42, 69, 124, 108)"
13,6,"(6,)","(3,)","(124,)"
14,0,"(8, 6, 0, 5, 2, 7, 9, 1, 4)","(4, 1, 20, 16, 5, 16, 1, 11, 5)","(105, 16, 199, 198, 38, 10, 163, 147, 46)"
14,1,"(7,)","(13,)","(103,)"
14,2,"(5, 3, 2, 4, 0, 6, 1)","(19, 14, 15, 1, 1, 19, 17)","(44, 42, 99, 116, 99, 175, 135)"
14,3,"(3, 2, 1, 6, 9, 7, 8)","(7, 13, 6, 4, 6, 1, 13)","(161, 71, 155, 177, 101, 32, 117)"
14,4,"(2, 7, 5, 0)","(15, 10, 9, 4)","(91, 129, 19, 160)"
14,5,"(4, 8, 9)","(10, 1, 5)","(14, 193, 189)"
