kind,task,machine_selectable,process_time,power
0,0,"(11, 5, 10, 14, 0, 2)","(5, 13, 18, 7, 20, 15)","(154, 81, 27, 174, 151, 168)"
0,1,"(7, 9, 1, 6, 8, 2, 14)","(17, 3, 4, 13, 11, 19, 7)","(191, 54, 194, 62, 110, 62, 12)"
0,2,"(13, 6, 8, 9, 5, 10)","(8, 17, 7, 17, 5, 3)","(107, 83, 22, 13, 95, 40)"
0,3,"(7, 2, 4, 6)","(5, 19, 16, 15)","(60, 182, 41, 172)"
0,4,"(14, 10, 8, 2, 5, 7)","(11, 16, 11, 18, 10, 16)","(49, 147, 172, 110, 76, 173)"
0,5,"(7, 4, 13, 8, 5, 14, 2, 10, 12, 3, 1, 9)","(16, 6, 18, 4, 15, 3, 9, 1, 5, 17, 5, 11)","(192, 17, 197, 42, 44, 129, 196, 124, 122, 35, 66, 144)"
0,6,"(6, 0, 8, 3, 2, 1, 12, 7, 14, 9, 13)","(6, 10, 8, 4, 9, 13, 11, 16, 9, 12, 10)","(147, 159, 84, 163, 28, 95, 45, 143, 199, 198, 162)"
0,7,"(8, 12, 7, 6, 0, 11)","(20, 10, 12, 16, 18, 16)","(18, 165, 135, 130, 200, 180)"
1,0,"(9, 7, 10, 4, 6, 13, 14, 11, 12, 8)","(10, 11, 16, 15, 9, 3, 18, 17, 15, 4)","(47, 30, 54, 77, 39, 57, 119, 62, 94, 68)"
1,1,"(8, 2, 6, 1, 13, 0, 5, 4, 10, 3, 14, 7, 11, 9)","(1, 20, 3, 20, 10, 2, 15, 6, 1, 6, 10, 14, 2, 11)","(174, 156, 27, 191, 144, 154, 92, 158, 156, 120, 12, 85, 124, 102)"
1,2,"(8, 10, 3, 14, 5, 13, 11, 1, 7, 9, 2, 6, 0)","(20, 3, 15, 17, 12, 4, 14, 7, 3, 17, 9, 5, 4)","(46, 170, 18, 53, 134, 85, 87, 144, 36, 83, 174, 188, 159)"
1,3,"(9, 5, 14, 10, 0, 13, 8, 11, 2)","(8, 11, 5, 15, 15, 7, 12, 5, 7)","(141, 136, 102, 75, 156, 136, 22, 69, 81)"
1,4,"(7, 13, 2, 10, 4, 1, 11)","(16, 1, 16, 19, 4, 19, 5)","(13, 136, 144, 63, 21, 141, 53)"
1,5,"(10, 11, 5, 3, 6, 7, 8, 4, 0, 14)","(18, 12, 17, 19, 18, 15, 18, 15, 5, 19)","(40, 196, 94, 171, 132, 44, 172, 148, 119, 115)"
1,6,"(10, 9, 0, 12)","(6, 15, 5, 18)","(80, 157, 97, 58)"
1,7,"(9, 7, 10)","(18, 2, 10)","(79, 185, 150)"
2,0,"(8, 7, 10, 4, 14)","(20, 3, 4, 12, 3)","(35, 50, 76, 36, 21)"
2,1,"(8, 1, 14)","(17, 12, 12)","(33, 79, 40)"
2,2,"(3, 11, 6, 9, 8, 7, 0, 12, 13)","(8, 15, 10, 1, 4, 2, 12, 4, 13)","(115, 126, 35, 191, 169, 14, 32, 29, 149)"
2,3,"(14, 7, 4, 1, 9, 8, 0, 10)","(9, 1, 16, 13, 6, 2, 9, 2)","(152, 123, 110, 161, 131, 132, 17, 111)"
2,4,"(2, 13, 4)","(19, 8, 18)","(31, 136, 169)"
2,5,"(3, 10, 14, 6, 2, 8, 1, 12, 11, 9)","(5, 15, 19, 3, 7, 2, 3, 2, 9, 20)","(138, 64, 157, 152, 173, 59, 22, 100, 12, 161)"
2,6,"(5, 6)","(15, 14)","(116, 151)"
2,7,"(6, 5, 8, 10)","(5, 11, 9, 5)","(31, 48, 108, 99)"
2,8,"(5, 4, 10, 11, 1, 9, 3, 14, 13, 0)","(15, 20, 2, 5, 17, 4, 3, 12, 17, 1)","(180, 79, 167, 66, 94, 166, 102, 71, 46, 11)"
3,0,"(11,)","(5,)","(161,)"
3,1,"(7, 8, 10, 12, 2, 11, 6, 13, 9)","(15, 17, 9, 17, 12, 2, 13, 7, 3)","(195, 101, 176, 39, 29, 141, 14, 179, 29)"
3,2,"(2, 5, 0, 9, 1, 8, 10, 14, 6, 12)","(14, 17, 2, 1, 12, 2, 18, 4, 1, 11)","(115, 58, 168, 172, 70, 86, 34, 75, 197, 199)"
3,3,"(4, 5)","(18, 5)","(69, 72)"
3,4,"(8, 2, 1, 10, 14, 5, 3, 7, 12)","(11, 9, 4, 7, 7, 17, 7, 2, 13)","(124, 73, 141, 155, 25, 64, 84, 35, 147)"
4,0,"(14,)","(5,)","(85,)"
4,1,"(12, 8, 4, 11, 10, 6, 2, 0, 14)","(14, 20, 3, 17, 14, 17, 17, 11, 12)","(198, 181, 87, 80, 96, 83, 66, 125, 74)"
4,2,"(4, 6, 10, 14, 8, 13, 0, 12, 1, 7, 9, 3, 5)","(15, 1, 8, 20, 9, 14, 14, 7, 8, 11, 19, 5, 9)","(110, 195, 42, 149, 195, 115, 138, 151, 160, 40, 72, 73, 103)"
4,3,"(2, 1)","(1, 14)","(167, 57)"
4,4,"(1, 9, 12, 5, 7, 14, 0, 6, 11, 8, 4, 2, 3)","(12, 6, 15, 12, 7, 3, 9, 9, 18, 17, 7, 17, 19)","(176, 117, 146, 190, 100, 56, 62, 26, 164, 151, 162, 73, 23)"
4,5,"(12, 3, 11, 13, 1, 14, 4, 0, 10)","(7, 7, 7, 8, 6, 13, 8, 19, 7)","(78, 10, 89, 140, 148, 91, 19, 158, 75)"
5,0,"(4, 1, 6)","(1, 16, 6)","(146, 158, 179)"
5,1,"(3, 9, 14, 7, 11, 4, 12, 0, 2, 8, 13)","(1, 19, 15, 2, 5, 10, 19, 9, 18, 1, 16)","(95, 185, 18, 20, 151, 50, 173, 153, 50, 67, 135)"
5,2,"(1, 14, 6, 8, 5, 10, 11)","(18, 3, 15, 15, 11, 15, 11)","(169, 116, 135, 132, 109, 83, 170)"
5,3,"(3, 13, 11, 8, 0, 4, 7, 5, 12, 6, 9, 10, 14, 2, 1)","(19, 7, 7, 18, 13, 15, 3, 5, 12, 6, 7, 14, 8, 3, 2)","(118, 123, 78, 101, 60, 98, 114, 76, 17, 188, 152, 171, 89, 123, 12)"
5,4,"(7, 14)","(11, 13)","(184, 49)"
5,5,"(10, 9, 4)","(8, 9, 1)","(107, 15, 117)"
5,6,"(10, 3, 2, 4, 5, 14, 1, 12, 8, 13)","(16, 8, 15, 13, 13, 1, 5, 11, 2, 9)","(174, 157, 35, 194, 109, 180, 123, 118, 39, 103)"
6,0,"(11, 4, 5, 8, 3)","(13, 10, 16, 16, 8)","(125, 39, 28, 70, 25)"
6,1,"(8, 10, 0, 13, 2, 3, 7)","(18, 10, 6, 9, 3, 18, 18)","(48, 27, 125, 158, 177, 122, 51)"
6,2,"(6, 12, 2, 0, 11, 7, 9, 14)","(14, 16, 15, 18, 18, 15, 18, 3)","(14, 21, 150, 123, 189, 144, 119, 192)"
6,3,"(5, 0, 14, 11, 8, 7, 13, 3, 2)","(12, 9, 6, 8, 20, 8, 4, 15, 13)","(157, 62, 13, 96, 48, 141, 75, 126, 150)"
6,4,"(11, 7, 5, 0, 4, 1, 13, 8, 3, 10)","(13, 5, 6, 9, 18, 9, 13, 6, 16, 3)","(157, 44, 110, 156, 126, 97, 70, 78, 83, 38)"
6,5,"(8, 4, 13)","(17, 12, 1)","(139, 104, 188)"
6,6,"(11, 5, 7, 12, 1, 9, 6, 0, 14, 8)","(12, 7, 13, 11, 16, 4, 11, 20, 1, 20)","(139, 42, 175, 17, 177, 175, 115, 63, 10, 162)"
7,0,"(0, 2, 5, 10)","(14, 4, 6, 17)","(172, 162, 185, 45)"
7,1,"(13, 7)","(2, 19)","(102, 185)"
7,2,"(6, 9, 10, 5, 3, 0, 4, 11)","(1, 13, 4, 6, 7, 14, 13, 18)","(107, 108, 77, 114, 50, 72, 151, 59)"
7,3,"(3, 13, 7, 12, 9, 11, 4, 14)","(1, 16, 12, 7, 6, 4, 7, 19)","(79, 80, 115, 12, 26, 125, 42, 67)"
7,4,"(10, 2, 12, 9, 1, 7, 0)","(1, 1, 6, 13, 9, 14, 6)","(136, 199, 14, 65, 185, 140, 61)"
7,5,"(5,)","(7,)","(177,)"
7,6,"(8, 9, 0, 13, 3, 14, 12, 7, 1, 10, 2, 6, 5)","(17, 2, 17, 14, 18, 3, 2, 7, 19, 17, 5, 9, 16)","(107, 11, 66, 28, 142, 170, 172, 135, 163, 158, 109, 35, 199)"
7,7,"(4, 9, 1, 7, 6, 5, 10, 11, 14, 13, 2, 8, 12)","(9, 16, 12, 12, 17, 18, 13, 2, 8, 8, 12, 1, 15)","(127, 23, 54, 192, 139, 108, 159, 169, 32, 200, 114, 133, 97)"
7,8,"(6, 0, 7, 9, 4, 2, 1, 14, 5, 11, 8)","(13, 1, 18, 7, 9, 5, 5, 11, 4, 2, 5)","(122, 191, 59, 185, 149, 174, 144, 156, 128, 86, 122)"
7,9,"(3, 13, 8)","(5, 18, 6)","(43, 65, 104)"
8,0,"(7, 4, 12, 9, 1, 10, 2, 6, 11, 3, 5, 0)","(18, 11, 9, 14, 17, 2, 2, 3, 15, 8, 1, 2)","(197, 53, 172, 148, 50, 155, 78, 131, 77, 53, 136, 197)"
8,1,"(7, 9, 2, 3, 5, 6, 11, 8, 4, 12, 10, 14, 1, 13, 0)","(20, 8, 16, 3, 14, 13, 9, 5, 20, 15, 10, 11, 4, 7, 1)","(129, 52, 119, 29, 99, 34, 154, 138, 107, 34, 48, 16, 191, 42, 59)"
8,2,"(2, 8, 14, 13, 9, 0, 3, 10, 4, 5, 1, 7, 6, 11)","(7, 13, 7, 10, 10, 5, 6, 6, 10, 10, 20, 20, 16, 9)","(51, 55, 109, 178, 64, 93, 78, 169, 61, 14, 74, 44, 149, 37)"
8,3,"(8, 1)","(11, 10)","(13, 137)"
8,4,"(11, 4, 0, 5, 14, 6, 10, 9, 13, 3, 8, 7)","(15, 15, 7, 13, 3, 18, 9, 16, 13, 14, 19, 17)","(50, 156, 171, 93, 181, 161, 172, 85, 90, 14, 72, 26)"
9,0,"(4, 2, 12, 6, 14, 7, 13, 3, 10, 5, 0, 9, 8)","(6, 9, 8, 16, 17, 3, 12, 12, 2, 2, 18, 8, 14)","(140, 58, 26, 105, 128, 159, 143, 30, 116, 145, 28, 74, 34)"
