kind,task,machine_selectable,process_time,power
0,0,"(5, 19, 18)","(18, 14, 12)","(138, 46, 144)"
0,1,"(14, 3, 1, 16, 7, 0, 11, 13, 15, 10, 4, 12, 18)","(14, 7, 10, 12, 10, 3, 10, 20, 8, 2, 18, 12, 1)","(171, 181, 174, 133, 64, 152, 21, 118, 52, 50, 111, 17, 195)"
0,2,"(0, 16, 13, 19, 6, 4, 17, 12, 18, 3, 1, 10, 9, 8, 11, 5, 2, 15, 7)","(9, 5, 15, 11, 15, 15, 16, 18, 18, 6, 4, 1, 11, 9, 5, 11, 15, 5, 20)","(149, 53, 140, 33, 131, 119, 75, 68, 40, 198, 139, 99, 198, 121, 166, 93, 141, 45, 37)"
0,3,"(10, 2, 18, 12, 1, 15, 8, 9, 6, 5, 11)","(14, 10, 7, 6, 13, 19, 9, 18, 8, 18, 10)","(16, 72, 41, 97, 168, 34, 189, 155, 151, 54, 99)"
0,4,"(15, 14, 1, 18, 2, 13, 19, 4, 7, 3, 11, 16, 6)","(4, 16, 4, 15, 15, 1, 16, 10, 10, 8, 12, 14, 2)","(18, 163, 190, 195, 56, 163, 169, 153, 29, 122, 162, 75, 147)"
0,5,"(12, 10, 5)","(9, 2, 6)","(120, 122, 191)"
0,6,"(17, 18, 2, 15, 9, 3, 8, 19, 16, 13, 14, 7, 4, 11, 5, 0, 12, 10)","(7, 19, 4, 6, 2, 19, 12, 10, 15, 12, 10, 10, 3, 14, 16, 1, 16, 11)","(103, 62, 131, 84, 189, 25, 14, 191, 169, 116, 12, 74, 45, 83, 47, 168, 131, 171)"
1,0,"(7, 5, 19, 2, 9, 15, 10)","(17, 19, 14, 10, 19, 8, 6)","(77, 93, 54, 172, 127, 51, 185)"
1,1,"(2, 14, 3, 6, 17, 8, 7, 18)","(13, 6, 10, 16, 15, 9, 11, 8)","(58, 113, 122, 97, 155, 25, 119, 27)"
1,2,"(9, 19, 8, 17, 11, 1, 13, 12)","(15, 10, 10, 5, 9, 18, 14, 2)","(136, 153, 94, 128, 81, 89, 131, 28)"
1,3,"(2, 5)","(4, 5)","(146, 101)"
1,4,"(7, 16)","(13, 2)","(130, 195)"
1,5,"(16, 19, 2, 9, 8, 7)","(20, 17, 17, 10, 15, 12)","(91, 44, 125, 52, 78, 200)"
2,0,"(18, 15, 4)","(13, 12, 3)","(187, 42, 133)"
2,1,"(4, 0, 17, 14, 5, 12, 18, 7)","(16, 19, 11, 9, 6, 16, 16, 4)","(75, 26, 197, 84, 177, 162, 164, 19)"
2,2,"(17, 2, 10, 18, 6, 0, 16, 9, 5, 7, 19, 11, 1, 12, 15, 4)","(2, 3, 9, 16, 2, 9, 10, 18, 20, 9, 18, 11, 14, 17, 11, 9)","(79, 11, 151, 120, 60, 32, 191, 171, 20, 174, 101, 98, 97, 53, 49, 186)"
2,3,"(15, 2, 10, 17, 13, 16, 7, 3, 14, 5, 6, 19, 0, 1, 9)","(13, 14, 3, 17, 15, 5, 1, 18, 15, 15, 14, 14, 6, 3, 12)","(33, 125, 110, 33, 127, 148, 158, 13, 117, 182, 138, 157, 121, 40, 169)"
2,4,"(15, 18, 8, 7, 3, 0, 13, 14, 16, 2, 17)","(12, 11, 9, 12, 14, 17, 1, 8, 2, 2, 8)","(122, 27, 35, 92, 196, 197, 105, 46, 118, 139, 158)"
2,5,"(4, 15, 1)","(5, 16, 10)","(10, 27, 92)"
3,0,"(18, 16, 13, 19, 0, 3, 11, 6, 14, 10, 9, 8, 2, 4)","(6, 9, 12, 17, 13, 9, 12, 18, 12, 4, 8, 12, 15, 14)","(199, 51, 98, 52, 197, 170, 177, 181, 194, 122, 131, 108, 34, 90)"
3,1,"(19, 14, 11, 16, 0, 2, 10, 18, 15, 12, 4, 8, 13, 3, 17)","(9, 15, 2, 17, 10, 11, 3, 20, 2, 11, 7, 19, 3, 3, 10)","(197, 53, 173, 177, 92, 60, 168, 26, 172, 127, 186, 12, 168, 71, 196)"
3,2,"(13, 2)","(13, 10)","(65, 44)"
3,3,"(10, 3)","(11, 7)","(155, 179)"
3,4,"(16, 10, 6, 3, 1, 19, 5, 12, 17, 0, 11, 18, 14, 4, 9, 7, 8, 15)","(13, 1, 6, 7, 3, 6, 5, 4, 10, 11, 1, 20, 2, 7, 17, 11, 15, 15)","(137, 61, 31, 38, 43, 187, 22, 191, 45, 182, 117, 94, 77, 23, 33, 133, 45, 121)"
3,5,"(3, 15, 16, 12, 0, 1, 9, 6, 2, 7, 8, 19, 11, 18, 5, 13, 14, 4)","(4, 18, 16, 5, 11, 5, 1, 13, 1, 13, 3, 11, 18, 2, 7, 20, 12, 13)","(158, 104, 112, 39, 185, 68, 190, 31, 129, 80, 138, 98, 159, 79, 141, 153, 64, 120)"
3,6,"(0, 16, 15, 2, 19, 18, 7, 4, 8, 1, 14, 13, 10, 3, 17, 12)","(16, 12, 5, 14, 5, 12, 2, 7, 15, 13, 10, 1, 9, 10, 4, 9)","(54, 117, 31, 99, 45, 124, 176, 117, 170, 113, 28, 70, 107, 164, 18, 194)"
3,7,"(11, 15, 0, 10, 12, 4, 6, 3, 17, 7, 9, 13, 19, 8, 18, 16, 5)","(12, 9, 4, 11, 1, 10, 18, 13, 20, 4, 16, 2, 14, 13, 2, 13, 17)","(148, 108, 45, 175, 195, 200, 119, 22, 164, 82, 48, 151, 29, 71, 191, 50, 91)"
3,8,"(12, 8)","(8, 20)","(94, 68)"
3,9,"(9, 10, 14, 8, 19, 3, 16, 18, 13)","(6, 14, 4, 16, 14, 4, 12, 14, 5)","(11, 134, 176, 98, 98, 20, 153, 62, 114)"
4,0,"(4, 18, 3, 2, 12, 11, 14, 13, 6, 19, 17, 1, 16, 0, 8)","(13, 17, 12, 14, 17, 9, 9, 13, 1, 13, 20, 4, 2, 15, 18)","(105, 92, 188, 173, 48, 104, 164, 99, 101, 89, 30, 126, 191, 129, 114)"
4,1,"(2, 5, 0, 15, 19, 8, 7, 18, 3, 14, 12, 9, 16)","(4, 12, 13, 18, 8, 8, 18, 16, 4, 10, 3, 9, 4)","(193, 158, 167, 182, 87, 64, 113, 103, 130, 154, 33, 17, 12)"
4,2,"(5,)","(4,)","(176,)"
4,3,"(9, 1, 8, 5, 4, 7, 6, 3, 15, 13, 12, 18, 14, 0, 11)","(5, 8, 5, 10, 4, 7, 16, 17, 19, 6, 14, 1, 17, 1, 20)","(85, 32, 114, 74, 46, 163, 76, 49, 148, 41, 133, 66, 33, 140, 89)"
4,4,"(2, 17, 4, 6, 0, 9, 3, 16, 11, 12, 15, 18, 8, 14, 1, 7, 5, 10, 19, 13)","(4, 2, 6, 10, 9, 3, 1, 6, 16, 6, 2, 13, 12, 17, 11, 3, 4, 16, 2, 4)","(102, 82, 177, 12, 172, 177, 122, 45, 178, 70, 183, 141, 74, 139, 196, 135, 170, 103, 101, 133)"
4,5,"(6, 12, 11, 3, 14, 13, 8, 19)","(8, 19, 11, 10, 12, 14, 20, 9)","(103, 37, 123, 143, 49, 150, 182, 75)"
4,6,"(14, 10, 2, 6, 16, 8, 13, 7, 0, 3, 15, 18, 11, 1, 17)","(14, 19, 13, 14, 3, 5, 5, 7, 19, 18, 4, 10, 6, 18, 5)","(60, 180, 58, 112, 129, 16, 81, 71, 16, 19, 67, 45, 92, 148, 192)"
4,7,"(6, 18)","(14, 13)","(48, 64)"
5,0,"(8, 14, 11, 19, 0, 2, 4, 3, 16, 5, 9, 6, 12, 13, 7)","(15, 5, 5, 5, 9, 5, 8, 8, 13, 13, 18, 11, 16, 15, 12)","(132, 161, 171, 193, 27, 15, 83, 132, 120, 50, 91, 105, 128, 20, 33)"
5,1,"(16, 8, 13, 17, 9, 5, 18, 7)","(6, 1, 15, 4, 3, 7, 2, 13)","(81, 158, 76, 72, 44, 175, 76, 69)"
5,2,"(3, 18, 15, 5, 8, 11, 19, 13, 4, 14, 6, 1, 12, 0)","(7, 1, 18, 20, 17, 14, 2, 18, 3, 11, 16, 12, 11, 8)","(97, 55, 135, 43, 145, 35, 87, 139, 154, 96, 189, 131, 139, 45)"
5,3,"(13, 1, 10, 17, 18, 0, 16)","(18, 10, 6, 11, 7, 14, 9)","(151, 177, 68, 100, 13, 104, 80)"
5,4,"(12, 6, 3, 13)","(17, 1, 17, 14)","(188, 69, 194, 129)"
5,5,"(12, 0, 2, 7, 15, 8, 4, 13, 10, 16, 17, 14, 18)","(15, 8, 4, 1, 6, 10, 19, 1, 18, 3, 10, 11, 1)","(69, 109, 111, 173, 74, 62, 107, 158, 71, 110, 42, 68, 191)"
5,6,"(14, 6, 10, 2, 4, 17, 0, 12, 5, 8, 11, 9, 18, 19, 1)","(11, 2, 12, 3, 7, 10, 2, 1, 8, 17, 20, 19, 2, 6, 18)","(98, 117, 114, 30, 63, 161, 46, 76, 90, 179, 155, 129, 191, 101, 56)"
6,0,"(4, 18, 0, 19)","(14, 5, 12, 16)","(11, 75, 79, 30)"
6,1,"(3, 5, 6, 2, 16)","(2, 20, 10, 15, 12)","(190, 37, 12, 147, 193)"
6,2,"(18, 11, 15, 1, 2, 9, 17, 19, 5, 4)","(7, 14, 15, 5, 20, 4, 4, 20, 11, 12)","(160, 98, 42, 41, 124, 26, 195, 149, 100, 198)"
6,3,"(7, 8, 4, 19, 5, 17, 16, 15, 18, 3, 13, 0, 2, 1, 9, 12, 10, 11, 14, 6)","(3, 1, 1, 10, 6, 12, 7, 9, 19, 17, 11, 3, 6, 3, 19, 16, 13, 7, 8, 17)","(188, 30, 200, 135, 186, 71, 108, 192, 179, 101, 73, 42, 176, 63, 136, 191, 103, 90, 169, 17)"
6,4,"(0, 9, 17)","(10, 18, 12)","(177, 158, 23)"
6,5,"(14, 2, 8)","(2, 1, 1)","(131, 86, 106)"
7,0,"(12,)","(11,)","(17,)"
7,1,"(0, 10, 12, 18, 3, 16, 9, 5, 15, 6, 17, 19)","(6, 9, 13, 1, 3, 19, 6, 4, 18, 19, 10, 11)","(184, 103, 62, 40, 199, 67, 182, 185, 61, 123, 136, 11)"
