machine,idle_power,breakdown_start,breakdown_end
0,4,87,90
0,4,397,402
0,4,773,785
0,4,853,868
0,4,1252,1252
0,4,1282,1301
0,4,1751,1767
0,4,1941,1943
0,4,2173,2173
0,4,2240,2255
0,4,2790,2792
0,4,2905,2907
0,4,2938,2938
0,4,3008,3029
0,4,3215,3217
0,4,3254,3257
0,4,3385,3385
0,4,4209,4214
0,4,4729,4737
0,4,4935,4935
1,1,60,65
1,1,281,289
1,1,316,319
1,1,370,380
1,1,805,819
1,1,895,902
1,1,937,948
1,1,1020,1024
1,1,1204,1205
1,1,1243,1258
1,1,1271,1283
1,1,1412,1417
1,1,2060,2062
1,1,2456,2465
1,1,2528,2532
1,1,2593,2599
1,1,2678,2689
1,1,2858,2861
1,1,2918,2940
1,1,3180,3185
1,1,4585,4607
1,1,4647,4648
1,1,4652,4658
1,1,4707,4721
1,1,4828,4835
1,1,4926,4931
2,4,150,153
2,4,186,199
2,4,599,635
2,4,637,641
2,4,862,864
2,4,1211,1211
2,4,1359,1359
2,4,1562,1574
2,4,1605,1621
2,4,1707,1709
2,4,1794,1821
2,4,2358,2370
2,4,2592,2611
2,4,2846,2851
2,4,2866,2881
2,4,2971,2980
2,4,3185,3186
2,4,3317,3323
2,4,3351,3358
2,4,3469,3470
2,4,3475,3477
2,4,3787,3791
2,4,4311,4316
2,4,4363,4368
2,4,4442,4442
2,4,4465,4468
2,4,4858,4867
3,9,145,149
3,9,618,620
3,9,689,691
3,9,985,988
3,9,1040,1042
3,9,1165,1166
3,9,1554,1567
3,9,1672,1672
3,9,2193,2210
3,9,3165,3185
3,9,3187,3200
3,9,3475,3477
3,9,3803,3807
3,9,3992,4000
3,9,4192,4206
3,9,4267,4270
3,9,4278,4291
3,9,4299,4313
3,9,4323,4324
3,9,4512,4512
3,9,4707,4713
3,9,4727,4743
3,9,4895,4898
4,8,217,227
4,8,238,240
4,8,337,351
4,8,367,367
4,8,464,469
4,8,1236,1236
4,8,1312,1313
4,8,1516,1521
4,8,2137,2147
4,8,2192,2192
4,8,2248,2252
4,8,2354,2361
4,8,2538,2540
4,8,2576,2578
4,8,3300,3308
4,8,3318,3322
4,8,3699,3700
4,8,4047,4064
4,8,4248,4248
4,8,4400,4404
4,8,4427,4447
4,8,4463,4466
4,8,4629,4630
4,8,4918,4943
5,1,154,173
5,1,195,197
5,1,415,424
5,1,720,758
5,1,761,775
5,1,943,947
5,1,1448,1448
5,1,1732,1756
5,1,1999,2003
5,1,2298,2299
5,1,2368,2373
5,1,2509,2520
5,1,3119,3134
5,1,3364,3382
5,1,3408,3448
5,1,3567,3589
5,1,3740,3745
5,1,4017,4020
5,1,4107,4123
5,1,4516,4518
5,1,4840,4843
6,7,97,105
6,7,121,148
6,7,162,163
6,7,558,570
6,7,636,640
6,7,665,669
6,7,988,1011
6,7,1270,1296
6,7,1442,1447
6,7,1473,1506
6,7,1618,1644
6,7,1803,1810
6,7,2087,2108
6,7,2218,2245
6,7,2277,2279
6,7,2319,2320
6,7,2358,2367
6,7,2368,2372
6,7,2450,2455
6,7,2541,2583
6,7,2597,2600
6,7,2723,2736
6,7,2749,2757
6,7,3168,3173
6,7,3693,3701
6,7,3805,3810
6,7,3906,3910
6,7,3918,3921
6,7,4260,4265
6,7,4409,4413
7,7,146,151
7,7,500,501
7,7,845,851
7,7,860,870
7,7,1171,1200
7,7,1275,1290
7,7,1593,1610
7,7,1647,1669
7,7,1755,1761
7,7,2375,2411
7,7,2533,2536
7,7,2660,2670
7,7,2898,2900
7,7,3274,3325
7,7,3433,3438
7,7,3743,3751
7,7,3783,3798
7,7,4115,4117
7,7,4823,4833
7,7,4960,4971
8,7,263,308
8,7,352,388
8,7,422,428
8,7,498,502
8,7,678,680
8,7,691,692
8,7,902,910
8,7,931,934
8,7,1229,1238
8,7,1291,1317
8,7,1340,1355
8,7,1475,1481
8,7,1508,1509
8,7,1671,1675
8,7,2385,2391
8,7,2410,2435
8,7,2589,2597
8,7,2643,2643
8,7,2694,2719
8,7,2763,2774
8,7,3076,3082
8,7,3100,3106
8,7,3232,3234
8,7,3364,3365
8,7,3584,3588
8,7,3737,3738
8,7,4093,4106
8,7,4275,4282
8,7,4366,4366
8,7,4895,4899
9,4,112,117
9,4,179,192
9,4,206,221
9,4,578,584
9,4,669,682
9,4,689,690
9,4,774,777
9,4,832,836
9,4,1332,1337
9,4,1643,1652
9,4,1754,1758
9,4,1783,1799
9,4,1827,1841
9,4,2033,2033
9,4,2269,2274
9,4,2295,2300
9,4,2308,2309
9,4,2390,2390
9,4,2531,2539
9,4,2545,2559
9,4,2667,2681
9,4,3165,3190
9,4,3212,3216
9,4,3331,3340
9,4,3437,3465
9,4,3728,3752
9,4,3775,3794
9,4,4250,4251
9,4,4284,4286
9,4,4767,4770
9,4,4871,4873
10,9,12,13
10,9,205,213
10,9,422,422
10,9,664,664
10,9,785,794
10,9,989,996
10,9,998,1002
10,9,1331,1336
10,9,1416,1466
10,9,1506,1514
10,9,1530,1538
10,9,1653,1662
10,9,1742,1746
10,9,2030,2062
10,9,2242,2260
10,9,2485,2495
10,9,2506,2529
10,9,2534,2538
10,9,2566,2586
10,9,2779,2792
10,9,2893,2938
10,9,3007,3022
10,9,3135,3150
10,9,3330,3337
10,9,3473,3476
10,9,3577,3578
10,9,3612,3616
10,9,3931,3948
10,9,3980,3993
10,9,4083,4104
10,9,4157,4157
10,9,4207,4225
10,9,4374,4375
10,9,4469,4476
10,9,4543,4543
10,9,4587,4603
10,9,4704,4713
10,9,4728,4730
10,9,4853,4879
10,9,4935,4943
11,6,148,151
11,6,302,325
11,6,375,377
11,6,392,415
11,6,560,587
11,6,642,646
11,6,1139,1145
11,6,1182,1182
11,6,1261,1277
